f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f jL0804m jL0804f jL0700m jL0700f jVINm jVINf jV0300m jV0300f 
2.00923 0.5 0 1 0 1 -0 1 -7.95139e-16 0.5 -1.59028e-15 0.445567 -63.5404 0.895249 26.4596 0.32927 180 0.105294 90 0.445567 -63.5404 1.50369 175.985 0 0
2.05651 0.5 0 1 0 1 -0 1 0 0.5 -4.77083e-15 0.437301 -64.0682 0.899315 25.9318 0.309669 -180 0.101356 90 0.437301 -64.0682 1.50342 176.134 0 0
2.1049 0.5 0 1 0 1 -0 1 0 0.5 -4.77083e-15 0.429116 -64.5885 0.903249 25.4115 0.291492 180 0.0976516 90 0.429116 -64.5885 1.50318 176.275 0 0
2.15443 0.5 0 1 0 1 -0 1 -3.97569e-16 0.5 -7.95139e-16 0.421016 -65.1012 0.907053 24.8988 0.274605 -180 0.0941591 90 0.421016 -65.1012 1.50295 176.408 0 0
2.20513 0.5 0 1 0 1 -0 1 3.97569e-16 0.5 -7.95139e-16 0.413004 -65.6063 0.910729 24.3937 0.258892 -180 0.0908603 90 0.413004 -65.6063 1.50275 176.534 0 0
2.25702 0.5 0 1 0 1 -0 1 0 0.5 1.59028e-15 0.405083 -66.1037 0.91428 23.8963 0.244251 -180 0.087739 90 0.405083 -66.1037 1.50256 176.652 0 0
2.31013 0.5 0 1 0 1 -0 1 3.97569e-16 0.5 -7.95139e-16 0.397254 -66.5934 0.917709 23.4066 0.23059 180 0.0847807 90 0.397254 -66.5934 1.50239 176.765 0 0
2.36449 0.5 0 1 0 1 -0 1 7.95139e-16 0.5 6.36111e-15 0.38952 -67.0753 0.921018 22.9247 0.217826 -180 0.0819725 90 0.38952 -67.0753 1.50224 176.872 0 0
2.42013 0.5 0 1 0 1 -0 1 -3.97569e-16 0.5 3.97569e-15 0.381884 -67.5495 0.92421 22.4505 0.205887 180 0.0793028 90 0.381884 -67.5495 1.50209 176.974 0 0
2.47708 0.5 0 1 0 1 -0 1 -3.97569e-16 0.5 -5.56597e-15 0.374348 -68.016 0.927288 21.984 0.194707 180 0.0767613 90 0.374348 -68.016 1.50196 177.07 0 0
2.53536 0.5 0 1 0 1 -0 1 -7.95139e-16 0.5 -2.38542e-15 0.366912 -68.4747 0.930256 21.5253 0.184227 180 0.0743387 90 0.366912 -68.4747 1.50184 177.163 0 0
2.59502 0.5 0 1 0 1 -0 1 3.97569e-16 0.5 -6.36111e-15 0.359578 -68.9257 0.933115 21.0743 0.174393 -180 0.0720265 90 0.359578 -68.9257 1.50173 177.251 0 0
2.65609 0.5 0 1 0 1 -0 1 0 0.5 0 0.352348 -69.369 0.935869 20.631 0.165158 -180 0.0698172 90 0.352348 -69.369 1.50162 177.335 0 0
2.71859 0.5 0 1 0 1 -0 1 0 0.5 -3.97569e-15 0.345223 -69.8046 0.938521 20.1954 0.156477 -180 0.0677039 90 0.345223 -69.8046 1.50153 177.416 0 0
2.78256 0.5 0 1 0 1 -0 1 -3.97569e-16 0.5 -5.56597e-15 0.338204 -70.2325 0.941073 19.7675 0.14831 -180 0.0656802 90 0.338204 -70.2325 1.50144 177.493 0 0
2.84804 0.5 0 1 0 1 -0 1 -3.97569e-16 0.5 -7.95139e-15 0.331291 -70.6529 0.943529 19.3471 0.140621 -180 0.0637406 90 0.331291 -70.6529 1.50135 177.567 0 0
2.91505 0.5 0 1 0 1 -0 1 1.98785e-16 0.5 3.97569e-16 0.324485 -71.0656 0.945891 18.9344 0.133377 180 0.0618797 90 0.324485 -71.0656 1.50128 177.638 0 0
2.98365 0.5 0 1 0 1 -0 1 0 0.5 0 0.317786 -71.4709 0.948162 18.5291 0.126548 180 0.0600928 90 0.317786 -71.4709 1.5012 177.706 0 0
3.05386 0.5 0 1 0 1 -0 1 -3.97569e-16 0.5 -4.37326e-15 0.311195 -71.8687 0.950346 18.1313 0.120105 180 0.0583755 90 0.311195 -71.8687 1.50114 177.771 0 0
3.12572 0.5 0 1 0 1 -0 1 -3.97569e-16 0.5 -4.77083e-15 0.304712 -72.2592 0.952444 17.7408 0.114024 180 0.0567238 90 0.304712 -72.2592 1.50107 177.834 0 0
3.19927 0.5 0 1 0 1 -0 1 -3.97569e-16 0.5 -7.95139e-16 0.298337 -72.6423 0.954461 17.3577 0.10828 -180 0.0551339 90 0.298337 -72.6423 1.50101 177.895 0 0
3.27455 0.5 0 1 0 1 -0 1 1.98785e-16 0.5 -2.38542e-15 0.29207 -73.0181 0.956397 16.9819 0.102852 -180 0.0536026 90 0.29207 -73.0181 1.50096 177.953 0 0
3.3516 0.5 0 1 0 1 -0 1 -1.98785e-16 0.5 -3.97569e-16 0.28591 -73.3868 0.958257 16.6132 0.0977206 180 0.0521266 90 0.28591 -73.3868 1.50091 178.01 0 0
3.43047 0.5 0 1 0 1 -0 1 -5.96354e-16 0.5 -1.19271e-15 0.279857 -73.7483 0.960042 16.2517 0.0928666 180 0.050703 90 0.279857 -73.7483 1.50086 178.064 0 0
3.51119 0.5 0 1 0 1 -0 1 3.97569e-16 0.5 7.95139e-16 0.273911 -74.1029 0.961755 15.8971 0.088273 180 0.0493291 90 0.273911 -74.1029 1.50081 178.116 0 0
3.59381 0.5 0 1 0 1 -0 1 0 0.5 -1.19271e-15 0.268071 -74.4505 0.963399 15.5495 0.0839242 180 0.0480025 90 0.268071 -74.4505 1.50077 178.167 0 0
3.67838 0.5 0 1 0 1 -0 1 -1.98785e-16 0.5 -3.97569e-16 0.262337 -74.7912 0.964976 15.2088 0.0798053 -180 0.0467207 90 0.262337 -74.7912 1.50073 178.216 0 0
3.76494 0.5 0 1 0 1 -0 1 0 0.5 0 0.256708 -75.1252 0.966489 14.8748 0.0759027 180 0.0454816 90 0.256708 -75.1252 1.50069 178.263 0 0
3.85353 0.5 0 1 0 1 -0 1 1.98785e-16 0.5 -7.95139e-16 0.251182 -75.4525 0.96794 14.5475 0.0722037 -180 0.0442832 90 0.251182 -75.4525 1.50065 178.309 0 0
3.94421 0.5 0 1 0 1 -0 1 0 0.5 -1.59028e-15 0.24576 -75.7732 0.969331 14.2268 0.0686965 -180 0.0431236 90 0.24576 -75.7732 1.50062 178.353 0 0
4.03702 0.5 0 1 0 1 -0 1 -1.98785e-16 0.5 1.98785e-15 0.240441 -76.0875 0.970664 13.9125 0.06537 180 0.042001 90 0.240441 -76.0875 1.50059 178.396 0 0
4.13201 0.5 0 1 0 1 -0 1 0 0.5 2.38542e-15 0.235222 -76.3953 0.971942 13.6047 0.062214 180 0.0409139 90 0.235222 -76.3953 1.50056 178.438 0 0
4.22924 0.5 0 1 0 1 -0 1 -1.98785e-16 0.5 1.98785e-15 0.230104 -76.6968 0.973166 13.3032 0.0592188 -180 0.0398605 90 0.230104 -76.6968 1.50053 178.478 0 0
4.32876 0.5 0 1 0 1 -0 1 -1.98785e-16 0.5 1.98785e-15 0.225085 -76.9921 0.974339 13.0079 0.0563755 180 0.0388396 90 0.225085 -76.9921 1.5005 178.517 0 0
4.43062 0.5 0 1 0 1 -0 1 3.97569e-16 0.5 1.98785e-15 0.220164 -77.2814 0.975463 12.7186 0.0536756 180 0.0378497 90 0.220164 -77.2814 1.50048 178.555 0 0
4.53488 0.5 0 1 0 1 -0 1 0 0.5 0 0.215339 -77.5646 0.976539 12.4354 0.0511113 180 0.0368895 90 0.215339 -77.5646 1.50045 178.591 0 0
4.64159 0.5 0 1 0 1 -0 1 1.98785e-16 0.5 2.78299e-15 0.210611 -77.8418 0.97757 12.1582 0.0486751 180 0.0359579 90 0.210611 -77.8418 1.50043 178.627 0 0
4.75081 0.5 0 1 0 1 -0 1 -3.97569e-16 0.5 -4.77083e-15 0.205977 -78.1133 0.978557 11.8867 0.0463602 180 0.0350537 90 0.205977 -78.1133 1.50041 178.661 0 0
4.8626 0.5 0 1 0 1 -0 1 -1.98785e-16 0.5 1.98785e-15 0.201436 -78.3791 0.979502 11.6209 0.04416 180 0.0341758 90 0.201436 -78.3791 1.50039 178.695 0 0
4.97702 0.5 0 1 0 1 -0 1 3.97569e-16 0.5 1.59028e-15 0.196986 -78.6392 0.980406 11.3608 0.0420684 180 0.0333232 90 0.196986 -78.6392 1.50037 178.727 0 0
5.09414 0.5 0 1 0 1 -0 1 0 0.5 -1.19271e-15 0.192628 -78.8938 0.981272 11.1062 0.0400797 180 0.032495 90 0.192628 -78.8938 1.50035 178.759 0 0
5.21401 0.5 0 1 0 1 -0 1 0 0.5 3.18055e-15 0.188358 -79.143 0.9821 10.857 0.0381884 -180 0.0316902 90 0.188358 -79.143 1.50033 178.79 0 0
5.3367 0.5 0 1 0 1 -0 1 2.98177e-16 0.5 1.98785e-16 0.184176 -79.3869 0.982893 10.6131 0.0363896 -180 0.030908 90 0.184176 -79.3869 1.50032 178.82 0 0
5.46228 0.5 0 1 0 1 -0 1 1.98785e-16 0.5 3.97569e-16 0.180081 -79.6255 0.983652 10.3745 0.0346782 180 0.0301475 90 0.180081 -79.6255 1.5003 178.849 0 0
5.59081 0.5 0 1 0 1 -0 1 0 0.5 0 0.17607 -79.859 0.984378 10.141 0.03305 180 0.0294081 90 0.17607 -79.859 1.50029 178.877 0 0
5.72237 0.5 0 1 0 1 -0 1 3.97569e-16 0.5 -2.78299e-15 0.172144 -80.0875 0.985072 9.9125 0.0315005 180 0.0286889 90 0.172144 -80.0875 1.50027 178.904 0 0
5.85702 0.5 0 1 0 1 -0 1 0 0.5 -7.95139e-16 0.1683 -80.311 0.985736 9.68898 0.0300257 180 0.0279893 90 0.1683 -80.311 1.50026 178.931 0 0
5.99484 0.5 0 1 0 1 -0 1 -1.98785e-16 0.5 -1.19271e-15 0.164536 -80.5297 0.986371 9.47031 0.028622 180 0.0273085 90 0.164536 -80.5297 1.50025 178.957 0 0
6.13591 0.5 0 1 0 1 -0 1 1.98785e-16 0.5 3.97569e-16 0.160853 -80.7436 0.986978 9.2564 0.0272856 -180 0.026646 90 0.160853 -80.7436 1.50024 178.982 0 0
6.28029 0.5 0 1 0 1 -0 1 0 0.5 -2.18663e-15 0.157247 -80.9528 0.987559 9.04715 0.0260131 -180 0.0260012 90 0.157247 -80.9528 1.50023 179.007 0 0
6.42807 0.5 0 1 0 1 0 1 9.93923e-17 0.5 1.98785e-16 0.153719 -81.1575 0.988115 8.84248 0.0248015 180 0.0253734 90 0.153719 -81.1575 1.50021 179.031 0 0
6.57933 0.5 0 1 0 1 0 1 1.98785e-16 0.5 3.97569e-16 0.150265 -81.3577 0.988646 8.6423 0.0236475 -180 0.0247622 90 0.150265 -81.3577 1.5002 179.054 0 0
6.73415 0.5 0 1 0 1 0 1 -9.93923e-17 0.5 0 0.146886 -81.5535 0.989153 8.44651 0.0225485 -180 0.0241669 90 0.146886 -81.5535 1.50019 179.077 0 0
6.89261 0.5 0 1 0 1 0 1 1.98785e-16 0.5 -1.59028e-15 0.14358 -81.745 0.989639 8.25503 0.0215016 -180 0.0235871 90 0.14358 -81.745 1.50019 179.099 0 0
7.0548 0.5 0 1 0 1 0 1 0 0.5 0 0.140344 -81.9322 0.990103 8.06777 0.0205043 -180 0.0230224 90 0.140344 -81.9322 1.50018 179.121 0 0
7.22081 0.5 0 1 0 1 0 1 9.93923e-17 0.5 -1.39149e-15 0.137179 -82.1153 0.990546 7.88466 0.0195541 180 0.0224721 90 0.137179 -82.1153 1.50017 179.142 0 0
7.39072 0.5 0 1 0 1 0 1 -1.98785e-16 0.5 -3.97569e-16 0.134083 -82.2944 0.99097 7.70559 0.0186488 -180 0.021936 90 0.134083 -82.2944 1.50016 179.162 0 0
7.56463 0.5 0 1 0 1 0 1 -9.93923e-17 0.5 -1.98785e-16 0.131054 -82.4695 0.991375 7.5305 0.0177861 180 0.0214136 90 0.131054 -82.4695 1.50015 179.182 0 0
7.74264 0.5 0 1 0 1 0 1 9.93923e-17 0.5 1.98785e-16 0.128091 -82.6407 0.991762 7.35929 0.016964 180 0.0209044 90 0.128091 -82.6407 1.50015 179.202 0 0
7.92483 0.5 0 1 0 1 0 1 9.93923e-17 0.5 -1.59028e-15 0.125193 -82.8081 0.992132 7.19189 0.0161804 180 0.020408 90 0.125193 -82.8081 1.50014 179.221 0 0
8.11131 0.5 0 1 0 1 0 1 -9.93923e-17 0.5 -7.95139e-16 0.122358 -82.9718 0.992486 7.02822 0.0154337 180 0.0199242 90 0.122358 -82.9718 1.50013 179.239 0 0
8.30218 0.5 0 1 0 1 0 1 -1.98785e-16 0.5 -1.19271e-15 0.119586 -83.1318 0.992824 6.8682 0.0147219 180 0.0194525 90 0.119586 -83.1318 1.50013 179.257 0 0
8.49753 0.5 0 1 0 1 0 1 -9.93923e-17 0.5 -1.39149e-15 0.116875 -83.2882 0.993147 6.71176 0.0140433 180 0.0189926 90 0.116875 -83.2882 1.50012 179.275 0 0
8.69749 0.5 0 1 0 1 0 1 -9.93923e-17 0.5 1.98785e-16 0.114223 -83.4412 0.993455 6.55882 0.0133965 180 0.0185441 90 0.114223 -83.4412 1.50011 179.292 0 0
8.90215 0.5 0 1 0 1 0 1 0 0.5 -5.96354e-16 0.11163 -83.5907 0.99375 6.4093 0.0127798 -180 0.0181067 90 0.11163 -83.5907 1.50011 179.308 0 0
9.11163 0.5 0 1 0 1 0 1 9.93923e-17 0.5 1.39149e-15 0.109095 -83.7369 0.994031 6.26313 0.0121919 -180 0.0176802 90 0.109095 -83.7369 1.5001 179.325 0 0
9.32603 0.5 0 1 0 1 0 1 9.93923e-17 0.5 1.39149e-15 0.106615 -83.8798 0.9943 6.12025 0.0116313 -180 0.0172642 90 0.106615 -83.8798 1.5001 179.341 0 0
9.54548 0.5 0 1 0 1 0 1 -9.93923e-17 0.5 -1.39149e-15 0.104191 -84.0194 0.994557 5.98058 0.0110968 180 0.0168583 90 0.104191 -84.0194 1.50009 179.356 0 0
9.7701 0.5 0 1 0 1 0 1 9.93923e-17 0.5 5.96354e-16 0.101821 -84.156 0.994803 5.84404 0.0105871 180 0.0164625 90 0.101821 -84.156 1.50009 179.371 0 0
10 0.5 0 1 0 1 0 1 1.98785e-16 0.5 -1.59028e-15 0.0995036 -84.2894 0.995037 5.71059 0.010101 -180 0.0160763 90 0.0995036 -84.2894 1.50009 179.386 0 0
