f 1m 1f 2m 2f jL0200m jL0200f jL0100m jL0100f jV0200m jV0200f 
166.426 0.00452983 -89.7116 1 -0 0.00503315 -89.7664 0.00452983 90.2884 0.00503315 90.2336 
166.81 0.00451941 -89.7123 1 -0 0.00502156 -89.767 0.00451941 90.2877 0.00502156 90.233 
167.195 0.004509 -89.7129 1 -0 0.00501 -89.7675 0.004509 90.2871 0.00501 90.2325 
167.581 0.00449862 -89.7136 1 -0 0.00499847 -89.768 0.00449862 90.2864 0.00499847 90.232 
167.967 0.00448826 -89.7143 1 -0 0.00498696 -89.7686 0.00448826 90.2857 0.00498696 90.2314 
168.355 0.00447793 -89.7149 1 -0 0.00497548 -89.7691 0.00447793 90.2851 0.00497548 90.2309 
168.744 0.00446762 -89.7156 1 -0 0.00496403 -89.7696 0.00446762 90.2844 0.00496403 90.2304 
169.133 0.00445734 -89.7162 1 -0 0.0049526 -89.7702 0.00445734 90.2838 0.0049526 90.2298 
169.523 0.00444708 -89.7169 1 -0 0.0049412 -89.7707 0.00444708 90.2831 0.0049412 90.2293 
169.914 0.00443684 -89.7175 1 -0 0.00492982 -89.7712 0.00443684 90.2825 0.00492982 90.2288 
170.307 0.00442662 -89.7182 1 -0 0.00491847 -89.7717 0.00442662 90.2818 0.00491847 90.2283 
170.699 0.00441643 -89.7188 1 -0 0.00490715 -89.7723 0.00441643 90.2812 0.00490715 90.2277 
171.093 0.00440626 -89.7195 1 -0 0.00489585 -89.7728 0.00440626 90.2805 0.00489585 90.2272 
171.488 0.00439612 -89.7201 1 -0 0.00488458 -89.7733 0.00439612 90.2799 0.00488458 90.2267 
171.884 0.004386 -89.7208 1 -0 0.00487334 -89.7738 0.004386 90.2792 0.00487334 90.2262 
172.281 0.0043759 -89.7214 1 -0 0.00486212 -89.7744 0.0043759 90.2786 0.00486212 90.2256 
172.678 0.00436583 -89.7221 1 -0 0.00485092 -89.7749 0.00436583 90.2779 0.00485092 90.2251 
173.077 0.00435578 -89.7227 1 -0 0.00483976 -89.7754 0.00435578 90.2773 0.00483976 90.2246 
173.476 0.00434575 -89.7233 1 -0 0.00482861 -89.7759 0.00434575 90.2767 0.00482861 90.2241 
173.876 0.00433575 -89.724 1 -0 0.0048175 -89.7764 0.00433575 90.276 0.0048175 90.2236 
174.277 0.00432576 -89.7246 1 -0 0.00480641 -89.7769 0.00432576 90.2754 0.00480641 90.2231 
174.68 0.0043158 -89.7252 1 -0 0.00479534 -89.7774 0.0043158 90.2748 0.00479534 90.2226 
175.083 0.00430587 -89.7259 1 -0 0.0047843 -89.778 0.00430587 90.2741 0.0047843 90.222 
175.487 0.00429596 -89.7265 1 -0 0.00477329 -89.7785 0.00429596 90.2735 0.00477329 90.2215 
175.892 0.00428607 -89.7271 1 -0 0.0047623 -89.779 0.00428607 90.2729 0.0047623 90.221 
176.298 0.0042762 -89.7278 1 -0 0.00475133 -89.7795 0.0042762 90.2722 0.00475133 90.2205 
176.704 0.00426635 -89.7284 1 -0 0.0047404 -89.78 0.00426635 90.2716 0.0047404 90.22 
177.112 0.00425653 -89.729 1 -0 0.00472948 -89.7805 0.00425653 90.271 0.00472948 90.2195 
177.521 0.00424673 -89.7296 1 -0 0.00471859 -89.781 0.00424673 90.2704 0.00471859 90.219 
177.93 0.00423696 -89.7303 1 -0 0.00470773 -89.7815 0.00423696 90.2697 0.00470773 90.2185 
178.341 0.0042272 -89.7309 1 -0 0.00469689 -89.782 0.0042272 90.2691 0.00469689 90.218 
178.753 0.00421747 -89.7315 1 -0 0.00468608 -89.7825 0.00421747 90.2685 0.00468608 90.2175 
179.165 0.00420776 -89.7321 1 -0 0.00467529 -89.783 0.00420776 90.2679 0.00467529 90.217 
179.578 0.00419807 -89.7327 1 -0 0.00466453 -89.7835 0.00419807 90.2673 0.00466453 90.2165 
179.993 0.00418841 -89.7334 1 -0 0.00465379 -89.784 0.00418841 90.2666 0.00465379 90.216 
180.408 0.00417877 -89.734 1 -0 0.00464308 -89.7845 0.00417877 90.266 0.00464308 90.2155 
180.824 0.00416915 -89.7346 1 -0 0.00463239 -89.785 0.00416915 90.2654 0.00463239 90.215 
181.242 0.00415955 -89.7352 1 -0 0.00462172 -89.7855 0.00415955 90.2648 0.00462172 90.2145 
181.66 0.00414997 -89.7358 1 -0 0.00461108 -89.786 0.00414997 90.2642 0.00461108 90.214 
182.079 0.00414042 -89.7364 1 -0 0.00460047 -89.7865 0.00414042 90.2636 0.00460047 90.2135 
182.499 0.00413089 -89.737 1 -0 0.00458988 -89.787 0.00413089 90.263 0.00458988 90.213 
182.92 0.00412138 -89.7376 1 -0 0.00457931 -89.7875 0.00412138 90.2624 0.00457931 90.2125 
183.343 0.00411189 -89.7382 1 -0 0.00456877 -89.788 0.00411189 90.2618 0.00456877 90.212 
183.766 0.00410242 -89.7388 1 -0 0.00455825 -89.7885 0.00410242 90.2612 0.00455825 90.2115 
184.19 0.00409298 -89.7394 1 -0 0.00454775 -89.7889 0.00409298 90.2606 0.00454775 90.2111 
184.615 0.00408355 -89.74 1 -0 0.00453728 -89.7894 0.00408355 90.26 0.00453728 90.2106 
185.041 0.00407415 -89.7406 1 -0 0.00452684 -89.7899 0.00407415 90.2594 0.00452684 90.2101 
185.468 0.00406477 -89.7412 1 -0 0.00451642 -89.7904 0.00406477 90.2588 0.00451642 90.2096 
185.896 0.00405542 -89.7418 1 -0 0.00450602 -89.7909 0.00405542 90.2582 0.00450602 90.2091 
186.325 0.00404608 -89.7424 1 -0 0.00449565 -89.7914 0.00404608 90.2576 0.00449565 90.2086 
186.755 0.00403676 -89.743 1 -0 0.0044853 -89.7918 0.00403676 90.257 0.0044853 90.2082 
187.186 0.00402747 -89.7436 1 -0 0.00447497 -89.7923 0.00402747 90.2564 0.00447497 90.2077 
187.617 0.0040182 -89.7442 1 -0 0.00446467 -89.7928 0.0040182 90.2558 0.00446467 90.2072 
188.05 0.00400895 -89.7448 1 -0 0.00445439 -89.7933 0.00400895 90.2552 0.00445439 90.2067 
188.484 0.00399972 -89.7454 1 -0 0.00444413 -89.7937 0.00399972 90.2546 0.00444413 90.2063 
188.919 0.00399051 -89.746 1 -0 0.0044339 -89.7942 0.00399051 90.254 0.0044339 90.2058 
189.355 0.00398132 -89.7465 1 -0 0.00442369 -89.7947 0.00398132 90.2535 0.00442369 90.2053 
189.792 0.00397216 -89.7471 1 -0 0.00441351 -89.7952 0.00397216 90.2529 0.00441351 90.2048 
190.23 0.00396301 -89.7477 1 -0 0.00440335 -89.7956 0.00396301 90.2523 0.00440335 90.2044 
190.669 0.00395389 -89.7483 1 -0 0.00439321 -89.7961 0.00395389 90.2517 0.00439321 90.2039 
191.109 0.00394479 -89.7489 1 -0 0.0043831 -89.7966 0.00394479 90.2511 0.0043831 90.2034 
191.55 0.00393571 -89.7494 1 -0 0.00437301 -89.7971 0.00393571 90.2506 0.00437301 90.2029 
191.992 0.00392664 -89.75 1 -0 0.00436294 -89.7975 0.00392664 90.25 0.00436294 90.2025 
192.435 0.0039176 -89.7506 1 -0 0.0043529 -89.798 0.0039176 90.2494 0.0043529 90.202 
192.879 0.00390859 -89.7512 1 -0 0.00434287 -89.7984 0.00390859 90.2488 0.00434287 90.2016 
193.324 0.00389959 -89.7517 1 -0 0.00433288 -89.7989 0.00389959 90.2483 0.00433288 90.2011 
193.77 0.00389061 -89.7523 1 -0 0.0043229 -89.7994 0.00389061 90.2477 0.0043229 90.2006 
194.217 0.00388165 -89.7529 1 -0 0.00431295 -89.7998 0.00388165 90.2471 0.00431295 90.2002 
194.666 0.00387272 -89.7535 1 -0 0.00430302 -89.8003 0.00387272 90.2465 0.00430302 90.1997 
195.115 0.0038638 -89.754 1 -0 0.00429311 -89.8008 0.0038638 90.246 0.00429311 90.1992 
195.565 0.00385491 -89.7546 1 -0 0.00428323 -89.8012 0.00385491 90.2454 0.00428323 90.1988 
196.016 0.00384603 -89.7552 1 -0 0.00427337 -89.8017 0.00384603 90.2448 0.00427337 90.1983 
196.469 0.00383718 -89.7557 1 -0 0.00426353 -89.8021 0.00383718 90.2443 0.00426353 90.1979 
196.922 0.00382834 -89.7563 1 -0 0.00425372 -89.8026 0.00382834 90.2437 0.00425372 90.1974 
197.376 0.00381953 -89.7568 1 -0 0.00424392 -89.803 0.00381953 90.2432 0.00424392 90.197 
197.832 0.00381074 -89.7574 1 -0 0.00423415 -89.8035 0.00381074 90.2426 0.00423415 90.1965 
198.288 0.00380196 -89.758 1 -0 0.0042244 -89.8039 0.00380196 90.242 0.0042244 90.1961 
198.746 0.00379321 -89.7585 1 -0 0.00421468 -89.8044 0.00379321 90.2415 0.00421468 90.1956 
199.205 0.00378448 -89.7591 1 -0 0.00420498 -89.8048 0.00378448 90.2409 0.00420498 90.1952 
199.664 0.00377576 -89.7596 1 -0 0.0041953 -89.8053 0.00377576 90.2404 0.0041953 90.1947 
200.125 0.00376707 -89.7602 1 -0 0.00418564 -89.8057 0.00376707 90.2398 0.00418564 90.1943 
200.587 0.0037584 -89.7607 1 -0 0.004176 -89.8062 0.0037584 90.2393 0.004176 90.1938 
201.05 0.00374975 -89.7613 1 -0 0.00416639 -89.8066 0.00374975 90.2387 0.00416639 90.1934 
201.514 0.00374111 -89.7618 1 -0 0.0041568 -89.8071 0.00374111 90.2382 0.0041568 90.1929 
201.979 0.0037325 -89.7624 1 -0 0.00414723 -89.8075 0.0037325 90.2376 0.00414723 90.1925 
202.445 0.00372391 -89.7629 1 -0 0.00413768 -89.808 0.00372391 90.2371 0.00413768 90.192 
202.912 0.00371534 -89.7635 1 -0 0.00412815 -89.8084 0.00371534 90.2365 0.00412815 90.1916 
203.38 0.00370678 -89.764 1 -0 0.00411865 -89.8089 0.00370678 90.236 0.00411865 90.1911 
203.849 0.00369825 -89.7646 1 -0 0.00410917 -89.8093 0.00369825 90.2354 0.00410917 90.1907 
204.32 0.00368973 -89.7651 1 -0 0.00409971 -89.8097 0.00368973 90.2349 0.00409971 90.1903 
204.791 0.00368124 -89.7656 1 -0 0.00409027 -89.8102 0.00368124 90.2344 0.00409027 90.1898 
205.264 0.00367276 -89.7662 1 -0 0.00408085 -89.8106 0.00367276 90.2338 0.00408085 90.1894 
205.737 0.00366431 -89.7667 1 -0 0.00407146 -89.811 0.00366431 90.2333 0.00407146 90.189 
206.212 0.00365587 -89.7673 1 -0 0.00406208 -89.8115 0.00365587 90.2327 0.00406208 90.1885 
206.688 0.00364746 -89.7678 1 -0 0.00405273 -89.8119 0.00364746 90.2322 0.00405273 90.1881 
207.165 0.00363906 -89.7683 1 -0 0.0040434 -89.8123 0.00363906 90.2317 0.0040434 90.1877 
207.643 0.00363068 -89.7689 1 -0 0.00403409 -89.8128 0.00363068 90.2311 0.00403409 90.1872 
208.122 0.00362232 -89.7694 1 -0 0.0040248 -89.8132 0.00362232 90.2306 0.0040248 90.1868 
208.602 0.00361398 -89.7699 1 -0 0.00401554 -89.8136 0.00361398 90.2301 0.00401554 90.1864 
209.084 0.00360566 -89.7705 1 -0 0.00400629 -89.8141 0.00360566 90.2295 0.00400629 90.1859 
209.566 0.00359736 -89.771 1 -0 0.00399707 -89.8145 0.00359736 90.229 0.00399707 90.1855 
210.05 0.00358908 -89.7715 1 -0 0.00398787 -89.8149 0.00358908 90.2285 0.00398787 90.1851 
210.535 0.00358082 -89.772 1 -0 0.00397869 -89.8154 0.00358082 90.228 0.00397869 90.1846 
211.02 0.00357257 -89.7726 1 -0 0.00396953 -89.8158 0.00357257 90.2274 0.00396953 90.1842 
211.507 0.00356435 -89.7731 1 -0 0.00396039 -89.8162 0.00356435 90.2269 0.00396039 90.1838 
211.995 0.00355614 -89.7736 1 -0 0.00395127 -89.8166 0.00355614 90.2264 0.00395127 90.1834 
212.485 0.00354796 -89.7741 1 -0 0.00394218 -89.817 0.00354796 90.2259 0.00394218 90.183 
212.975 0.00353979 -89.7746 1 -0 0.0039331 -89.8175 0.00353979 90.2254 0.0039331 90.1825 
213.466 0.00353164 -89.7752 1 -0 0.00392404 -89.8179 0.00353164 90.2248 0.00392404 90.1821 
213.959 0.00352351 -89.7757 1 -0 0.00391501 -89.8183 0.00352351 90.2243 0.00391501 90.1817 
214.453 0.0035154 -89.7762 1 -0 0.003906 -89.8187 0.0035154 90.2238 0.003906 90.1813 
214.947 0.0035073 -89.7767 1 -0 0.00389701 -89.8191 0.0035073 90.2233 0.00389701 90.1809 
215.443 0.00349923 -89.7772 1 -0 0.00388803 -89.8196 0.00349923 90.2228 0.00388803 90.1804 
215.941 0.00349117 -89.7777 1 -0 0.00387908 -89.82 0.00349117 90.2223 0.00387908 90.18 
216.439 0.00348314 -89.7783 1 -0 0.00387015 -89.8204 0.00348314 90.2217 0.00387015 90.1796 
216.938 0.00347512 -89.7788 1 -0 0.00386124 -89.8208 0.00347512 90.2212 0.00386124 90.1792 
217.439 0.00346712 -89.7793 1 -0 0.00385235 -89.8212 0.00346712 90.2207 0.00385235 90.1788 
217.941 0.00345913 -89.7798 1 -0 0.00384348 -89.8216 0.00345913 90.2202 0.00384348 90.1784 
218.444 0.00345117 -89.7803 1 -0 0.00383464 -89.822 0.00345117 90.2197 0.00383464 90.178 
218.948 0.00344323 -89.7808 1 -0 0.00382581 -89.8224 0.00344323 90.2192 0.00382581 90.1776 
219.453 0.0034353 -89.7813 1 -0 0.003817 -89.8229 0.0034353 90.2187 0.003817 90.1771 
219.959 0.00342739 -89.7818 1 -0 0.00380821 -89.8233 0.00342739 90.2182 0.00380821 90.1767 
220.467 0.0034195 -89.7823 1 -0 0.00379945 -89.8237 0.0034195 90.2177 0.00379945 90.1763 
220.976 0.00341163 -89.7828 1 -0 0.0037907 -89.8241 0.00341163 90.2172 0.0037907 90.1759 
221.486 0.00340377 -89.7833 1 -0 0.00378197 -89.8245 0.00340377 90.2167 0.00378197 90.1755 
221.997 0.00339594 -89.7838 1 -0 0.00377326 -89.8249 0.00339594 90.2162 0.00377326 90.1751 
222.509 0.00338812 -89.7843 1 -0 0.00376458 -89.8253 0.00338812 90.2157 0.00376458 90.1747 
223.022 0.00338032 -89.7848 1 -0 0.00375591 -89.8257 0.00338032 90.2152 0.00375591 90.1743 
223.537 0.00337254 -89.7853 1 -0 0.00374726 -89.8261 0.00337254 90.2147 0.00374726 90.1739 
224.053 0.00336477 -89.7858 1 -0 0.00373864 -89.8265 0.00336477 90.2142 0.00373864 90.1735 
224.57 0.00335703 -89.7863 1 -0 0.00373003 -89.8269 0.00335703 90.2137 0.00373003 90.1731 
225.088 0.0033493 -89.7868 1 -0 0.00372144 -89.8273 0.0033493 90.2132 0.00372144 90.1727 
225.607 0.00334159 -89.7873 1 -0 0.00371287 -89.8277 0.00334159 90.2127 0.00371287 90.1723 
226.128 0.00333389 -89.7878 1 -0 0.00370433 -89.8281 0.00333389 90.2122 0.00370433 90.1719 
226.65 0.00332622 -89.7882 1 -0 0.0036958 -89.8285 0.00332622 90.2118 0.0036958 90.1715 
227.173 0.00331856 -89.7887 1 -0 0.00368729 -89.8289 0.00331856 90.2113 0.00368729 90.1711 
227.697 0.00331092 -89.7892 1 -0 0.0036788 -89.8293 0.00331092 90.2108 0.0036788 90.1707 
228.222 0.0033033 -89.7897 1 -0 0.00367033 -89.8297 0.0033033 90.2103 0.00367033 90.1703 
228.749 0.00329569 -89.7902 1 -0 0.00366188 -89.8301 0.00329569 90.2098 0.00366188 90.1699 
229.277 0.00328811 -89.7907 1 -0 0.00365345 -89.8304 0.00328811 90.2093 0.00365345 90.1696 
229.806 0.00328054 -89.7912 1 -0 0.00364504 -89.8308 0.00328054 90.2088 0.00364504 90.1692 
230.336 0.00327298 -89.7916 1 -0 0.00363665 -89.8312 0.00327298 90.2084 0.00363665 90.1688 
230.868 0.00326545 -89.7921 1 -0 0.00362828 -89.8316 0.00326545 90.2079 0.00362828 90.1684 
231.401 0.00325793 -89.7926 1 -0 0.00361992 -89.832 0.00325793 90.2074 0.00361992 90.168 
231.935 0.00325043 -89.7931 1 -0 0.00361159 -89.8324 0.00325043 90.2069 0.00361159 90.1676 
232.47 0.00324295 -89.7935 1 -0 0.00360328 -89.8328 0.00324295 90.2065 0.00360328 90.1672 
233.006 0.00323548 -89.794 1 -0 0.00359498 -89.8332 0.00323548 90.206 0.00359498 90.1668 
233.544 0.00322803 -89.7945 1 -0 0.0035867 -89.8335 0.00322803 90.2055 0.0035867 90.1665 
234.083 0.0032206 -89.795 1 -0 0.00357845 -89.8339 0.0032206 90.205 0.00357845 90.1661 
234.623 0.00321319 -89.7954 1 -0 0.00357021 -89.8343 0.00321319 90.2046 0.00357021 90.1657 
235.164 0.00320579 -89.7959 1 -0 0.00356199 -89.8347 0.00320579 90.2041 0.00356199 90.1653 
235.707 0.00319841 -89.7964 1 -0 0.00355379 -89.8351 0.00319841 90.2036 0.00355379 90.1649 
236.251 0.00319105 -89.7969 1 -0 0.00354561 -89.8354 0.00319105 90.2031 0.00354561 90.1646 
236.796 0.0031837 -89.7973 1 -0 0.00353744 -89.8358 0.0031837 90.2027 0.00353744 90.1642 
237.342 0.00317637 -89.7978 1 -0 0.0035293 -89.8362 0.00317637 90.2022 0.0035293 90.1638 
237.89 0.00316906 -89.7983 1 -0 0.00352117 -89.8366 0.00316906 90.2017 0.00352117 90.1634 
238.439 0.00316176 -89.7987 1 -0 0.00351307 -89.837 0.00316176 90.2013 0.00351307 90.163 
238.989 0.00315448 -89.7992 1 -0 0.00350498 -89.8373 0.00315448 90.2008 0.00350498 90.1627 
239.541 0.00314722 -89.7996 1 -0 0.00349691 -89.8377 0.00314722 90.2004 0.00349691 90.1623 
240.093 0.00313997 -89.8001 1 -0 0.00348886 -89.8381 0.00313997 90.1999 0.00348886 90.1619 
240.648 0.00313274 -89.8006 1 -0 0.00348083 -89.8385 0.00313274 90.1994 0.00348083 90.1615 
241.203 0.00312553 -89.801 1 -0 0.00347281 -89.8388 0.00312553 90.199 0.00347281 90.1612 
241.759 0.00311834 -89.8015 1 -0 0.00346482 -89.8392 0.00311834 90.1985 0.00346482 90.1608 
242.317 0.00311116 -89.8019 1 -0 0.00345684 -89.8396 0.00311116 90.1981 0.00345684 90.1604 
242.876 0.003104 -89.8024 1 -0 0.00344888 -89.8399 0.003104 90.1976 0.00344888 90.1601 
243.437 0.00309685 -89.8028 1 -0 0.00344094 -89.8403 0.00309685 90.1972 0.00344094 90.1597 
243.999 0.00308972 -89.8033 1 -0 0.00343302 -89.8407 0.00308972 90.1967 0.00343302 90.1593 
244.562 0.00308261 -89.8038 1 -0 0.00342512 -89.841 0.00308261 90.1962 0.00342512 90.159 
245.126 0.00307551 -89.8042 1 -0 0.00341723 -89.8414 0.00307551 90.1958 0.00341723 90.1586 
245.692 0.00306843 -89.8047 1 -0 0.00340937 -89.8418 0.00306843 90.1953 0.00340937 90.1582 
246.259 0.00306137 -89.8051 1 -0 0.00340152 -89.8421 0.00306137 90.1949 0.00340152 90.1579 
246.827 0.00305432 -89.8056 1 -0 0.00339369 -89.8425 0.00305432 90.1944 0.00339369 90.1575 
247.396 0.00304729 -89.806 1 -0 0.00338587 -89.8429 0.00304729 90.194 0.00338587 90.1571 
247.967 0.00304027 -89.8065 1 -0 0.00337808 -89.8432 0.00304027 90.1935 0.00337808 90.1568 
248.539 0.00303327 -89.8069 1 -0 0.0033703 -89.8436 0.00303327 90.1931 0.0033703 90.1564 
249.113 0.00302629 -89.8073 1 -0 0.00336254 -89.8439 0.00302629 90.1927 0.00336254 90.1561 
249.688 0.00301932 -89.8078 1 -0 0.0033548 -89.8443 0.00301932 90.1922 0.0033548 90.1557 
250.264 0.00301237 -89.8082 1 -0 0.00334708 -89.8447 0.00301237 90.1918 0.00334708 90.1553 
250.842 0.00300543 -89.8087 1 -0 0.00333937 -89.845 0.00300543 90.1913 0.00333937 90.155 
251.42 0.00299852 -89.8091 1 -0 0.00333168 -89.8454 0.00299852 90.1909 0.00333168 90.1546 
252 0.00299161 -89.8095 1 -0 0.00332401 -89.8457 0.00299161 90.1905 0.00332401 90.1543 
252.582 0.00298472 -89.81 1 -0 0.00331636 -89.8461 0.00298472 90.19 0.00331636 90.1539 
253.165 0.00297785 -89.8104 1 -0 0.00330873 -89.8464 0.00297785 90.1896 0.00330873 90.1536 
253.749 0.002971 -89.8109 1 -0 0.00330111 -89.8468 0.002971 90.1891 0.00330111 90.1532 
254.335 0.00296416 -89.8113 1 -0 0.00329351 -89.8471 0.00296416 90.1887 0.00329351 90.1529 
254.921 0.00295733 -89.8117 1 -0 0.00328593 -89.8475 0.00295733 90.1883 0.00328593 90.1525 
255.51 0.00295053 -89.8122 1 -0 0.00327836 -89.8479 0.00295053 90.1878 0.00327836 90.1521 
256.099 0.00294373 -89.8126 1 -0 0.00327081 -89.8482 0.00294373 90.1874 0.00327081 90.1518 
256.69 0.00293696 -89.813 1 -0 0.00326328 -89.8486 0.00293696 90.187 0.00326328 90.1514 
257.283 0.00293019 -89.8135 1 -0 0.00325577 -89.8489 0.00293019 90.1865 0.00325577 90.1511 
257.876 0.00292345 -89.8139 1 -0 0.00324828 -89.8492 0.00292345 90.1861 0.00324828 90.1508 
258.471 0.00291672 -89.8143 1 -0 0.0032408 -89.8496 0.00291672 90.1857 0.0032408 90.1504 
259.068 0.00291 -89.8147 1 -0 0.00323334 -89.8499 0.00291 90.1853 0.00323334 90.1501 
259.666 0.0029033 -89.8152 1 -0 0.00322589 -89.8503 0.0029033 90.1848 0.00322589 90.1497 
260.265 0.00289662 -89.8156 1 -0 0.00321847 -89.8506 0.00289662 90.1844 0.00321847 90.1494 
260.865 0.00288995 -89.816 1 -0 0.00321106 -89.851 0.00288995 90.184 0.00321106 90.149 
261.467 0.0028833 -89.8164 1 -0 0.00320366 -89.8513 0.0028833 90.1836 0.00320366 90.1487 
262.071 0.00287666 -89.8169 1 -0 0.00319629 -89.8517 0.00287666 90.1831 0.00319629 90.1483 
262.675 0.00287004 -89.8173 1 -0 0.00318893 -89.852 0.00287004 90.1827 0.00318893 90.148 
263.282 0.00286343 -89.8177 1 -0 0.00318159 -89.8523 0.00286343 90.1823 0.00318159 90.1477 
263.889 0.00285684 -89.8181 1 -0 0.00317426 -89.8527 0.00285684 90.1819 0.00317426 90.1473 
264.498 0.00285026 -89.8185 1 -0 0.00316696 -89.853 0.00285026 90.1815 0.00316696 90.147 
265.108 0.0028437 -89.819 1 -0 0.00315966 -89.8534 0.0028437 90.181 0.00315966 90.1466 
265.72 0.00283715 -89.8194 1 -0 0.00315239 -89.8537 0.00283715 90.1806 0.00315239 90.1463 
266.333 0.00283062 -89.8198 1 -0 0.00314513 -89.854 0.00283062 90.1802 0.00314513 90.146 
266.948 0.0028241 -89.8202 1 -0 0.00313789 -89.8544 0.0028241 90.1798 0.00313789 90.1456 
267.564 0.0028176 -89.8206 1 -0 0.00313067 -89.8547 0.0028176 90.1794 0.00313067 90.1453 
268.181 0.00281111 -89.821 1 -0 0.00312346 -89.855 0.00281111 90.179 0.00312346 90.145 
268.8 0.00280464 -89.8215 1 -0 0.00311627 -89.8554 0.00280464 90.1785 0.00311627 90.1446 
269.42 0.00279819 -89.8219 1 -0 0.0031091 -89.8557 0.00279819 90.1781 0.0031091 90.1443 
270.042 0.00279174 -89.8223 1 -0 0.00310194 -89.856 0.00279174 90.1777 0.00310194 90.144 
270.665 0.00278532 -89.8227 1 -0 0.0030948 -89.8564 0.00278532 90.1773 0.0030948 90.1436 
271.29 0.0027789 -89.8231 1 -0 0.00308767 -89.8567 0.0027789 90.1769 0.00308767 90.1433 
271.916 0.00277251 -89.8235 1 -0 0.00308056 -89.857 0.00277251 90.1765 0.00308056 90.143 
272.543 0.00276612 -89.8239 1 -0 0.00307347 -89.8574 0.00276612 90.1761 0.00307347 90.1426 
273.172 0.00275976 -89.8243 1 -0 0.0030664 -89.8577 0.00275976 90.1757 0.0030664 90.1423 
273.803 0.0027534 -89.8247 1 -0 0.00305934 -89.858 0.0027534 90.1753 0.00305934 90.142 
274.434 0.00274706 -89.8251 1 -0 0.00305229 -89.8583 0.00274706 90.1749 0.00305229 90.1417 
275.068 0.00274074 -89.8255 1 -0 0.00304527 -89.8587 0.00274074 90.1745 0.00304527 90.1413 
275.702 0.00273443 -89.8259 1 -0 0.00303825 -89.859 0.00273443 90.1741 0.00303825 90.141 
276.339 0.00272813 -89.8263 1 -0 0.00303126 -89.8593 0.00272813 90.1737 0.00303126 90.1407 
276.976 0.00272185 -89.8267 1 -0 0.00302428 -89.8596 0.00272185 90.1733 0.00302428 90.1404 
277.615 0.00271559 -89.8271 1 -0 0.00301732 -89.86 0.00271559 90.1729 0.00301732 90.14 
278.256 0.00270933 -89.8275 1 -0 0.00301037 -89.8603 0.00270933 90.1725 0.00301037 90.1397 
278.898 0.0027031 -89.8279 1 -0 0.00300344 -89.8606 0.0027031 90.1721 0.00300344 90.1394 
279.542 0.00269687 -89.8283 1 -0 0.00299653 -89.8609 0.00269687 90.1717 0.00299653 90.1391 
280.187 0.00269067 -89.8287 1 -0 0.00298963 -89.8613 0.00269067 90.1713 0.00298963 90.1387 
280.833 0.00268447 -89.8291 1 -0 0.00298275 -89.8616 0.00268447 90.1709 0.00298275 90.1384 
281.481 0.00267829 -89.8295 1 -0 0.00297588 -89.8619 0.00267829 90.1705 0.00297588 90.1381 
282.131 0.00267212 -89.8299 1 -0 0.00296903 -89.8622 0.00267212 90.1701 0.00296903 90.1378 
282.782 0.00266597 -89.8303 1 -0 0.00296219 -89.8625 0.00266597 90.1697 0.00296219 90.1375 
283.434 0.00265983 -89.8307 1 -0 0.00295537 -89.8628 0.00265983 90.1693 0.00295537 90.1372 
284.088 0.00265371 -89.8311 1 -0 0.00294857 -89.8632 0.00265371 90.1689 0.00294857 90.1368 
284.744 0.0026476 -89.8314 1 -0 0.00294178 -89.8635 0.0026476 90.1686 0.00294178 90.1365 
285.401 0.00264151 -89.8318 1 -0 0.00293501 -89.8638 0.00264151 90.1682 0.00293501 90.1362 
286.06 0.00263543 -89.8322 1 -0 0.00292825 -89.8641 0.00263543 90.1678 0.00292825 90.1359 
286.72 0.00262936 -89.8326 1 -0 0.00292151 -89.8644 0.00262936 90.1674 0.00292151 90.1356 
287.381 0.0026233 -89.833 1 -0 0.00291478 -89.8647 0.0026233 90.167 0.00291478 90.1353 
288.044 0.00261727 -89.8334 1 -0 0.00290807 -89.865 0.00261727 90.1666 0.00290807 90.135 
288.709 0.00261124 -89.8338 1 -0 0.00290138 -89.8653 0.00261124 90.1662 0.00290138 90.1347 
289.375 0.00260523 -89.8341 1 -0 0.0028947 -89.8657 0.00260523 90.1659 0.0028947 90.1343 
290.043 0.00259923 -89.8345 1 -0 0.00288803 -89.866 0.00259923 90.1655 0.00288803 90.134 
290.712 0.00259325 -89.8349 1 -0 0.00288139 -89.8663 0.00259325 90.1651 0.00288139 90.1337 
291.383 0.00258728 -89.8353 1 -0 0.00287475 -89.8666 0.00258728 90.1647 0.00287475 90.1334 
292.056 0.00258132 -89.8357 1 -0 0.00286813 -89.8669 0.00258132 90.1643 0.00286813 90.1331 
292.729 0.00257538 -89.836 1 -0 0.00286153 -89.8672 0.00257538 90.164 0.00286153 90.1328 
293.405 0.00256945 -89.8364 1 -0 0.00285494 -89.8675 0.00256945 90.1636 0.00285494 90.1325 
294.082 0.00256353 -89.8368 1 -0 0.00284837 -89.8678 0.00256353 90.1632 0.00284837 90.1322 
294.761 0.00255763 -89.8372 1 -0 0.00284181 -89.8681 0.00255763 90.1628 0.00284181 90.1319 
295.441 0.00255174 -89.8376 1 -0 0.00283527 -89.8684 0.00255174 90.1624 0.00283527 90.1316 
296.123 0.00254587 -89.8379 1 -0 0.00282874 -89.8687 0.00254587 90.1621 0.00282874 90.1313 
