f 1m 1f 2m 2f 3m 3f 4m 4f jV0300m jV0300f 
3.56905 0 0 0 0 0 0 0 0 0 0
3.57729 0 0 0 0 0 0 0 0 0 0
3.58554 0 0 0 0 0 0 0 0 0 0
3.59381 0 0 0 0 0 0 0 0 0 0
3.60211 0 0 0 0 0 0 0 0 0 0
3.61042 0 0 0 0 0 0 0 0 0 0
3.61875 0 0 0 0 0 0 0 0 0 0
3.6271 0 0 0 0 0 0 0 0 0 0
3.63547 0 0 0 0 0 0 0 0 0 0
3.64386 0 0 0 0 0 0 0 0 0 0
3.65227 0 0 0 0 0 0 0 0 0 0
3.6607 0 0 0 0 0 0 0 0 0 0
3.66914 0 0 0 0 0 0 0 0 0 0
3.67761 0 0 0 0 0 0 0 0 0 0
3.6861 0 0 0 0 0 0 0 0 0 0
3.6946 0 0 0 0 0 0 0 0 0 0
3.70313 0 0 0 0 0 0 0 0 0 0
3.71167 0 0 0 0 0 0 0 0 0 0
3.72024 0 0 0 0 0 0 0 0 0 0
3.72882 0 0 0 0 0 0 0 0 0 0
3.73743 0 0 0 0 0 0 0 0 0 0
3.74605 0 0 0 0 0 0 0 0 0 0
3.75469 0 0 0 0 0 0 0 0 0 0
3.76336 0 0 0 0 0 0 0 0 0 0
3.77204 0 0 0 0 0 0 0 0 0 0
3.78075 0 0 0 0 0 0 0 0 0 0
3.78947 0 0 0 0 0 0 0 0 0 0
3.79822 0 0 0 0 0 0 0 0 0 0
3.80698 0 0 0 0 0 0 0 0 0 0
3.81576 0 0 0 0 0 0 0 0 0 0
3.82457 0 0 0 0 0 0 0 0 0 0
3.8334 0 0 0 0 0 0 0 0 0 0
3.84224 0 0 0 0 0 0 0 0 0 0
3.85111 0 0 0 0 0 0 0 0 0 0
3.85999 0 0 0 0 0 0 0 0 0 0
3.8689 0 0 0 0 0 0 0 0 0 0
3.87783 0 0 0 0 0 0 0 0 0 0
3.88678 0 0 0 0 0 0 0 0 0 0
3.89575 0 0 0 0 0 0 0 0 0 0
3.90474 0 0 0 0 0 0 0 0 0 0
3.91375 0 0 0 0 0 0 0 0 0 0
3.92278 0 0 0 0 0 0 0 0 0 0
3.93183 0 0 0 0 0 0 0 0 0 0
3.9409 0 0 0 0 0 0 0 0 0 0
3.95 0 0 0 0 0 0 0 0 0 0
3.95911 0 0 0 0 0 0 0 0 0 0
3.96825 0 0 0 0 0 0 0 0 0 0
3.9774 0 0 0 0 0 0 0 0 0 0
3.98658 0 0 0 0 0 0 0 0 0 0
3.99578 0 0 0 0 0 0 0 0 0 0
4.005 0 0 0 0 0 0 0 0 0 0
4.01424 0 0 0 0 0 0 0 0 0 0
4.02351 0 0 0 0 0 0 0 0 0 0
4.03279 0 0 0 0 0 0 0 0 0 0
4.0421 0 0 0 0 0 0 0 0 0 0
4.05142 0 0 0 0 0 0 0 0 0 0
4.06077 0 0 0 0 0 0 0 0 0 0
4.07014 0 0 0 0 0 0 0 0 0 0
4.07953 0 0 0 0 0 0 0 0 0 0
4.08895 0 0 0 0 0 0 0 0 0 0
4.09838 0 0 0 0 0 0 0 0 0 0
4.10784 0 0 0 0 0 0 0 0 0 0
4.11732 0 0 0 0 0 0 0 0 0 0
4.12682 0 0 0 0 0 0 0 0 0 0
4.13634 0 0 0 0 0 0 0 0 0 0
4.14589 0 0 0 0 0 0 0 0 0 0
4.15546 0 0 0 0 0 0 0 0 0 0
4.16504 0 0 0 0 0 0 0 0 0 0
4.17466 0 0 0 0 0 0 0 0 0 0
4.18429 0 0 0 0 0 0 0 0 0 0
4.19394 0 0 0 0 0 0 0 0 0 0
4.20362 0 0 0 0 0 0 0 0 0 0
4.21332 0 0 0 0 0 0 0 0 0 0
4.22304 0 0 0 0 0 0 0 0 0 0
4.23279 0 0 0 0 0 0 0 0 0 0
4.24256 0 0 0 0 0 0 0 0 0 0
4.25235 0 0 0 0 0 0 0 0 0 0
4.26216 0 0 0 0 0 0 0 0 0 0
4.27199 0 0 0 0 0 0 0 0 0 0
4.28185 0 0 0 0 0 0 0 0 0 0
4.29173 0 0 0 0 0 0 0 0 0 0
4.30164 0 0 0 0 0 0 0 0 0 0
4.31156 0 0 0 0 0 0 0 0 0 0
4.32151 0 0 0 0 0 0 0 0 0 0
4.33148 0 0 0 0 0 0 0 0 0 0
4.34148 0 0 0 0 0 0 0 0 0 0
4.3515 0 0 0 0 0 0 0 0 0 0
4.36154 0 0 0 0 0 0 0 0 0 0
4.3716 0 0 0 0 0 0 0 0 0 0
4.38169 0 0 0 0 0 0 0 0 0 0
4.3918 0 0 0 0 0 0 0 0 0 0
4.40194 0 0 0 0 0 0 0 0 0 0
4.41209 0 0 0 0 0 0 0 0 0 0
4.42227 0 0 0 0 0 0 0 0 0 0
4.43248 0 0 0 0 0 0 0 0 0 0
4.44271 0 0 0 0 0 0 0 0 0 0
4.45296 0 0 0 0 0 0 0 0 0 0
4.46323 0 0 0 0 0 0 0 0 0 0
4.47353 0 0 0 0 0 0 0 0 0 0
4.48386 0 0 0 0 0 0 0 0 0 0
4.4942 0 0 0 0 0 0 0 0 0 0
4.50457 0 0 0 0 0 0 0 0 0 0
4.51497 0 0 0 0 0 0 0 0 0 0
4.52539 0 0 0 0 0 0 0 0 0 0
4.53583 0 0 0 0 0 0 0 0 0 0
4.5463 0 0 0 0 0 0 0 0 0 0
4.55679 0 0 0 0 0 0 0 0 0 0
4.5673 0 0 0 0 0 0 0 0 0 0
4.57784 0 0 0 0 0 0 0 0 0 0
4.5884 0 0 0 0 0 0 0 0 0 0
4.59899 0 0 0 0 0 0 0 0 0 0
4.6096 0 0 0 0 0 0 0 0 0 0
4.62024 0 0 0 0 0 0 0 0 0 0
4.6309 0 0 0 0 0 0 0 0 0 0
4.64159 0 0 0 0 0 0 0 0 0 0
4.6523 0 0 0 0 0 0 0 0 0 0
4.66303 0 0 0 0 0 0 0 0 0 0
4.6738 0 0 0 0 0 0 0 0 0 0
4.68458 0 0 0 0 0 0 0 0 0 0
4.69539 0 0 0 0 0 0 0 0 0 0
4.70622 0 0 0 0 0 0 0 0 0 0
4.71708 0 0 0 0 0 0 0 0 0 0
4.72797 0 0 0 0 0 0 0 0 0 0
4.73888 0 0 0 0 0 0 0 0 0 0
4.74981 0 0 0 0 0 0 0 0 0 0
4.76078 0 0 0 0 0 0 0 0 0 0
4.77176 0 0 0 0 0 0 0 0 0 0
4.78277 0 0 0 0 0 0 0 0 0 0
4.79381 0 0 0 0 0 0 0 0 0 0
4.80487 0 0 0 0 0 0 0 0 0 0
4.81596 0 0 0 0 0 0 0 0 0 0
4.82707 0 0 0 0 0 0 0 0 0 0
4.83821 0 0 0 0 0 0 0 0 0 0
4.84937 0 0 0 0 0 0 0 0 0 0
4.86056 0 0 0 0 0 0 0 0 0 0
4.87178 0 0 0 0 0 0 0 0 0 0
4.88302 0 0 0 0 0 0 0 0 0 0
4.89429 0 0 0 0 0 0 0 0 0 0
4.90558 0 0 0 0 0 0 0 0 0 0
4.9169 0 0 0 0 0 0 0 0 0 0
4.92825 0 0 0 0 0 0 0 0 0 0
4.93962 0 0 0 0 0 0 0 0 0 0
4.95102 0 0 0 0 0 0 0 0 0 0
4.96244 0 0 0 0 0 0 0 0 0 0
4.9739 0 0 0 0 0 0 0 0 0 0
4.98537 0 0 0 0 0 0 0 0 0 0
4.99688 0 0 0 0 0 0 0 0 0 0
5.00841 0 0 0 0 0 0 0 0 0 0
5.01997 0 0 0 0 0 0 0 0 0 0
5.03155 0 0 0 0 0 0 0 0 0 0
5.04316 0 0 0 0 0 0 0 0 0 0
5.0548 0 0 0 0 0 0 0 0 0 0
5.06646 0 0 0 0 0 0 0 0 0 0
5.07815 0 0 0 0 0 0 0 0 0 0
5.08987 0 0 0 0 0 0 0 0 0 0
5.10162 0 0 0 0 0 0 0 0 0 0
5.11339 0 0 0 0 0 0 0 0 0 0
5.12519 0 0 0 0 0 0 0 0 0 0
5.13701 0 0 0 0 0 0 0 0 0 0
5.14887 0 0 0 0 0 0 0 0 0 0
5.16075 0 0 0 0 0 0 0 0 0 0
5.17266 0 0 0 0 0 0 0 0 0 0
5.18459 0 0 0 0 0 0 0 0 0 0
5.19656 0 0 0 0 0 0 0 0 0 0
5.20855 0 0 0 0 0 0 0 0 0 0
5.22057 0 0 0 0 0 0 0 0 0 0
5.23261 0 0 0 0 0 0 0 0 0 0
5.24469 0 0 0 0 0 0 0 0 0 0
5.25679 0 0 0 0 0 0 0 0 0 0
5.26892 0 0 0 0 0 0 0 0 0 0
5.28108 0 0 0 0 0 0 0 0 0 0
5.29327 0 0 0 0 0 0 0 0 0 0
5.30548 0 0 0 0 0 0 0 0 0 0
5.31772 0 0 0 0 0 0 0 0 0 0
5.32999 0 0 0 0 0 0 0 0 0 0
5.34229 0 0 0 0 0 0 0 0 0 0
5.35462 0 0 0 0 0 0 0 0 0 0
5.36698 0 0 0 0 0 0 0 0 0 0
5.37936 0 0 0 0 0 0 0 0 0 0
5.39177 0 0 0 0 0 0 0 0 0 0
5.40422 0 0 0 0 0 0 0 0 0 0
5.41669 0 0 0 0 0 0 0 0 0 0
5.42919 0 0 0 0 0 0 0 0 0 0
5.44171 0 0 0 0 0 0 0 0 0 0
5.45427 0 0 0 0 0 0 0 0 0 0
5.46686 0 0 0 0 0 0 0 0 0 0
5.47947 0 0 0 0 0 0 0 0 0 0
5.49212 0 0 0 0 0 0 0 0 0 0
5.50479 0 0 0 0 0 0 0 0 0 0
5.51749 0 0 0 0 0 0 0 0 0 0
5.53022 0 0 0 0 0 0 0 0 0 0
5.54299 0 0 0 0 0 0 0 0 0 0
5.55578 0 0 0 0 0 0 0 0 0 0
5.5686 0 0 0 0 0 0 0 0 0 0
5.58145 0 0 0 0 0 0 0 0 0 0
5.59433 0 0 0 0 0 0 0 0 0 0
5.60723 0 0 0 0 0 0 0 0 0 0
5.62017 0 0 0 0 0 0 0 0 0 0
5.63314 0 0 0 0 0 0 0 0 0 0
5.64614 0 0 0 0 0 0 0 0 0 0
5.65917 0 0 0 0 0 0 0 0 0 0
5.67223 0 0 0 0 0 0 0 0 0 0
5.68532 0 0 0 0 0 0 0 0 0 0
5.69844 0 0 0 0 0 0 0 0 0 0
5.71159 0 0 0 0 0 0 0 0 0 0
5.72477 0 0 0 0 0 0 0 0 0 0
5.73798 0 0 0 0 0 0 0 0 0 0
5.75122 0 0 0 0 0 0 0 0 0 0
5.76449 0 0 0 0 0 0 0 0 0 0
5.77779 0 0 0 0 0 0 0 0 0 0
5.79112 0 0 0 0 0 0 0 0 0 0
5.80449 0 0 0 0 0 0 0 0 0 0
5.81788 0 0 0 0 0 0 0 0 0 0
5.83131 0 0 0 0 0 0 0 0 0 0
5.84476 0 0 0 0 0 0 0 0 0 0
5.85825 0 0 0 0 0 0 0 0 0 0
5.87177 0 0 0 0 0 0 0 0 0 0
5.88532 0 0 0 0 0 0 0 0 0 0
5.8989 0 0 0 0 0 0 0 0 0 0
5.91251 0 0 0 0 0 0 0 0 0 0
5.92615 0 0 0 0 0 0 0 0 0 0
5.93983 0 0 0 0 0 0 0 0 0 0
5.95353 0 0 0 0 0 0 0 0 0 0
5.96727 0 0 0 0 0 0 0 0 0 0
5.98104 0 0 0 0 0 0 0 0 0 0
5.99484 0 0 0 0 0 0 0 0 0 0
6.00868 0 0 0 0 0 0 0 0 0 0
6.02254 0 0 0 0 0 0 0 0 0 0
6.03644 0 0 0 0 0 0 0 0 0 0
6.05037 0 0 0 0 0 0 0 0 0 0
6.06433 0 0 0 0 0 0 0 0 0 0
6.07832 0 0 0 0 0 0 0 0 0 0
6.09235 0 0 0 0 0 0 0 0 0 0
6.10641 0 0 0 0 0 0 0 0 0 0
6.1205 0 0 0 0 0 0 0 0 0 0
6.13462 0 0 0 0 0 0 0 0 0 0
6.14878 0 0 0 0 0 0 0 0 0 0
6.16297 0 0 0 0 0 0 0 0 0 0
6.17719 0 0 0 0 0 0 0 0 0 0
6.19144 0 0 0 0 0 0 0 0 0 0
6.20573 0 0 0 0 0 0 0 0 0 0
6.22005 0 0 0 0 0 0 0 0 0 0
6.2344 0 0 0 0 0 0 0 0 0 0
6.24879 0 0 0 0 0 0 0 0 0 0
6.26321 0 0 0 0 0 0 0 0 0 0
6.27766 0 0 0 0 0 0 0 0 0 0
6.29215 0 0 0 0 0 0 0 0 0 0
6.30667 0 0 0 0 0 0 0 0 0 0
6.32122 0 0 0 0 0 0 0 0 0 0
6.3358 0 0 0 0 0 0 0 0 0 0
6.35043 0 0 0 0 0 0 0 0 0 0
6.36508 0 0 0 0 0 0 0 0 0 0
6.37977 0 0 0 0 0 0 0 0 0 0
6.39449 0 0 0 0 0 0 0 0 0 0
6.40924 0 0 0 0 0 0 0 0 0 0
6.42403 0 0 0 0 0 0 0 0 0 0
6.43886 0 0 0 0 0 0 0 0 0 0
6.45372 0 0 0 0 0 0 0 0 0 0
6.46861 0 0 0 0 0 0 0 0 0 0
6.48353 0 0 0 0 0 0 0 0 0 0
6.4985 0 0 0 0 0 0 0 0 0 0
6.51349 0 0 0 0 0 0 0 0 0 0
6.52852 0 0 0 0 0 0 0 0 0 0
6.54359 0 0 0 0 0 0 0 0 0 0
6.55869 0 0 0 0 0 0 0 0 0 0
6.57382 0 0 0 0 0 0 0 0 0 0
6.58899 0 0 0 0 0 0 0 0 0 0
6.60419 0 0 0 0 0 0 0 0 0 0
6.61943 0 0 0 0 0 0 0 0 0 0
6.63471 0 0 0 0 0 0 0 0 0 0
6.65002 0 0 0 0 0 0 0 0 0 0
6.66536 0 0 0 0 0 0 0 0 0 0
6.68074 0 0 0 0 0 0 0 0 0 0
6.69616 0 0 0 0 0 0 0 0 0 0
6.71161 0 0 0 0 0 0 0 0 0 0
6.7271 0 0 0 0 0 0 0 0 0 0
6.74262 0 0 0 0 0 0 0 0 0 0
6.75818 0 0 0 0 0 0 0 0 0 0
6.77378 0 0 0 0 0 0 0 0 0 0
6.78941 0 0 0 0 0 0 0 0 0 0
6.80507 0 0 0 0 0 0 0 0 0 0
6.82078 0 0 0 0 0 0 0 0 0 0
6.83652 0 0 0 0 0 0 0 0 0 0
6.85229 0 0 0 0 0 0 0 0 0 0
6.8681 0 0 0 0 0 0 0 0 0 0
6.88395 0 0 0 0 0 0 0 0 0 0
6.89984 0 0 0 0 0 0 0 0 0 0
6.91576 0 0 0 0 0 0 0 0 0 0
6.93172 0 0 0 0 0 0 0 0 0 0
6.94771 0 0 0 0 0 0 0 0 0 0
6.96374 0 0 0 0 0 0 0 0 0 0
6.97981 0 0 0 0 0 0 0 0 0 0
6.99592 0 0 0 0 0 0 0 0 0 0
7.01206 0 0 0 0 0 0 0 0 0 0
7.02824 0 0 0 0 0 0 0 0 0 0
7.04446 0 0 0 0 0 0 0 0 0 0
7.06072 0 0 0 0 0 0 0 0 0 0
7.07701 0 0 0 0 0 0 0 0 0 0
7.09334 0 0 0 0 0 0 0 0 0 0
7.10971 0 0 0 0 0 0 0 0 0 0
7.12612 0 0 0 0 0 0 0 0 0 0
7.14256 0 0 0 0 0 0 0 0 0 0
7.15904 0 0 0 0 0 0 0 0 0 0
7.17556 0 0 0 0 0 0 0 0 0 0
7.19212 0 0 0 0 0 0 0 0 0 0
7.20872 0 0 0 0 0 0 0 0 0 0
7.22535 0 0 0 0 0 0 0 0 0 0
7.24202 0 0 0 0 0 0 0 0 0 0
7.25873 0 0 0 0 0 0 0 0 0 0
7.27548 0 0 0 0 0 0 0 0 0 0
7.29227 0 0 0 0 0 0 0 0 0 0
7.3091 0 0 0 0 0 0 0 0 0 0
7.32597 0 0 0 0 0 0 0 0 0 0
7.34287 0 0 0 0 0 0 0 0 0 0
7.35981 0 0 0 0 0 0 0 0 0 0
7.3768 0 0 0 0 0 0 0 0 0 0
7.39382 0 0 0 0 0 0 0 0 0 0
7.41088 0 0 0 0 0 0 0 0 0 0
7.42798 0 0 0 0 0 0 0 0 0 0
7.44512 0 0 0 0 0 0 0 0 0 0
7.4623 0 0 0 0 0 0 0 0 0 0
7.47952 0 0 0 0 0 0 0 0 0 0
7.49678 0 0 0 0 0 0 0 0 0 0
7.51408 0 0 0 0 0 0 0 0 0 0
7.53142 0 0 0 0 0 0 0 0 0 0
7.5488 0 0 0 0 0 0 0 0 0 0
7.56622 0 0 0 0 0 0 0 0 0 0
7.58368 0 0 0 0 0 0 0 0 0 0
7.60118 0 0 0 0 0 0 0 0 0 0
7.61872 0 0 0 0 0 0 0 0 0 0
7.6363 0 0 0 0 0 0 0 0 0 0
7.65392 0 0 0 0 0 0 0 0 0 0
7.67158 0 0 0 0 0 0 0 0 0 0
7.68928 0 0 0 0 0 0 0 0 0 0
7.70703 0 0 0 0 0 0 0 0 0 0
7.72481 0 0 0 0 0 0 0 0 0 0
7.74264 0 0 0 0 0 0 0 0 0 0
7.7605 0 0 0 0 0 0 0 0 0 0
7.77841 0 0 0 0 0 0 0 0 0 0
7.79636 0 0 0 0 0 0 0 0 0 0
7.81435 0 0 0 0 0 0 0 0 0 0
7.83238 0 0 0 0 0 0 0 0 0 0
7.85046 0 0 0 0 0 0 0 0 0 0
7.86857 0 0 0 0 0 0 0 0 0 0
7.88673 0 0 0 0 0 0 0 0 0 0
7.90493 0 0 0 0 0 0 0 0 0 0
7.92317 0 0 0 0 0 0 0 0 0 0
7.94145 0 0 0 0 0 0 0 0 0 0
7.95978 0 0 0 0 0 0 0 0 0 0
7.97814 0 0 0 0 0 0 0 0 0 0
7.99655 0 0 0 0 0 0 0 0 0 0
8.01501 0 0 0 0 0 0 0 0 0 0
8.0335 0 0 0 0 0 0 0 0 0 0
8.05204 0 0 0 0 0 0 0 0 0 0
8.07062 0 0 0 0 0 0 0 0 0 0
8.08924 0 0 0 0 0 0 0 0 0 0
8.10791 0 0 0 0 0 0 0 0 0 0
8.12662 0 0 0 0 0 0 0 0 0 0
8.14537 0 0 0 0 0 0 0 0 0 0
8.16417 0 0 0 0 0 0 0 0 0 0
8.18301 0 0 0 0 0 0 0 0 0 0
8.20189 0 0 0 0 0 0 0 0 0 0
8.22082 0 0 0 0 0 0 0 0 0 0
8.23979 0 0 0 0 0 0 0 0 0 0
8.2588 0 0 0 0 0 0 0 0 0 0
8.27786 0 0 0 0 0 0 0 0 0 0
8.29696 0 0 0 0 0 0 0 0 0 0
8.3161 0 0 0 0 0 0 0 0 0 0
8.33529 0 0 0 0 0 0 0 0 0 0
8.35453 0 0 0 0 0 0 0 0 0 0
8.37381 0 0 0 0 0 0 0 0 0 0
8.39313 0 0 0 0 0 0 0 0 0 0
8.4125 0 0 0 0 0 0 0 0 0 0
8.43191 0 0 0 0 0 0 0 0 0 0
8.45137 0 0 0 0 0 0 0 0 0 0
8.47087 0 0 0 0 0 0 0 0 0 0
8.49042 0 0 0 0 0 0 0 0 0 0
8.51001 0 0 0 0 0 0 0 0 0 0
8.52964 0 0 0 0 0 0 0 0 0 0
8.54933 0 0 0 0 0 0 0 0 0 0
8.56906 0 0 0 0 0 0 0 0 0 0
8.58883 0 0 0 0 0 0 0 0 0 0
8.60865 0 0 0 0 0 0 0 0 0 0
8.62851 0 0 0 0 0 0 0 0 0 0
8.64842 0 0 0 0 0 0 0 0 0 0
8.66838 0 0 0 0 0 0 0 0 0 0
8.68838 0 0 0 0 0 0 0 0 0 0
8.70843 0 0 0 0 0 0 0 0 0 0
8.72853 0 0 0 0 0 0 0 0 0 0
8.74867 0 0 0 0 0 0 0 0 0 0
8.76886 0 0 0 0 0 0 0 0 0 0
8.78909 0 0 0 0 0 0 0 0 0 0
8.80937 0 0 0 0 0 0 0 0 0 0
8.8297 0 0 0 0 0 0 0 0 0 0
8.85007 0 0 0 0 0 0 0 0 0 0
8.8705 0 0 0 0 0 0 0 0 0 0
8.89097 0 0 0 0 0 0 0 0 0 0
8.91148 0 0 0 0 0 0 0 0 0 0
8.93205 0 0 0 0 0 0 0 0 0 0
8.95266 0 0 0 0 0 0 0 0 0 0
8.97332 0 0 0 0 0 0 0 0 0 0
8.99402 0 0 0 0 0 0 0 0 0 0
9.01478 0 0 0 0 0 0 0 0 0 0
9.03558 0 0 0 0 0 0 0 0 0 0
9.05643 0 0 0 0 0 0 0 0 0 0
9.07733 0 0 0 0 0 0 0 0 0 0
9.09827 0 0 0 0 0 0 0 0 0 0
9.11927 0 0 0 0 0 0 0 0 0 0
9.14031 0 0 0 0 0 0 0 0 0 0
9.1614 0 0 0 0 0 0 0 0 0 0
9.18254 0 0 0 0 0 0 0 0 0 0
9.20373 0 0 0 0 0 0 0 0 0 0
9.22497 0 0 0 0 0 0 0 0 0 0
9.24626 0 0 0 0 0 0 0 0 0 0
9.26759 0 0 0 0 0 0 0 0 0 0
9.28898 0 0 0 0 0 0 0 0 0 0
9.31041 0 0 0 0 0 0 0 0 0 0
9.3319 0 0 0 0 0 0 0 0 0 0
9.35343 0 0 0 0 0 0 0 0 0 0
9.37502 0 0 0 0 0 0 0 0 0 0
9.39665 0 0 0 0 0 0 0 0 0 0
9.41833 0 0 0 0 0 0 0 0 0 0
9.44006 0 0 0 0 0 0 0 0 0 0
9.46185 0 0 0 0 0 0 0 0 0 0
9.48368 0 0 0 0 0 0 0 0 0 0
9.50557 0 0 0 0 0 0 0 0 0 0
9.5275 0 0 0 0 0 0 0 0 0 0
9.54949 0 0 0 0 0 0 0 0 0 0
9.57152 0 0 0 0 0 0 0 0 0 0
9.59361 0 0 0 0 0 0 0 0 0 0
9.61575 0 0 0 0 0 0 0 0 0 0
9.63793 0 0 0 0 0 0 0 0 0 0
9.66017 0 0 0 0 0 0 0 0 0 0
9.68247 0 0 0 0 0 0 0 0 0 0
9.70481 0 0 0 0 0 0 0 0 0 0
9.7272 0 0 0 0 0 0 0 0 0 0
9.74965 0 0 0 0 0 0 0 0 0 0
9.77215 0 0 0 0 0 0 0 0 0 0
9.7947 0 0 0 0 0 0 0 0 0 0
9.8173 0 0 0 0 0 0 0 0 0 0
9.83995 0 0 0 0 0 0 0 0 0 0
9.86266 0 0 0 0 0 0 0 0 0 0
9.88542 0 0 0 0 0 0 0 0 0 0
9.90823 0 0 0 0 0 0 0 0 0 0
9.93109 0 0 0 0 0 0 0 0 0 0
9.95401 0 0 0 0 0 0 0 0 0 0
9.97698 0 0 0 0 0 0 0 0 0 0
10 0 0 0 0 0 0 0 0 0 0
10.0231 0 0 0 0 0 0 0 0 0 0
10.0462 0 0 0 0 0 0 0 0 0 0
10.0694 0 0 0 0 0 0 0 0 0 0
10.0926 0 0 0 0 0 0 0 0 0 0
10.1159 0 0 0 0 0 0 0 0 0 0
10.1393 0 0 0 0 0 0 0 0 0 0
10.1627 0 0 0 0 0 0 0 0 0 0
10.1861 0 0 0 0 0 0 0 0 0 0
10.2096 0 0 0 0 0 0 0 0 0 0
10.2332 0 0 0 0 0 0 0 0 0 0
10.2568 0 0 0 0 0 0 0 0 0 0
10.2804 0 0 0 0 0 0 0 0 0 0
10.3042 0 0 0 0 0 0 0 0 0 0
10.3279 0 0 0 0 0 0 0 0 0 0
10.3518 0 0 0 0 0 0 0 0 0 0
10.3757 0 0 0 0 0 0 0 0 0 0
10.3996 0 0 0 0 0 0 0 0 0 0
10.4236 0 0 0 0 0 0 0 0 0 0
10.4477 0 0 0 0 0 0 0 0 0 0
10.4718 0 0 0 0 0 0 0 0 0 0
10.4959 0 0 0 0 0 0 0 0 0 0
10.5202 0 0 0 0 0 0 0 0 0 0
10.5444 0 0 0 0 0 0 0 0 0 0
10.5688 0 0 0 0 0 0 0 0 0 0
10.5931 0 0 0 0 0 0 0 0 0 0
10.6176 0 0 0 0 0 0 0 0 0 0
10.6421 0 0 0 0 0 0 0 0 0 0
10.6666 0 0 0 0 0 0 0 0 0 0
10.6913 0 0 0 0 0 0 0 0 0 0
10.7159 0 0 0 0 0 0 0 0 0 0
10.7407 0 0 0 0 0 0 0 0 0 0
10.7654 0 0 0 0 0 0 0 0 0 0
10.7903 0 0 0 0 0 0 0 0 0 0
10.8152 0 0 0 0 0 0 0 0 0 0
10.8401 0 0 0 0 0 0 0 0 0 0
10.8652 0 0 0 0 0 0 0 0 0 0
10.8902 0 0 0 0 0 0 0 0 0 0
10.9154 0 0 0 0 0 0 0 0 0 0
10.9405 0 0 0 0 0 0 0 0 0 0
10.9658 0 0 0 0 0 0 0 0 0 0
10.9911 0 0 0 0 0 0 0 0 0 0
11.0165 0 0 0 0 0 0 0 0 0 0
11.0419 0 0 0 0 0 0 0 0 0 0
11.0674 0 0 0 0 0 0 0 0 0 0
11.0929 0 0 0 0 0 0 0 0 0 0
11.1185 0 0 0 0 0 0 0 0 0 0
11.1442 0 0 0 0 0 0 0 0 0 0
11.1699 0 0 0 0 0 0 0 0 0 0
11.1956 0 0 0 0 0 0 0 0 0 0
11.2215 0 0 0 0 0 0 0 0 0 0
11.2474 0 0 0 0 0 0 0 0 0 0
11.2733 0 0 0 0 0 0 0 0 0 0
11.2993 0 0 0 0 0 0 0 0 0 0
11.3254 0 0 0 0 0 0 0 0 0 0
11.3515 0 0 0 0 0 0 0 0 0 0
11.3777 0 0 0 0 0 0 0 0 0 0
11.404 0 0 0 0 0 0 0 0 0 0
11.4303 0 0 0 0 0 0 0 0 0 0
11.4567 0 0 0 0 0 0 0 0 0 0
11.4831 0 0 0 0 0 0 0 0 0 0
11.5096 0 0 0 0 0 0 0 0 0 0
11.5362 0 0 0 0 0 0 0 0 0 0
11.5628 0 0 0 0 0 0 0 0 0 0
11.5895 0 0 0 0 0 0 0 0 0 0
11.6162 0 0 0 0 0 0 0 0 0 0
11.643 0 0 0 0 0 0 0 0 0 0
11.6699 0 0 0 0 0 0 0 0 0 0
11.6968 0 0 0 0 0 0 0 0 0 0
11.7238 0 0 0 0 0 0 0 0 0 0
11.7509 0 0 0 0 0 0 0 0 0 0
11.778 0 0 0 0 0 0 0 0 0 0
11.8052 0 0 0 0 0 0 0 0 0 0
11.8324 0 0 0 0 0 0 0 0 0 0
11.8597 0 0 0 0 0 0 0 0 0 0
11.8871 0 0 0 0 0 0 0 0 0 0
11.9145 0 0 0 0 0 0 0 0 0 0
11.942 0 0 0 0 0 0 0 0 0 0
11.9696 0 0 0 0 0 0 0 0 0 0
11.9972 0 0 0 0 0 0 0 0 0 0
12.0249 0 0 0 0 0 0 0 0 0 0
12.0526 0 0 0 0 0 0 0 0 0 0
12.0804 0 0 0 0 0 0 0 0 0 0
12.1083 0 0 0 0 0 0 0 0 0 0
12.1362 0 0 0 0 0 0 0 0 0 0
12.1642 0 0 0 0 0 0 0 0 0 0
12.1923 0 0 0 0 0 0 0 0 0 0
12.2204 0 0 0 0 0 0 0 0 0 0
12.2486 0 0 0 0 0 0 0 0 0 0
12.2769 0 0 0 0 0 0 0 0 0 0
12.3052 0 0 0 0 0 0 0 0 0 0
12.3336 0 0 0 0 0 0 0 0 0 0
12.3621 0 0 0 0 0 0 0 0 0 0
12.3906 0 0 0 0 0 0 0 0 0 0
12.4192 0 0 0 0 0 0 0 0 0 0
12.4479 0 0 0 0 0 0 0 0 0 0
12.4766 0 0 0 0 0 0 0 0 0 0
12.5054 0 0 0 0 0 0 0 0 0 0
12.5342 0 0 0 0 0 0 0 0 0 0
12.5632 0 0 0 0 0 0 0 0 0 0
12.5922 0 0 0 0 0 0 0 0 0 0
12.6212 0 0 0 0 0 0 0 0 0 0
12.6503 0 0 0 0 0 0 0 0 0 0
12.6795 0 0 0 0 0 0 0 0 0 0
12.7088 0 0 0 0 0 0 0 0 0 0
12.7381 0 0 0 0 0 0 0 0 0 0
12.7675 0 0 0 0 0 0 0 0 0 0
12.797 0 0 0 0 0 0 0 0 0 0
12.8265 0 0 0 0 0 0 0 0 0 0
12.8561 0 0 0 0 0 0 0 0 0 0
12.8858 0 0 0 0 0 0 0 0 0 0
