f 1m 1f 2m 2f 3m 3f 4m 4f jV0300m jV0300f 
12.9155 0 0 0 0 0 0 0 0 0 0
12.9453 0 0 0 0 0 0 0 0 0 0
12.9752 0 0 0 0 0 0 0 0 0 0
13.0051 0 0 0 0 0 0 0 0 0 0
13.0351 0 0 0 0 0 0 0 0 0 0
13.0652 0 0 0 0 0 0 0 0 0 0
13.0954 0 0 0 0 0 0 0 0 0 0
13.1256 0 0 0 0 0 0 0 0 0 0
13.1559 0 0 0 0 0 0 0 0 0 0
13.1862 0 0 0 0 0 0 0 0 0 0
13.2166 0 0 0 0 0 0 0 0 0 0
13.2471 0 0 0 0 0 0 0 0 0 0
13.2777 0 0 0 0 0 0 0 0 0 0
13.3083 0 0 0 0 0 0 0 0 0 0
13.3391 0 0 0 0 0 0 0 0 0 0
13.3698 0 0 0 0 0 0 0 0 0 0
13.4007 0 0 0 0 0 0 0 0 0 0
13.4316 0 0 0 0 0 0 0 0 0 0
13.4626 0 0 0 0 0 0 0 0 0 0
13.4937 0 0 0 0 0 0 0 0 0 0
13.5248 0 0 0 0 0 0 0 0 0 0
13.556 0 0 0 0 0 0 0 0 0 0
13.5873 0 0 0 0 0 0 0 0 0 0
13.6187 0 0 0 0 0 0 0 0 0 0
13.6501 0 0 0 0 0 0 0 0 0 0
13.6816 0 0 0 0 0 0 0 0 0 0
13.7131 0 0 0 0 0 0 0 0 0 0
13.7448 0 0 0 0 0 0 0 0 0 0
13.7765 0 0 0 0 0 0 0 0 0 0
13.8083 0 0 0 0 0 0 0 0 0 0
13.8402 0 0 0 0 0 0 0 0 0 0
13.8721 0 0 0 0 0 0 0 0 0 0
13.9041 0 0 0 0 0 0 0 0 0 0
13.9362 0 0 0 0 0 0 0 0 0 0
13.9684 0 0 0 0 0 0 0 0 0 0
14.0006 0 0 0 0 0 0 0 0 0 0
14.0329 0 0 0 0 0 0 0 0 0 0
14.0653 0 0 0 0 0 0 0 0 0 0
14.0977 0 0 0 0 0 0 0 0 0 0
14.1303 0 0 0 0 0 0 0 0 0 0
14.1629 0 0 0 0 0 0 0 0 0 0
14.1955 0 0 0 0 0 0 0 0 0 0
14.2283 0 0 0 0 0 0 0 0 0 0
14.2611 0 0 0 0 0 0 0 0 0 0
14.294 0 0 0 0 0 0 0 0 0 0
14.327 0 0 0 0 0 0 0 0 0 0
14.3601 0 0 0 0 0 0 0 0 0 0
14.3932 0 0 0 0 0 0 0 0 0 0
14.4264 0 0 0 0 0 0 0 0 0 0
14.4597 0 0 0 0 0 0 0 0 0 0
14.4931 0 0 0 0 0 0 0 0 0 0
14.5265 0 0 0 0 0 0 0 0 0 0
14.5601 0 0 0 0 0 0 0 0 0 0
14.5937 0 0 0 0 0 0 0 0 0 0
14.6273 0 0 0 0 0 0 0 0 0 0
14.6611 0 0 0 0 0 0 0 0 0 0
14.6949 0 0 0 0 0 0 0 0 0 0
14.7288 0 0 0 0 0 0 0 0 0 0
14.7628 0 0 0 0 0 0 0 0 0 0
14.7969 0 0 0 0 0 0 0 0 0 0
14.831 0 0 0 0 0 0 0 0 0 0
14.8652 0 0 0 0 0 0 0 0 0 0
14.8996 0 0 0 0 0 0 0 0 0 0
14.9339 0 0 0 0 0 0 0 0 0 0
14.9684 0 0 0 0 0 0 0 0 0 0
15.0029 0 0 0 0 0 0 0 0 0 0
15.0376 0 0 0 0 0 0 0 0 0 0
15.0723 0 0 0 0 0 0 0 0 0 0
15.107 0 0 0 0 0 0 0 0 0 0
15.1419 0 0 0 0 0 0 0 0 0 0
15.1768 0 0 0 0 0 0 0 0 0 0
15.2119 0 0 0 0 0 0 0 0 0 0
15.247 0 0 0 0 0 0 0 0 0 0
15.2821 0 0 0 0 0 0 0 0 0 0
15.3174 0 0 0 0 0 0 0 0 0 0
15.3528 0 0 0 0 0 0 0 0 0 0
15.3882 0 0 0 0 0 0 0 0 0 0
15.4237 0 0 0 0 0 0 0 0 0 0
15.4593 0 0 0 0 0 0 0 0 0 0
15.495 0 0 0 0 0 0 0 0 0 0
15.5307 0 0 0 0 0 0 0 0 0 0
15.5665 0 0 0 0 0 0 0 0 0 0
15.6025 0 0 0 0 0 0 0 0 0 0
15.6385 0 0 0 0 0 0 0 0 0 0
15.6746 0 0 0 0 0 0 0 0 0 0
15.7107 0 0 0 0 0 0 0 0 0 0
15.747 0 0 0 0 0 0 0 0 0 0
15.7833 0 0 0 0 0 0 0 0 0 0
15.8197 0 0 0 0 0 0 0 0 0 0
15.8562 0 0 0 0 0 0 0 0 0 0
15.8928 0 0 0 0 0 0 0 0 0 0
15.9295 0 0 0 0 0 0 0 0 0 0
15.9663 0 0 0 0 0 0 0 0 0 0
16.0031 0 0 0 0 0 0 0 0 0 0
16.04 0 0 0 0 0 0 0 0 0 0
16.077 0 0 0 0 0 0 0 0 0 0
16.1141 0 0 0 0 0 0 0 0 0 0
16.1513 0 0 0 0 0 0 0 0 0 0
16.1886 0 0 0 0 0 0 0 0 0 0
16.226 0 0 0 0 0 0 0 0 0 0
16.2634 0 0 0 0 0 0 0 0 0 0
16.3009 0 0 0 0 0 0 0 0 0 0
16.3385 0 0 0 0 0 0 0 0 0 0
16.3762 0 0 0 0 0 0 0 0 0 0
16.414 0 0 0 0 0 0 0 0 0 0
16.4519 0 0 0 0 0 0 0 0 0 0
16.4899 0 0 0 0 0 0 0 0 0 0
16.5279 0 0 0 0 0 0 0 0 0 0
16.5661 0 0 0 0 0 0 0 0 0 0
16.6043 0 0 0 0 0 0 0 0 0 0
16.6426 0 0 0 0 0 0 0 0 0 0
16.681 0 0 0 0 0 0 0 0 0 0
16.7195 0 0 0 0 0 0 0 0 0 0
16.7581 0 0 0 0 0 0 0 0 0 0
16.7967 0 0 0 0 0 0 0 0 0 0
16.8355 0 0 0 0 0 0 0 0 0 0
16.8744 0 0 0 0 0 0 0 0 0 0
16.9133 0 0 0 0 0 0 0 0 0 0
16.9523 0 0 0 0 0 0 0 0 0 0
16.9914 0 0 0 0 0 0 0 0 0 0
17.0307 0 0 0 0 0 0 0 0 0 0
17.0699 0 0 0 0 0 0 0 0 0 0
17.1093 0 0 0 0 0 0 0 0 0 0
17.1488 0 0 0 0 0 0 0 0 0 0
17.1884 0 0 0 0 0 0 0 0 0 0
17.2281 0 0 0 0 0 0 0 0 0 0
17.2678 0 0 0 0 0 0 0 0 0 0
17.3077 0 0 0 0 0 0 0 0 0 0
17.3476 0 0 0 0 0 0 0 0 0 0
17.3876 0 0 0 0 0 0 0 0 0 0
17.4277 0 0 0 0 0 0 0 0 0 0
17.468 0 0 0 0 0 0 0 0 0 0
17.5083 0 0 0 0 0 0 0 0 0 0
17.5487 0 0 0 0 0 0 0 0 0 0
17.5892 0 0 0 0 0 0 0 0 0 0
17.6298 0 0 0 0 0 0 0 0 0 0
17.6704 0 0 0 0 0 0 0 0 0 0
17.7112 0 0 0 0 0 0 0 0 0 0
17.7521 0 0 0 0 0 0 0 0 0 0
17.793 0 0 0 0 0 0 0 0 0 0
17.8341 0 0 0 0 0 0 0 0 0 0
17.8753 0 0 0 0 0 0 0 0 0 0
17.9165 0 0 0 0 0 0 0 0 0 0
17.9578 0 0 0 0 0 0 0 0 0 0
17.9993 0 0 0 0 0 0 0 0 0 0
18.0408 0 0 0 0 0 0 0 0 0 0
18.0824 0 0 0 0 0 0 0 0 0 0
18.1242 0 0 0 0 0 0 0 0 0 0
18.166 0 0 0 0 0 0 0 0 0 0
18.2079 0 0 0 0 0 0 0 0 0 0
18.2499 0 0 0 0 0 0 0 0 0 0
18.292 0 0 0 0 0 0 0 0 0 0
18.3343 0 0 0 0 0 0 0 0 0 0
18.3766 0 0 0 0 0 0 0 0 0 0
18.419 0 0 0 0 0 0 0 0 0 0
18.4615 0 0 0 0 0 0 0 0 0 0
18.5041 0 0 0 0 0 0 0 0 0 0
18.5468 0 0 0 0 0 0 0 0 0 0
18.5896 0 0 0 0 0 0 0 0 0 0
18.6325 0 0 0 0 0 0 0 0 0 0
18.6755 0 0 0 0 0 0 0 0 0 0
18.7186 0 0 0 0 0 0 0 0 0 0
18.7617 0 0 0 0 0 0 0 0 0 0
18.805 0 0 0 0 0 0 0 0 0 0
18.8484 0 0 0 0 0 0 0 0 0 0
18.8919 0 0 0 0 0 0 0 0 0 0
18.9355 0 0 0 0 0 0 0 0 0 0
18.9792 0 0 0 0 0 0 0 0 0 0
19.023 0 0 0 0 0 0 0 0 0 0
19.0669 0 0 0 0 0 0 0 0 0 0
19.1109 0 0 0 0 0 0 0 0 0 0
19.155 0 0 0 0 0 0 0 0 0 0
19.1992 0 0 0 0 0 0 0 0 0 0
19.2435 0 0 0 0 0 0 0 0 0 0
19.2879 0 0 0 0 0 0 0 0 0 0
19.3324 0 0 0 0 0 0 0 0 0 0
19.377 0 0 0 0 0 0 0 0 0 0
19.4217 0 0 0 0 0 0 0 0 0 0
19.4666 0 0 0 0 0 0 0 0 0 0
19.5115 0 0 0 0 0 0 0 0 0 0
19.5565 0 0 0 0 0 0 0 0 0 0
19.6016 0 0 0 0 0 0 0 0 0 0
19.6469 0 0 0 0 0 0 0 0 0 0
19.6922 0 0 0 0 0 0 0 0 0 0
19.7376 0 0 0 0 0 0 0 0 0 0
19.7832 0 0 0 0 0 0 0 0 0 0
19.8288 0 0 0 0 0 0 0 0 0 0
19.8746 0 0 0 0 0 0 0 0 0 0
19.9205 0 0 0 0 0 0 0 0 0 0
19.9664 0 0 0 0 0 0 0 0 0 0
20.0125 0 0 0 0 0 0 0 0 0 0
20.0587 0 0 0 0 0 0 0 0 0 0
20.105 0 0 0 0 0 0 0 0 0 0
20.1514 0 0 0 0 0 0 0 0 0 0
20.1979 0 0 0 0 0 0 0 0 0 0
20.2445 0 0 0 0 0 0 0 0 0 0
20.2912 0 0 0 0 0 0 0 0 0 0
20.338 0 0 0 0 0 0 0 0 0 0
20.3849 0 0 0 0 0 0 0 0 0 0
20.432 0 0 0 0 0 0 0 0 0 0
20.4791 0 0 0 0 0 0 0 0 0 0
20.5264 0 0 0 0 0 0 0 0 0 0
20.5737 0 0 0 0 0 0 0 0 0 0
20.6212 0 0 0 0 0 0 0 0 0 0
20.6688 0 0 0 0 0 0 0 0 0 0
20.7165 0 0 0 0 0 0 0 0 0 0
20.7643 0 0 0 0 0 0 0 0 0 0
20.8122 0 0 0 0 0 0 0 0 0 0
20.8602 0 0 0 0 0 0 0 0 0 0
20.9084 0 0 0 0 0 0 0 0 0 0
20.9566 0 0 0 0 0 0 0 0 0 0
21.005 0 0 0 0 0 0 0 0 0 0
21.0535 0 0 0 0 0 0 0 0 0 0
21.102 0 0 0 0 0 0 0 0 0 0
21.1507 0 0 0 0 0 0 0 0 0 0
21.1995 0 0 0 0 0 0 0 0 0 0
21.2485 0 0 0 0 0 0 0 0 0 0
21.2975 0 0 0 0 0 0 0 0 0 0
21.3466 0 0 0 0 0 0 0 0 0 0
21.3959 0 0 0 0 0 0 0 0 0 0
21.4453 0 0 0 0 0 0 0 0 0 0
21.4947 0 0 0 0 0 0 0 0 0 0
21.5443 0 0 0 0 0 0 0 0 0 0
21.5941 0 0 0 0 0 0 0 0 0 0
21.6439 0 0 0 0 0 0 0 0 0 0
21.6938 0 0 0 0 0 0 0 0 0 0
21.7439 0 0 0 0 0 0 0 0 0 0
21.7941 0 0 0 0 0 0 0 0 0 0
21.8444 0 0 0 0 0 0 0 0 0 0
21.8948 0 0 0 0 0 0 0 0 0 0
21.9453 0 0 0 0 0 0 0 0 0 0
21.9959 0 0 0 0 0 0 0 0 0 0
22.0467 0 0 0 0 0 0 0 0 0 0
22.0976 0 0 0 0 0 0 0 0 0 0
22.1486 0 0 0 0 0 0 0 0 0 0
22.1997 0 0 0 0 0 0 0 0 0 0
22.2509 0 0 0 0 0 0 0 0 0 0
22.3022 0 0 0 0 0 0 0 0 0 0
22.3537 0 0 0 0 0 0 0 0 0 0
22.4053 0 0 0 0 0 0 0 0 0 0
22.457 0 0 0 0 0 0 0 0 0 0
22.5088 0 0 0 0 0 0 0 0 0 0
22.5607 0 0 0 0 0 0 0 0 0 0
22.6128 0 0 0 0 0 0 0 0 0 0
22.665 0 0 0 0 0 0 0 0 0 0
22.7173 0 0 0 0 0 0 0 0 0 0
22.7697 0 0 0 0 0 0 0 0 0 0
22.8222 0 0 0 0 0 0 0 0 0 0
22.8749 0 0 0 0 0 0 0 0 0 0
22.9277 0 0 0 0 0 0 0 0 0 0
22.9806 0 0 0 0 0 0 0 0 0 0
23.0336 0 0 0 0 0 0 0 0 0 0
23.0868 0 0 0 0 0 0 0 0 0 0
23.1401 0 0 0 0 0 0 0 0 0 0
23.1935 0 0 0 0 0 0 0 0 0 0
23.247 0 0 0 0 0 0 0 0 0 0
23.3006 0 0 0 0 0 0 0 0 0 0
23.3544 0 0 0 0 0 0 0 0 0 0
23.4083 0 0 0 0 0 0 0 0 0 0
23.4623 0 0 0 0 0 0 0 0 0 0
23.5164 0 0 0 0 0 0 0 0 0 0
23.5707 0 0 0 0 0 0 0 0 0 0
23.6251 0 0 0 0 0 0 0 0 0 0
23.6796 0 0 0 0 0 0 0 0 0 0
23.7342 0 0 0 0 0 0 0 0 0 0
23.789 0 0 0 0 0 0 0 0 0 0
23.8439 0 0 0 0 0 0 0 0 0 0
23.8989 0 0 0 0 0 0 0 0 0 0
23.9541 0 0 0 0 0 0 0 0 0 0
24.0093 0 0 0 0 0 0 0 0 0 0
24.0648 0 0 0 0 0 0 0 0 0 0
24.1203 0 0 0 0 0 0 0 0 0 0
24.1759 0 0 0 0 0 0 0 0 0 0
24.2317 0 0 0 0 0 0 0 0 0 0
24.2876 0 0 0 0 0 0 0 0 0 0
24.3437 0 0 0 0 0 0 0 0 0 0
24.3999 0 0 0 0 0 0 0 0 0 0
24.4562 0 0 0 0 0 0 0 0 0 0
24.5126 0 0 0 0 0 0 0 0 0 0
24.5692 0 0 0 0 0 0 0 0 0 0
24.6259 0 0 0 0 0 0 0 0 0 0
24.6827 0 0 0 0 0 0 0 0 0 0
24.7396 0 0 0 0 0 0 0 0 0 0
24.7967 0 0 0 0 0 0 0 0 0 0
24.8539 0 0 0 0 0 0 0 0 0 0
24.9113 0 0 0 0 0 0 0 0 0 0
24.9688 0 0 0 0 0 0 0 0 0 0
25.0264 0 0 0 0 0 0 0 0 0 0
25.0842 0 0 0 0 0 0 0 0 0 0
25.142 0 0 0 0 0 0 0 0 0 0
25.2 0 0 0 0 0 0 0 0 0 0
25.2582 0 0 0 0 0 0 0 0 0 0
25.3165 0 0 0 0 0 0 0 0 0 0
25.3749 0 0 0 0 0 0 0 0 0 0
25.4335 0 0 0 0 0 0 0 0 0 0
25.4921 0 0 0 0 0 0 0 0 0 0
25.551 0 0 0 0 0 0 0 0 0 0
25.6099 0 0 0 0 0 0 0 0 0 0
25.669 0 0 0 0 0 0 0 0 0 0
25.7283 0 0 0 0 0 0 0 0 0 0
25.7876 0 0 0 0 0 0 0 0 0 0
25.8471 0 0 0 0 0 0 0 0 0 0
25.9068 0 0 0 0 0 0 0 0 0 0
25.9666 0 0 0 0 0 0 0 0 0 0
26.0265 0 0 0 0 0 0 0 0 0 0
26.0865 0 0 0 0 0 0 0 0 0 0
26.1467 0 0 0 0 0 0 0 0 0 0
26.2071 0 0 0 0 0 0 0 0 0 0
26.2675 0 0 0 0 0 0 0 0 0 0
26.3282 0 0 0 0 0 0 0 0 0 0
26.3889 0 0 0 0 0 0 0 0 0 0
26.4498 0 0 0 0 0 0 0 0 0 0
26.5108 0 0 0 0 0 0 0 0 0 0
26.572 0 0 0 0 0 0 0 0 0 0
26.6333 0 0 0 0 0 0 0 0 0 0
26.6948 0 0 0 0 0 0 0 0 0 0
26.7564 0 0 0 0 0 0 0 0 0 0
26.8181 0 0 0 0 0 0 0 0 0 0
26.88 0 0 0 0 0 0 0 0 0 0
26.942 0 0 0 0 0 0 0 0 0 0
27.0042 0 0 0 0 0 0 0 0 0 0
27.0665 0 0 0 0 0 0 0 0 0 0
27.129 0 0 0 0 0 0 0 0 0 0
27.1916 0 0 0 0 0 0 0 0 0 0
27.2543 0 0 0 0 0 0 0 0 0 0
27.3172 0 0 0 0 0 0 0 0 0 0
27.3803 0 0 0 0 0 0 0 0 0 0
27.4434 0 0 0 0 0 0 0 0 0 0
27.5068 0 0 0 0 0 0 0 0 0 0
27.5702 0 0 0 0 0 0 0 0 0 0
27.6339 0 0 0 0 0 0 0 0 0 0
27.6976 0 0 0 0 0 0 0 0 0 0
27.7615 0 0 0 0 0 0 0 0 0 0
27.8256 0 0 0 0 0 0 0 0 0 0
27.8898 0 0 0 0 0 0 0 0 0 0
27.9542 0 0 0 0 0 0 0 0 0 0
28.0187 0 0 0 0 0 0 0 0 0 0
28.0833 0 0 0 0 0 0 0 0 0 0
28.1481 0 0 0 0 0 0 0 0 0 0
28.2131 0 0 0 0 0 0 0 0 0 0
28.2782 0 0 0 0 0 0 0 0 0 0
28.3434 0 0 0 0 0 0 0 0 0 0
28.4088 0 0 0 0 0 0 0 0 0 0
28.4744 0 0 0 0 0 0 0 0 0 0
28.5401 0 0 0 0 0 0 0 0 0 0
28.606 0 0 0 0 0 0 0 0 0 0
28.672 0 0 0 0 0 0 0 0 0 0
28.7381 0 0 0 0 0 0 0 0 0 0
28.8044 0 0 0 0 0 0 0 0 0 0
28.8709 0 0 0 0 0 0 0 0 0 0
28.9375 0 0 0 0 0 0 0 0 0 0
29.0043 0 0 0 0 0 0 0 0 0 0
29.0712 0 0 0 0 0 0 0 0 0 0
29.1383 0 0 0 0 0 0 0 0 0 0
29.2056 0 0 0 0 0 0 0 0 0 0
29.2729 0 0 0 0 0 0 0 0 0 0
29.3405 0 0 0 0 0 0 0 0 0 0
29.4082 0 0 0 0 0 0 0 0 0 0
29.4761 0 0 0 0 0 0 0 0 0 0
29.5441 0 0 0 0 0 0 0 0 0 0
29.6123 0 0 0 0 0 0 0 0 0 0
29.6806 0 0 0 0 0 0 0 0 0 0
29.7491 0 0 0 0 0 0 0 0 0 0
29.8177 0 0 0 0 0 0 0 0 0 0
29.8865 0 0 0 0 0 0 0 0 0 0
29.9555 0 0 0 0 0 0 0 0 0 0
30.0246 0 0 0 0 0 0 0 0 0 0
30.0939 0 0 0 0 0 0 0 0 0 0
30.1633 0 0 0 0 0 0 0 0 0 0
30.2329 0 0 0 0 0 0 0 0 0 0
30.3027 0 0 0 0 0 0 0 0 0 0
30.3726 0 0 0 0 0 0 0 0 0 0
30.4427 0 0 0 0 0 0 0 0 0 0
30.513 0 0 0 0 0 0 0 0 0 0
30.5834 0 0 0 0 0 0 0 0 0 0
30.654 0 0 0 0 0 0 0 0 0 0
30.7247 0 0 0 0 0 0 0 0 0 0
30.7956 0 0 0 0 0 0 0 0 0 0
30.8666 0 0 0 0 0 0 0 0 0 0
30.9379 0 0 0 0 0 0 0 0 0 0
31.0093 0 0 0 0 0 0 0 0 0 0
31.0808 0 0 0 0 0 0 0 0 0 0
31.1525 0 0 0 0 0 0 0 0 0 0
31.2244 0 0 0 0 0 0 0 0 0 0
31.2965 0 0 0 0 0 0 0 0 0 0
31.3687 0 0 0 0 0 0 0 0 0 0
31.4411 0 0 0 0 0 0 0 0 0 0
31.5136 0 0 0 0 0 0 0 0 0 0
31.5864 0 0 0 0 0 0 0 0 0 0
31.6592 0 0 0 0 0 0 0 0 0 0
31.7323 0 0 0 0 0 0 0 0 0 0
31.8055 0 0 0 0 0 0 0 0 0 0
31.8789 0 0 0 0 0 0 0 0 0 0
31.9525 0 0 0 0 0 0 0 0 0 0
32.0262 0 0 0 0 0 0 0 0 0 0
32.1001 0 0 0 0 0 0 0 0 0 0
32.1742 0 0 0 0 0 0 0 0 0 0
32.2484 0 0 0 0 0 0 0 0 0 0
32.3228 0 0 0 0 0 0 0 0 0 0
32.3974 0 0 0 0 0 0 0 0 0 0
32.4722 0 0 0 0 0 0 0 0 0 0
32.5471 0 0 0 0 0 0 0 0 0 0
32.6222 0 0 0 0 0 0 0 0 0 0
32.6975 0 0 0 0 0 0 0 0 0 0
32.7729 0 0 0 0 0 0 0 0 0 0
32.8486 0 0 0 0 0 0 0 0 0 0
32.9244 0 0 0 0 0 0 0 0 0 0
33.0003 0 0 0 0 0 0 0 0 0 0
33.0765 0 0 0 0 0 0 0 0 0 0
33.1528 0 0 0 0 0 0 0 0 0 0
33.2293 0 0 0 0 0 0 0 0 0 0
33.306 0 0 0 0 0 0 0 0 0 0
33.3829 0 0 0 0 0 0 0 0 0 0
33.4599 0 0 0 0 0 0 0 0 0 0
33.5371 0 0 0 0 0 0 0 0 0 0
33.6145 0 0 0 0 0 0 0 0 0 0
33.6921 0 0 0 0 0 0 0 0 0 0
33.7698 0 0 0 0 0 0 0 0 0 0
33.8477 0 0 0 0 0 0 0 0 0 0
33.9258 0 0 0 0 0 0 0 0 0 0
34.0041 0 0 0 0 0 0 0 0 0 0
34.0826 0 0 0 0 0 0 0 0 0 0
34.1612 0 0 0 0 0 0 0 0 0 0
34.2401 0 0 0 0 0 0 0 0 0 0
34.3191 0 0 0 0 0 0 0 0 0 0
34.3983 0 0 0 0 0 0 0 0 0 0
34.4776 0 0 0 0 0 0 0 0 0 0
34.5572 0 0 0 0 0 0 0 0 0 0
34.6369 0 0 0 0 0 0 0 0 0 0
34.7169 0 0 0 0 0 0 0 0 0 0
34.797 0 0 0 0 0 0 0 0 0 0
34.8773 0 0 0 0 0 0 0 0 0 0
34.9578 0 0 0 0 0 0 0 0 0 0
35.0384 0 0 0 0 0 0 0 0 0 0
35.1193 0 0 0 0 0 0 0 0 0 0
35.2003 0 0 0 0 0 0 0 0 0 0
35.2815 0 0 0 0 0 0 0 0 0 0
35.363 0 0 0 0 0 0 0 0 0 0
35.4446 0 0 0 0 0 0 0 0 0 0
35.5263 0 0 0 0 0 0 0 0 0 0
35.6083 0 0 0 0 0 0 0 0 0 0
35.6905 0 0 0 0 0 0 0 0 0 0
35.7729 0 0 0 0 0 0 0 0 0 0
35.8554 0 0 0 0 0 0 0 0 0 0
35.9381 0 0 0 0 0 0 0 0 0 0
36.0211 0 0 0 0 0 0 0 0 0 0
36.1042 0 0 0 0 0 0 0 0 0 0
36.1875 0 0 0 0 0 0 0 0 0 0
36.271 0 0 0 0 0 0 0 0 0 0
36.3547 0 0 0 0 0 0 0 0 0 0
36.4386 0 0 0 0 0 0 0 0 0 0
36.5227 0 0 0 0 0 0 0 0 0 0
36.607 0 0 0 0 0 0 0 0 0 0
36.6914 0 0 0 0 0 0 0 0 0 0
36.7761 0 0 0 0 0 0 0 0 0 0
36.861 0 0 0 0 0 0 0 0 0 0
36.946 0 0 0 0 0 0 0 0 0 0
37.0313 0 0 0 0 0 0 0 0 0 0
37.1167 0 0 0 0 0 0 0 0 0 0
37.2024 0 0 0 0 0 0 0 0 0 0
37.2882 0 0 0 0 0 0 0 0 0 0
37.3743 0 0 0 0 0 0 0 0 0 0
37.4605 0 0 0 0 0 0 0 0 0 0
37.5469 0 0 0 0 0 0 0 0 0 0
37.6336 0 0 0 0 0 0 0 0 0 0
37.7204 0 0 0 0 0 0 0 0 0 0
37.8075 0 0 0 0 0 0 0 0 0 0
37.8947 0 0 0 0 0 0 0 0 0 0
37.9822 0 0 0 0 0 0 0 0 0 0
38.0698 0 0 0 0 0 0 0 0 0 0
38.1576 0 0 0 0 0 0 0 0 0 0
38.2457 0 0 0 0 0 0 0 0 0 0
38.334 0 0 0 0 0 0 0 0 0 0
38.4224 0 0 0 0 0 0 0 0 0 0
38.5111 0 0 0 0 0 0 0 0 0 0
38.5999 0 0 0 0 0 0 0 0 0 0
38.689 0 0 0 0 0 0 0 0 0 0
38.7783 0 0 0 0 0 0 0 0 0 0
38.8678 0 0 0 0 0 0 0 0 0 0
38.9575 0 0 0 0 0 0 0 0 0 0
39.0474 0 0 0 0 0 0 0 0 0 0
39.1375 0 0 0 0 0 0 0 0 0 0
39.2278 0 0 0 0 0 0 0 0 0 0
39.3183 0 0 0 0 0 0 0 0 0 0
39.409 0 0 0 0 0 0 0 0 0 0
39.5 0 0 0 0 0 0 0 0 0 0
39.5911 0 0 0 0 0 0 0 0 0 0
39.6825 0 0 0 0 0 0 0 0 0 0
39.774 0 0 0 0 0 0 0 0 0 0
39.8658 0 0 0 0 0 0 0 0 0 0
39.9578 0 0 0 0 0 0 0 0 0 0
40.05 0 0 0 0 0 0 0 0 0 0
40.1424 0 0 0 0 0 0 0 0 0 0
40.2351 0 0 0 0 0 0 0 0 0 0
40.3279 0 0 0 0 0 0 0 0 0 0
40.421 0 0 0 0 0 0 0 0 0 0
40.5142 0 0 0 0 0 0 0 0 0 0
40.6077 0 0 0 0 0 0 0 0 0 0
40.7014 0 0 0 0 0 0 0 0 0 0
40.7953 0 0 0 0 0 0 0 0 0 0
40.8895 0 0 0 0 0 0 0 0 0 0
40.9838 0 0 0 0 0 0 0 0 0 0
41.0784 0 0 0 0 0 0 0 0 0 0
41.1732 0 0 0 0 0 0 0 0 0 0
41.2682 0 0 0 0 0 0 0 0 0 0
41.3634 0 0 0 0 0 0 0 0 0 0
41.4589 0 0 0 0 0 0 0 0 0 0
41.5546 0 0 0 0 0 0 0 0 0 0
41.6504 0 0 0 0 0 0 0 0 0 0
41.7466 0 0 0 0 0 0 0 0 0 0
41.8429 0 0 0 0 0 0 0 0 0 0
41.9394 0 0 0 0 0 0 0 0 0 0
42.0362 0 0 0 0 0 0 0 0 0 0
42.1332 0 0 0 0 0 0 0 0 0 0
42.2304 0 0 0 0 0 0 0 0 0 0
42.3279 0 0 0 0 0 0 0 0 0 0
42.4256 0 0 0 0 0 0 0 0 0 0
42.5235 0 0 0 0 0 0 0 0 0 0
42.6216 0 0 0 0 0 0 0 0 0 0
42.7199 0 0 0 0 0 0 0 0 0 0
42.8185 0 0 0 0 0 0 0 0 0 0
42.9173 0 0 0 0 0 0 0 0 0 0
43.0164 0 0 0 0 0 0 0 0 0 0
43.1156 0 0 0 0 0 0 0 0 0 0
43.2151 0 0 0 0 0 0 0 0 0 0
43.3148 0 0 0 0 0 0 0 0 0 0
43.4148 0 0 0 0 0 0 0 0 0 0
43.515 0 0 0 0 0 0 0 0 0 0
43.6154 0 0 0 0 0 0 0 0 0 0
43.716 0 0 0 0 0 0 0 0 0 0
43.8169 0 0 0 0 0 0 0 0 0 0
43.918 0 0 0 0 0 0 0 0 0 0
44.0194 0 0 0 0 0 0 0 0 0 0
44.1209 0 0 0 0 0 0 0 0 0 0
44.2227 0 0 0 0 0 0 0 0 0 0
44.3248 0 0 0 0 0 0 0 0 0 0
44.4271 0 0 0 0 0 0 0 0 0 0
44.5296 0 0 0 0 0 0 0 0 0 0
44.6323 0 0 0 0 0 0 0 0 0 0
44.7353 0 0 0 0 0 0 0 0 0 0
44.8386 0 0 0 0 0 0 0 0 0 0
44.942 0 0 0 0 0 0 0 0 0 0
45.0457 0 0 0 0 0 0 0 0 0 0
45.1497 0 0 0 0 0 0 0 0 0 0
45.2539 0 0 0 0 0 0 0 0 0 0
45.3583 0 0 0 0 0 0 0 0 0 0
45.463 0 0 0 0 0 0 0 0 0 0
45.5679 0 0 0 0 0 0 0 0 0 0
45.673 0 0 0 0 0 0 0 0 0 0
45.7784 0 0 0 0 0 0 0 0 0 0
45.884 0 0 0 0 0 0 0 0 0 0
45.9899 0 0 0 0 0 0 0 0 0 0
46.096 0 0 0 0 0 0 0 0 0 0
46.2024 0 0 0 0 0 0 0 0 0 0
46.309 0 0 0 0 0 0 0 0 0 0
46.4159 0 0 0 0 0 0 0 0 0 0
46.523 0 0 0 0 0 0 0 0 0 0
46.6303 0 0 0 0 0 0 0 0 0 0
46.738 0 0 0 0 0 0 0 0 0 0
46.8458 0 0 0 0 0 0 0 0 0 0
46.9539 0 0 0 0 0 0 0 0 0 0
