f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f jL1m jL1f jL2m jL2f jL11m jL11f jL21m jL21f jVINm jVINf jVINm jVINf 
0.010975 0.0615347 82.1405 0.0676344 172.147 0.0683778 82.8912 1 -7.21775e-17 0.0683177 172.225 1 90 0.993857 -3.91472 0.0615347 -97.8595 0.993068 86.0916 0.0676344 -7.85319 0.993857 176.085 0.993068 -93.9084
0.0112332 0.0629573 81.9576 0.0691955 171.964 0.0699589 82.7259 1 -7.26484e-17 0.0698945 172.045 1 90 0.993569 -4.00509 0.0629573 -98.0424 0.992743 86.0016 0.0691955 -8.03563 0.993569 175.995 0.992743 -93.9984
0.0114976 0.0644116 81.7706 0.0707912 171.778 0.0715752 82.557 1 -1.9116e-16 0.0715063 171.86 1 90 0.993267 -4.09746 0.0644116 -98.2294 0.992403 85.9097 0.0707912 -8.2222 0.993267 175.903 0.992403 -94.0903
0.0117681 0.0658982 81.5793 0.072422 171.587 0.0732274 82.3842 1 6.26272e-17 0.0731536 171.671 1 90 0.992951 -4.19187 0.0658982 -98.4207 0.992048 85.8158 0.072422 -8.41298 0.992951 175.808 0.992048 -94.1842
0.012045 0.0674177 81.3837 0.0740888 171.392 0.0749163 82.2075 1 6.90024e-17 0.0748373 171.478 1 90 0.992621 -4.28837 0.0674177 -98.6163 0.991676 85.7199 0.0740888 -8.60806 0.992621 175.712 0.991676 -94.2801
0.0123285 0.0689708 81.1836 0.0757922 171.192 0.0766425 82.0268 1 -2.63843e-16 0.0765579 171.281 1 90 0.992276 -4.38698 0.0689708 -98.8164 0.991287 85.6219 0.0757922 -8.80752 0.992276 175.613 0.991287 -94.3781
0.0126186 0.070558 80.9791 0.0775328 170.989 0.0784067 81.8421 1 -4.89193e-16 0.0783161 171.079 1 90 0.991915 -4.48775 0.070558 -99.0209 0.99088 85.5217 0.0775328 -9.01146 0.991915 175.512 0.99088 -94.4783
0.0129155 0.0721801 80.7699 0.0793114 170.78 0.0802096 81.6532 1 -6.39192e-19 0.0801126 170.873 1 90 0.991537 -4.59071 0.0721801 -99.2301 0.990455 85.4195 0.0793114 -9.21996 0.991537 175.409 0.990455 -94.5805
0.0132194 0.0738376 80.556 0.0811286 170.567 0.082052 81.4601 1 2.01019e-16 0.0819482 170.662 1 90 0.991143 -4.69591 0.0738376 -99.444 0.99001 85.315 0.0811286 -9.43312 0.991143 175.304 0.99001 -94.685
0.0135305 0.0755313 80.3373 0.0829851 170.349 0.0839346 81.2627 1 1.30509e-16 0.0838235 170.446 1 90 0.99073 -4.80339 0.0755313 -99.6627 0.989546 85.2083 0.0829851 -9.65102 0.99073 175.197 0.989546 -94.7917
0.0138489 0.0772617 80.1137 0.0848816 170.126 0.0858581 81.0609 1 -3.65869e-16 0.0857392 170.225 1 90 0.990298 -4.91319 0.0772617 -99.8863 0.98906 85.0993 0.0848816 -9.87377 0.990298 175.087 0.98906 -94.9007
0.0141747 0.0790296 79.8852 0.0868188 169.899 0.0878232 80.8546 1 5.35535e-17 0.0876959 170 1 90 0.989846 -5.02534 0.0790296 -100.115 0.988552 84.988 0.0868188 -10.1014 0.989846 174.975 0.988552 -95.012
0.0145083 0.0808355 79.6515 0.0887974 169.666 0.0898307 80.6438 1 -9.09185e-17 0.0896945 169.77 1 90 0.989374 -5.13988 0.0808355 -100.348 0.988021 84.8744 0.0887974 -10.3342 0.989374 174.86 0.988021 -95.1256
0.0148497 0.0826802 79.4127 0.090818 169.428 0.0918813 80.4283 1 -1.14777e-16 0.0917355 169.534 1 90 0.988881 -5.25686 0.0826802 -100.587 0.987466 84.7585 0.090818 -10.572 0.988881 174.743 0.987466 -95.2415
0.0151991 0.0845642 79.1685 0.0928814 169.185 0.0939757 80.2081 1 2.15215e-16 0.0938198 169.294 1 90 0.988365 -5.37632 0.0845642 -100.831 0.986886 84.6401 0.0928814 -10.815 0.988365 174.624 0.986886 -95.3599
0.0155568 0.0864883 78.919 0.0949882 168.937 0.0961147 79.983 1 -2.69529e-16 0.0959479 169.048 1 90 0.987827 -5.49828 0.0864883 -101.081 0.98628 84.5193 0.0949882 -11.0634 0.987827 174.502 0.98628 -95.4807
0.0159228 0.0884531 78.664 0.0971391 168.683 0.098299 79.753 1 -8.09093e-18 0.0981205 168.797 1 90 0.987264 -5.6228 0.0884531 -101.336 0.985647 84.396 0.0971391 -11.3172 0.987264 174.377 0.985647 -95.604
0.0162975 0.0904592 78.4034 0.0993348 168.423 0.100529 79.518 1 -2.14642e-16 0.100338 168.54 1 90 0.986675 -5.74991 0.0904592 -101.597 0.984986 84.2702 0.0993348 -11.5765 0.986675 174.25 0.984986 -95.7298
0.016681 0.0925073 78.137 0.101576 168.159 0.102806 79.2779 1 5.565e-16 0.102602 168.278 1 90 0.986061 -5.87965 0.0925073 -101.863 0.984295 84.1419 0.101576 -11.8414 0.986061 174.12 0.984295 -95.8581
0.0170735 0.0945979 77.8649 0.103863 167.888 0.105131 79.0326 1 5.12016e-16 0.104912 168.01 1 90 0.985419 -6.01206 0.0945979 -102.135 0.983574 84.011 0.103863 -12.112 0.985419 173.988 0.983574 -95.989
0.0174753 0.0967319 77.5868 0.106197 167.612 0.107503 78.782 1 -1.94309e-16 0.10727 167.737 1 90 0.984748 -6.14716 0.0967319 -102.413 0.982821 83.8775 0.106197 -12.3885 0.984748 173.853 0.982821 -96.1225
0.0178865 0.0989096 77.3028 0.108578 167.329 0.109925 78.526 1 1.60828e-16 0.109675 167.457 1 90 0.984048 -6.285 0.0989096 -102.697 0.982035 83.7414 0.108578 -12.6708 0.984048 173.715 0.982035 -96.2586
0.0183074 0.101132 77.0126 0.111007 167.041 0.112396 78.2646 1 -4.81768e-16 0.112129 167.172 1 90 0.983317 -6.42562 0.101132 -102.987 0.981215 83.6026 0.111007 -12.9592 0.983317 173.574 0.981215 -96.3974
0.0187382 0.103399 76.7161 0.113485 166.746 0.114917 77.9976 1 -2.85146e-16 0.114631 166.881 1 90 0.982554 -6.56903 0.103399 -103.284 0.980358 83.4612 0.113485 -13.2536 0.982554 173.431 0.980358 -96.5388
0.0191791 0.105712 76.4134 0.116012 166.446 0.117488 77.725 1 3.8531e-16 0.117184 166.583 1 90 0.981757 -6.71529 0.105712 -103.587 0.979464 83.317 0.116012 -13.5543 0.981757 173.285 0.979464 -96.683
0.0196304 0.108071 76.1042 0.118588 166.139 0.120112 77.4466 1 1.94552e-16 0.119786 166.279 1 90 0.980925 -6.86441 0.108071 -103.896 0.978532 83.1702 0.118588 -13.8613 0.980925 173.136 0.978532 -96.8298
0.0200923 0.110477 75.7884 0.121215 165.825 0.122787 77.1624 1 -1.57707e-16 0.122439 165.969 1 90 0.980058 -7.01644 0.110477 -104.212 0.97756 83.0205 0.121215 -14.1746 0.980058 172.984 0.97756 -96.9795
0.0205651 0.11293 75.466 0.123892 165.506 0.125515 76.8723 1 7.32217e-16 0.125144 165.653 1 90 0.979153 -7.17138 0.11293 -104.534 0.976545 82.8682 0.123892 -14.4945 0.979153 172.829 0.976545 -97.1318
0.021049 0.115431 75.1368 0.12662 165.179 0.128297 76.5762 1 -4.89451e-16 0.1279 165.33 1 90 0.978208 -7.32928 0.115431 -104.863 0.975488 82.713 0.12662 -14.8209 0.978208 172.671 0.975488 -97.287
0.0215443 0.11798 74.8007 0.129401 164.846 0.131132 76.274 1 -6.0388e-17 0.130708 165 1 90 0.977224 -7.49016 0.11798 -105.199 0.974385 82.5551 0.129401 -15.1541 0.977224 172.51 0.974385 -97.4449
0.0220513 0.120577 74.4577 0.132233 164.506 0.134021 75.9657 1 -2.85316e-16 0.133569 164.664 1 90 0.976197 -7.65403 0.120577 -105.542 0.973236 82.3943 0.132233 -15.4939 0.976197 172.346 0.973236 -97.6057
0.0225702 0.123224 74.1076 0.135117 164.159 0.136965 75.6511 1 -9.54943e-16 0.136482 164.321 1 90 0.975127 -7.82091 0.123224 -105.892 0.972039 82.2307 0.135117 -15.8407 0.975127 172.179 0.972039 -97.7693
0.0231013 0.12592 73.7504 0.138054 163.806 0.139965 75.3301 1 9.90271e-17 0.139449 163.971 1 90 0.974011 -7.99083 0.12592 -106.25 0.970791 82.0644 0.138054 -16.1944 0.974011 172.009 0.970791 -97.9356
0.0236449 0.128666 73.3859 0.141044 163.445 0.143019 75.0027 1 -2.11646e-16 0.14247 163.614 1 90 0.972849 -8.16379 0.128666 -106.614 0.969492 81.8952 0.141044 -16.5552 0.972849 171.836 0.969492 -98.1048
0.0242013 0.131462 73.014 0.144088 163.077 0.14613 74.6689 1 -7.37852e-16 0.145544 163.25 1 90 0.971638 -8.33981 0.131462 -106.986 0.96814 81.7232 0.144088 -16.923 0.971638 171.66 0.96814 -98.2768
0.0247708 0.134309 72.6346 0.147185 162.702 0.149297 74.3284 1 5.97361e-16 0.148672 162.879 1 90 0.970377 -8.5189 0.134309 -107.365 0.966732 81.5484 0.147185 -17.2981 0.970377 171.481 0.966732 -98.4516
0.0253536 0.137206 72.2477 0.150335 162.32 0.152521 73.9814 1 -2.40083e-16 0.151855 162.501 1 90 0.969065 -8.70105 0.137206 -107.752 0.965266 81.3708 0.150335 -17.6804 0.969065 171.299 0.965266 -98.6292
0.0259502 0.140154 71.8531 0.153539 161.93 0.155802 73.6276 1 5.82618e-16 0.155091 162.116 1 90 0.967698 -8.88627 0.140154 -108.147 0.963742 81.1905 0.153539 -18.0701 0.967698 171.114 0.963742 -98.8095
0.0265609 0.143153 71.4508 0.156797 161.533 0.159139 73.267 1 -6.37428e-16 0.158382 161.723 1 90 0.966276 -9.07455 0.143153 -108.549 0.962156 81.0074 0.156797 -18.4672 0.966276 170.925 0.962156 -98.9926
0.0271859 0.146203 71.0407 0.160108 161.128 0.162533 72.8996 1 1.02175e-15 0.161727 161.323 1 90 0.964796 -9.26589 0.146203 -108.959 0.960508 80.8216 0.160108 -18.8718 0.964796 170.734 0.960508 -99.1784
0.0278256 0.149304 70.6228 0.163473 160.716 0.165985 72.5253 1 7.48058e-17 0.165126 160.915 1 90 0.963258 -9.46027 0.149304 -109.377 0.958794 80.6331 0.163473 -19.2839 0.963258 170.54 0.958794 -99.3669
0.0284804 0.152456 70.1968 0.166892 160.296 0.169493 72.1441 1 -2.84223e-16 0.168578 160.5 1 90 0.961658 -9.65767 0.152456 -109.803 0.957014 80.4419 0.166892 -19.7036 0.961658 170.342 0.957014 -99.5581
0.0291505 0.155659 69.7628 0.170363 159.869 0.173059 71.7559 1 -3.59335e-16 0.172085 160.078 1 90 0.959996 -9.85808 0.155659 -110.237 0.955165 80.2482 0.170363 -20.131 0.959996 170.142 0.955165 -99.7518
0.0298365 0.158912 69.3207 0.173887 159.434 0.176681 71.3606 1 -1.15131e-15 0.175644 159.648 1 90 0.958268 -10.0615 0.158912 -110.679 0.953245 80.0519 0.173887 -20.566 0.958268 169.939 0.953245 -99.9481
0.0305386 0.162216 68.8704 0.177463 158.991 0.180359 70.9583 1 -4.00644e-16 0.179257 159.21 1 90 0.956474 -10.2678 0.162216 -111.13 0.951252 79.8531 0.177463 -21.0088 0.956474 169.732 0.951252 -100.147
0.0312572 0.16557 68.4118 0.181091 158.541 0.184094 70.5488 1 -2.52112e-16 0.182922 158.765 1 90 0.954611 -10.477 0.16557 -111.588 0.949185 79.6518 0.181091 -21.4593 0.954611 169.523 0.949185 -100.348
0.0319927 0.168973 67.9451 0.18477 158.082 0.187885 70.1323 1 -3.0553e-16 0.186638 158.312 1 90 0.952678 -10.6891 0.168973 -112.055 0.947041 79.4482 0.18477 -21.9177 0.952678 169.311 0.947041 -100.552
0.0327455 0.172426 67.4699 0.1885 157.616 0.19173 69.7086 1 -2.96548e-16 0.190406 157.851 1 90 0.950673 -10.9039 0.172426 -112.53 0.944818 79.2424 0.1885 -22.3838 0.950673 169.096 0.944818 -100.758
0.033516 0.175927 66.9865 0.19228 157.142 0.195631 69.2777 1 7.51094e-16 0.194224 157.382 1 90 0.948593 -11.1215 0.175927 -113.014 0.942515 79.0343 0.19228 -22.8577 0.948593 168.878 0.942515 -100.966
0.0343047 0.179476 66.4946 0.196108 156.661 0.199585 68.8397 1 -5.56289e-18 0.198091 156.906 1 90 0.946437 -11.3418 0.179476 -113.505 0.940129 78.8242 0.196108 -23.3394 0.946437 168.658 0.940129 -101.176
0.0351119 0.183072 65.9943 0.199984 156.171 0.203592 68.3946 1 4.24698e-17 0.202006 156.423 1 90 0.944203 -11.5647 0.183072 -114.006 0.93766 78.612 0.199984 -23.829 0.944203 168.435 0.93766 -101.388
0.0359381 0.186715 65.4856 0.203907 155.674 0.207652 67.9423 1 -1.77842e-16 0.205969 155.931 1 90 0.941889 -11.7901 0.186715 -114.514 0.935105 78.398 0.203907 -24.3263 0.941889 168.21 0.935105 -101.602
0.0367838 0.190403 64.9684 0.207875 155.169 0.211763 67.4828 1 -1.2993e-16 0.209977 155.432 1 90 0.939495 -12.0179 0.190403 -115.032 0.932462 78.1822 0.207875 -24.8314 0.939495 167.982 0.932462 -101.818
0.0376494 0.194135 64.4429 0.211888 154.656 0.215923 67.0163 1 -2.21992e-16 0.21403 154.925 1 90 0.937017 -12.248 0.194135 -115.557 0.92973 77.9649 0.211888 -25.3443 0.937017 167.752 0.92973 -102.035
0.0385353 0.19791 63.9089 0.215943 154.135 0.220133 66.5428 1 -6.18844e-16 0.218127 154.411 1 90 0.934454 -12.4804 0.19791 -116.091 0.926908 77.746 0.215943 -25.8648 0.934454 167.52 0.926908 -102.254
0.0394421 0.201727 63.3664 0.22004 153.607 0.22439 66.0623 1 7.71719e-16 0.222265 153.89 1 90 0.931806 -12.7148 0.201727 -116.634 0.923993 77.5258 0.22004 -26.3929 0.931806 167.285 0.923993 -102.474
0.0403702 0.205585 62.8157 0.224176 153.071 0.228693 65.5748 1 -7.5347e-16 0.226443 153.361 1 90 0.929069 -12.9513 0.205585 -117.184 0.920985 77.3045 0.224176 -26.9286 0.929069 167.049 0.920985 -102.696
0.0413201 0.209481 62.2565 0.228349 152.528 0.23304 65.0805 1 -3.83186e-16 0.230659 152.824 1 90 0.926244 -13.1895 0.209481 -117.743 0.917883 77.0821 0.228349 -27.4718 0.926244 166.81 0.917883 -102.918
0.0422924 0.213415 61.6891 0.232559 151.978 0.23743 64.5795 1 -2.58709e-16 0.234911 152.281 1 90 0.923328 -13.4295 0.213415 -118.311 0.914685 76.859 0.232559 -28.0224 0.923328 166.57 0.914685 -103.141
0.0432876 0.217384 61.1135 0.236802 151.42 0.241861 64.0717 1 -1.22325e-15 0.239198 151.73 1 90 0.920321 -13.671 0.217384 -118.887 0.911391 76.6352 0.236802 -28.5802 0.920321 166.329 0.911391 -103.365
0.0443062 0.221388 60.5297 0.241078 150.855 0.24633 63.5574 1 1.22061e-15 0.243517 151.172 1 90 0.917222 -13.914 0.221388 -119.47 0.907999 76.4111 0.241078 -29.1453 0.917222 166.086 0.907999 -103.589
0.0453488 0.225423 59.9378 0.245382 150.283 0.250837 63.0367 1 -1.27395e-15 0.247865 150.608 1 90 0.91403 -14.1581 0.225423 -120.062 0.90451 76.1867 0.245382 -29.7174 0.91403 165.842 0.90451 -103.813
0.0464159 0.229488 59.338 0.249714 149.704 0.255377 62.5096 1 1.81721e-15 0.252241 150.036 1 90 0.910743 -14.4032 0.229488 -120.662 0.900922 75.9624 0.249714 -30.2964 0.910743 165.597 0.900922 -104.038
0.0475081 0.23358 58.7303 0.254071 149.118 0.259951 61.9764 1 9.84944e-16 0.256642 149.458 1 90 0.907362 -14.6492 0.23358 -121.27 0.897235 75.7383 0.254071 -30.8822 0.907362 165.351 0.897235 -104.262
0.048626 0.237698 58.1148 0.258449 148.525 0.264554 61.4371 1 -1.15388e-15 0.261065 148.874 1 90 0.903886 -14.8959 0.237698 -121.885 0.89345 75.5147 0.258449 -31.4745 0.903886 165.104 0.89345 -104.485
0.0497702 0.241839 57.4918 0.262847 147.927 0.269184 60.8921 1 -1.23677e-17 0.265507 148.283 1 90 0.900315 -15.1429 0.241839 -122.508 0.889566 75.2919 0.262847 -32.0733 0.900315 164.857 0.889566 -104.708
0.0509414 0.246001 56.8612 0.267262 147.322 0.273839 60.3413 1 7.38637e-17 0.269967 147.687 1 90 0.896649 -15.3902 0.246001 -123.139 0.885585 75.0701 0.267262 -32.6784 0.896649 164.61 0.885585 -104.93
0.0521401 0.25018 56.2234 0.27169 146.711 0.278516 59.7852 1 1.43152e-15 0.27444 147.084 1 90 0.892888 -15.6375 0.25018 -123.777 0.881505 74.8496 0.27169 -33.2895 0.892888 164.362 0.881505 -105.15
0.053367 0.254375 55.5784 0.276129 146.094 0.283212 59.2238 1 7.79088e-16 0.278925 146.476 1 90 0.889032 -15.8846 0.254375 -124.422 0.877329 74.6307 0.276129 -33.9064 0.889032 164.115 0.877329 -105.369
0.0546228 0.258583 54.9264 0.280577 145.471 0.287924 58.6573 1 8.96045e-16 0.283417 145.862 1 90 0.885082 -16.1311 0.258583 -125.074 0.873057 74.4136 0.280577 -34.5289 0.885082 163.869 0.873057 -105.586
0.0559081 0.2628 54.2676 0.285028 144.843 0.292649 58.0861 1 -2.99312e-16 0.287914 145.244 1 90 0.881038 -16.3769 0.2628 -125.732 0.86869 74.1987 0.285028 -35.1567 0.881038 163.623 0.86869 -105.801
0.0572237 0.267024 53.6023 0.289482 144.21 0.297385 57.5103 1 4.44366e-16 0.292413 144.62 1 90 0.876903 -16.6218 0.267024 -126.398 0.864231 73.9862 0.289482 -35.7897 0.876903 163.378 0.864231 -106.014
0.0585702 0.271252 52.9306 0.293933 143.573 0.302127 56.9303 1 4.68805e-16 0.29691 143.992 1 90 0.872677 -16.8654 0.271252 -127.069 0.859681 73.7765 0.293933 -36.4275 0.872677 163.135 0.859681 -106.223
0.0599484 0.27548 52.2528 0.29838 142.93 0.306872 56.3463 1 -5.56352e-16 0.301403 143.36 1 90 0.868361 -17.1074 0.27548 -127.747 0.855041 73.5699 0.29838 -37.0698 0.868361 162.893 0.855041 -106.43
0.0613591 0.279707 51.5691 0.302819 142.283 0.311618 55.7586 1 -1.7819e-15 0.305887 142.723 1 90 0.863958 -17.3477 0.279707 -128.431 0.850315 73.3667 0.302819 -37.7165 0.863958 162.652 0.850315 -106.633
0.0628029 0.283928 50.8797 0.307246 141.633 0.316361 55.1674 1 -7.98863e-16 0.310359 142.083 1 90 0.859469 -17.586 0.283928 -129.12 0.845504 73.1671 0.307246 -38.3672 0.859469 162.414 0.845504 -106.833
0.0642807 0.28814 50.185 0.311658 140.978 0.321097 54.5732 1 -2.43196e-15 0.314816 141.439 1 90 0.854896 -17.8218 0.28814 -129.815 0.840612 72.9717 0.311658 -39.0215 0.854896 162.178 0.840612 -107.028
0.0657933 0.29234 49.4851 0.316052 140.321 0.325823 53.9762 1 1.63652e-15 0.319255 140.792 1 90 0.850243 -18.0551 0.29234 -130.515 0.835642 72.7805 0.316052 -39.6793 0.850243 161.945 0.835642 -107.219
0.0673415 0.296526 48.7804 0.320425 139.66 0.330536 53.3767 1 6.52792e-16 0.323673 140.142 1 90 0.845512 -18.2854 0.296526 -131.22 0.830597 72.5941 0.320425 -40.34 0.845512 161.715 0.830597 -107.406
0.0689261 0.300693 48.0712 0.324772 138.996 0.335233 52.7751 1 -5.41658e-16 0.328065 139.49 1 90 0.840706 -18.5126 0.300693 -131.929 0.825481 72.4127 0.324772 -41.0036 0.840706 161.487 0.825481 -107.587
0.070548 0.304839 47.3576 0.329092 138.331 0.339909 52.1718 1 1.73399e-15 0.332429 138.836 1 90 0.835828 -18.7363 0.304839 -132.642 0.820297 72.2366 0.329092 -41.6695 0.835828 161.264 0.820297 -107.763
0.0722081 0.30896 46.6402 0.33338 137.663 0.344562 51.567 1 -1.48554e-15 0.336762 138.18 1 90 0.830882 -18.9562 0.30896 -133.36 0.81505 72.0662 0.33338 -42.3375 0.830882 161.044 0.81505 -107.934
0.0739072 0.313053 45.919 0.337634 136.993 0.349188 50.9612 1 1.40422e-16 0.341059 137.522 1 90 0.825871 -19.1721 0.313053 -134.081 0.809744 71.9017 0.337634 -43.0071 0.825871 160.828 0.809744 -108.098
0.0756463 0.317116 45.1945 0.341851 136.322 0.353785 50.3548 1 -2.97073e-15 0.345319 136.864 1 90 0.820799 -19.3837 0.317116 -134.805 0.804383 71.7435 0.341851 -43.6782 0.820799 160.616 0.804383 -108.256
0.0774264 0.321144 44.467 0.346026 135.65 0.358348 49.748 1 1.11133e-15 0.349538 136.204 1 90 0.815671 -19.5908 0.321144 -135.533 0.798971 71.592 0.346026 -44.3502 0.815671 160.409 0.798971 -108.408
0.0792483 0.325135 43.7368 0.350158 134.977 0.362875 49.1413 1 3.08614e-15 0.353712 135.545 1 90 0.810491 -19.793 0.325135 -136.263 0.793515 71.4472 0.350158 -45.0229 0.810491 160.207 0.793515 -108.553
0.0811131 0.329087 43.0042 0.354243 134.304 0.367362 48.5351 1 1.98426e-15 0.35784 134.885 1 90 0.805263 -19.9902 0.329087 -136.996 0.788019 71.3097 0.354243 -45.6959 0.805263 160.01 0.788019 -108.69
0.0830218 0.332995 42.2695 0.35828 133.631 0.371807 47.9297 1 -1.86286e-15 0.361918 134.226 1 90 0.799992 -20.1821 0.332995 -137.73 0.782487 71.1795 0.35828 -46.3689 0.799992 159.818 0.782487 -108.82
0.0849753 0.336858 41.5331 0.362264 132.959 0.376207 47.3256 1 2.51546e-15 0.365944 133.567 1 90 0.794683 -20.3685 0.336858 -138.467 0.776926 71.0571 0.362264 -47.0414 0.794683 159.632 0.776926 -108.943
0.0869749 0.340672 40.7952 0.366194 132.287 0.38056 46.7231 1 2.24311e-15 0.369915 132.91 1 90 0.789341 -20.5491 0.340672 -139.205 0.771341 70.9425 0.366194 -47.7132 0.789341 159.451 0.771341 -109.057
0.0890215 0.344436 40.0563 0.370067 131.616 0.384861 46.1226 1 1.78297e-15 0.373828 132.254 1 90 0.783971 -20.7237 0.344436 -139.944 0.765737 70.8362 0.370067 -48.3838 0.783971 159.276 0.765737 -109.164
0.0911163 0.348146 39.3166 0.373881 130.947 0.38911 45.5245 1 -4.11272e-16 0.377682 131.6 1 90 0.778577 -20.8923 0.348146 -140.683 0.76012 70.7382 0.373881 -49.053 0.778577 159.108 0.76012 -109.262
0.0932603 0.3518 38.5764 0.377634 130.28 0.393304 44.9293 1 -1.97366e-15 0.381475 130.948 1 90 0.773166 -21.0545 0.3518 -141.424 0.754494 70.6488 0.377634 -49.7203 0.773166 158.946 0.754494 -109.351
0.0954548 0.355396 37.8361 0.381324 129.615 0.39744 44.3372 1 -5.26048e-16 0.385203 130.298 1 90 0.767743 -21.2102 0.355396 -142.164 0.748867 70.5682 0.381324 -50.3855 0.767743 158.79 0.748867 -109.432
0.097701 0.358932 37.0959 0.384949 128.952 0.401517 43.7486 1 -1.21134e-15 0.388867 129.652 1 90 0.762312 -21.3594 0.358932 -142.904 0.743244 70.4965 0.384949 -51.0482 0.762312 158.641 0.743244 -109.504
0.1 0.362406 36.3562 0.388508 128.292 0.405533 43.164 1 -2.68888e-15 0.392463 129.008 1 90 0.75688 -21.5019 0.362406 -143.644 0.737629 70.4338 0.388508 -51.7081 0.75688 158.498 0.737629 -109.566
0.102353 0.365816 35.6172 0.391998 127.635 0.409486 42.5837 1 -2.13585e-15 0.39599 128.368 1 90 0.751451 -21.6375 0.365816 -144.383 0.732029 70.3803 0.391998 -52.3649 0.751451 158.362 0.732029 -109.62
0.104762 0.369161 34.8793 0.395419 126.982 0.413375 42.008 1 2.17019e-15 0.399448 127.732 1 90 0.74603 -21.7663 0.369161 -145.121 0.72645 70.3362 0.395419 -53.0182 0.74603 158.234 0.72645 -109.664
0.107227 0.372439 34.1427 0.39877 126.332 0.417198 41.4373 1 -4.74349e-15 0.402834 127.1 1 90 0.740624 -21.8882 0.372439 -145.857 0.720895 70.3013 0.39877 -53.6678 0.740624 158.112 0.720895 -109.699
0.10975 0.375648 33.4077 0.402049 125.687 0.420954 40.872 1 -2.83924e-16 0.406148 126.473 1 90 0.735237 -22.003 0.375648 -146.592 0.715372 70.2759 0.402049 -54.3134 0.735237 157.997 0.715372 -109.724
0.112332 0.378788 32.6745 0.405255 125.045 0.424643 40.3124 1 -9.12092e-16 0.409389 125.85 1 90 0.729875 -22.1109 0.378788 -147.326 0.709885 70.26 0.405255 -54.9546 0.729875 157.889 0.709885 -109.74
0.114976 0.381857 31.9433 0.408389 124.409 0.428264 39.7588 1 2.04008e-15 0.412557 125.232 1 90 0.724541 -22.2118 0.381857 -148.057 0.704439 70.2535 0.408389 -55.5913 0.724541 157.788 0.704439 -109.746
0.117681 0.384855 31.2145 0.411449 123.777 0.431816 39.2116 1 -4.90461e-16 0.41565 124.62 1 90 0.719242 -22.3058 0.384855 -148.785 0.699039 70.2565 0.411449 -56.2232 0.719242 157.694 0.699039 -109.744
0.12045 0.38778 30.4883 0.414435 123.15 0.435298 38.671 1 1.08156e-15 0.418668 124.013 1 90 0.713981 -22.3929 0.38778 -149.512 0.693689 70.2689 0.414435 -56.85 0.713981 157.607 0.693689 -109.731
0.123285 0.390632 29.7647 0.417346 122.529 0.438711 38.1373 1 -2.63278e-15 0.421612 123.412 1 90 0.708763 -22.4732 0.390632 -150.235 0.688395 70.2906 0.417346 -57.4715 0.708763 157.527 0.688395 -109.709
0.126186 0.393411 29.0442 0.420184 121.913 0.442055 37.6109 1 -9.45888e-17 0.424481 122.816 1 90 0.703594 -22.5468 0.393411 -150.956 0.68316 70.3216 0.420184 -58.0875 0.703594 157.453 0.68316 -109.678
0.129155 0.396115 28.3267 0.422947 121.302 0.445329 37.0919 1 2.5198e-15 0.427275 122.228 1 90 0.698475 -22.6138 0.396115 -151.673 0.677989 70.3618 0.422947 -58.6977 0.698475 157.386 0.677989 -109.638
0.132194 0.398746 27.6126 0.425636 120.698 0.448534 36.5807 1 -5.05631e-16 0.429994 121.645 1 90 0.693412 -22.6744 0.398746 -152.387 0.672885 70.4111 0.425636 -59.302 0.693412 157.326 0.672885 -109.589
0.135305 0.401302 26.9019 0.428251 120.1 0.451671 36.0775 1 1.20688e-15 0.432638 121.069 1 90 0.688409 -22.7287 0.401302 -153.098 0.667852 70.4692 0.428251 -59.9002 0.688409 157.271 0.667852 -109.531
0.138489 0.403784 26.1949 0.430792 119.508 0.454739 35.5826 1 1.43387e-15 0.435209 120.5 1 90 0.683468 -22.777 0.403784 -153.805 0.662895 70.5361 0.430792 -60.4921 0.683468 157.223 0.662895 -109.464
0.141747 0.406192 25.4915 0.433261 118.922 0.457741 35.0961 1 1.95897e-15 0.437706 119.938 1 90 0.678594 -22.8194 0.406192 -154.508 0.658014 70.6115 0.433261 -61.0775 0.678594 157.181 0.658014 -109.388
0.145083 0.408526 24.792 0.435658 118.344 0.460676 34.6182 1 1.44707e-15 0.440131 119.383 1 90 0.673788 -22.8562 0.408526 -155.208 0.653215 70.6954 0.435658 -61.6564 0.673788 157.144 0.653215 -109.305
0.148497 0.410787 24.0965 0.437983 117.771 0.463546 34.1493 1 -1.53856e-16 0.442483 118.835 1 90 0.669054 -22.8876 0.410787 -155.903 0.648499 70.7873 0.437983 -62.2286 0.669054 157.112 0.648499 -109.213
0.151991 0.412974 23.405 0.440237 117.206 0.466352 33.6893 1 -4.73391e-16 0.444764 118.295 1 90 0.664395 -22.9139 0.412974 -156.595 0.643869 70.8871 0.440237 -62.7939 0.664395 157.086 0.643869 -109.113
0.155568 0.415089 22.7177 0.442422 116.648 0.469096 33.2386 1 1.65204e-15 0.446975 117.762 1 90 0.659812 -22.9354 0.415089 -157.282 0.639327 70.9946 0.442422 -63.3523 0.659812 157.065 0.639327 -109.005
