f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f jL1m jL1f jL2m jL2f jL11m jL11f jL21m jL21f jVINm jVINf jVINm jVINf 
0.159228 0.417131 22.0345 0.444538 116.096 0.471778 32.7973 1 1.76823e-15 0.449117 117.237 1 90 0.655308 -22.9523 0.417131 -157.966 0.634875 71.1095 0.444538 -63.9037 0.655308 157.048 0.634875 -108.89
0.162975 0.419103 21.3555 0.446586 115.552 0.474401 32.3654 1 -3.93885e-15 0.451191 116.719 1 90 0.650884 -22.9651 0.419103 -158.645 0.630515 71.2315 0.446586 -64.4479 0.650884 157.035 0.630515 -108.769
0.16681 0.421003 20.6808 0.448568 115.015 0.476966 31.9432 1 -6.68937e-16 0.453197 116.21 1 90 0.646541 -22.9739 0.421003 -159.319 0.626248 71.3603 0.448568 -64.985 0.646541 157.026 0.626248 -108.64
0.170735 0.422834 20.0103 0.450484 114.485 0.479475 31.5308 1 -9.03153e-16 0.455138 115.708 1 90 0.642282 -22.9792 0.422834 -159.99 0.622075 71.4956 0.450484 -65.5149 0.642282 157.021 0.622075 -108.504
0.174753 0.424596 19.3442 0.452336 113.963 0.48193 31.1283 1 -9.16951e-16 0.457015 115.214 1 90 0.638107 -22.9813 0.424596 -160.656 0.617998 71.6371 0.452336 -66.0374 0.638107 157.019 0.617998 -108.363
0.178865 0.426289 18.6823 0.454126 113.447 0.484332 30.7357 1 -5.73963e-16 0.458828 114.729 1 90 0.634017 -22.9805 0.426289 -161.318 0.614017 71.7845 0.454126 -66.5526 0.634017 157.019 0.614017 -108.215
0.183074 0.427915 18.0247 0.455854 112.939 0.486685 30.3531 1 -1.72391e-15 0.460579 114.251 1 90 0.630012 -22.9773 0.427915 -161.975 0.610132 71.9375 0.455854 -67.0605 0.630012 157.023 0.610132 -108.063
0.187382 0.429475 17.3714 0.457522 112.439 0.488989 29.9807 1 -1.05094e-15 0.46227 113.781 1 90 0.626093 -22.9719 0.429475 -162.629 0.606345 72.0957 0.457522 -67.561 0.626093 157.028 0.606345 -107.904
0.191791 0.43097 16.7222 0.459131 111.946 0.491247 29.6184 1 3.00658e-15 0.463902 113.32 1 90 0.622259 -22.9649 0.43097 -163.278 0.602654 72.2588 0.459131 -68.0542 0.622259 157.035 0.602654 -107.741
0.196304 0.4324 16.0772 0.460683 111.46 0.493461 29.2664 1 2.1767e-15 0.465476 112.866 1 90 0.618511 -22.9565 0.4324 -163.923 0.599061 72.4264 0.460683 -68.5399 0.618511 157.044 0.599061 -107.574
0.200923 0.433767 15.4363 0.462179 110.982 0.495634 28.9246 1 1.40851e-15 0.466995 112.421 1 90 0.614848 -22.9471 0.433767 -164.564 0.595565 72.5983 0.462179 -69.0183 0.614848 157.053 0.595565 -107.402
0.205651 0.435072 14.7994 0.46362 110.511 0.497769 28.5931 1 4.35687e-15 0.468458 111.984 1 90 0.61127 -22.9372 0.435072 -165.201 0.592165 72.7741 0.46362 -69.4893 0.61127 157.063 0.592165 -107.226
0.21049 0.436315 14.1664 0.465009 110.047 0.499866 28.2719 1 2.11966e-15 0.469869 111.555 1 90 0.607776 -22.9271 0.436315 -165.834 0.58886 72.9535 0.465009 -69.9531 0.607776 157.073 0.58886 -107.047
0.215443 0.437498 13.5373 0.466346 109.59 0.50193 27.961 1 -2.70895e-16 0.471227 111.134 1 90 0.604365 -22.9172 0.437498 -166.463 0.585651 73.136 0.466346 -70.4095 0.604365 157.083 0.585651 -106.864
0.220513 0.438622 12.9119 0.467633 109.141 0.503962 27.6604 1 -2.51665e-17 0.472536 110.721 1 90 0.601036 -22.9079 0.438622 -167.088 0.582536 73.3215 0.467633 -70.8587 0.601036 157.092 0.582536 -106.679
0.225702 0.439687 12.2902 0.468871 108.699 0.505964 27.3701 1 1.66045e-15 0.473796 110.316 1 90 0.597788 -22.8996 0.439687 -167.71 0.579515 73.5095 0.468871 -71.3007 0.597788 157.1 0.579515 -106.491
0.231013 0.440695 11.672 0.470062 108.264 0.507941 27.09 1 8.00027e-16 0.475008 109.919 1 90 0.594619 -22.8927 0.440695 -168.328 0.576585 73.6998 0.470062 -71.7356 0.594619 157.107 0.576585 -106.3
0.236449 0.441646 11.0571 0.471207 107.837 0.509893 26.8201 1 -4.01681e-15 0.476175 109.53 1 90 0.591528 -22.8876 0.441646 -168.943 0.573746 73.8919 0.471207 -72.1634 0.591528 157.112 0.573746 -106.108
0.242013 0.442542 10.4456 0.472308 107.416 0.511825 26.5605 1 -4.60482e-16 0.477297 109.149 1 90 0.588513 -22.8845 0.442542 -169.554 0.570997 74.0857 0.472308 -72.5841 0.588513 157.115 0.570997 -105.914
0.247708 0.443384 9.83718 0.473366 107.002 0.513738 26.3109 1 3.57883e-15 0.478376 108.776 1 90 0.585573 -22.884 0.443384 -170.163 0.568336 74.2808 0.473366 -72.998 0.585573 157.116 0.568336 -105.719
0.253536 0.444171 9.23175 0.474382 106.595 0.515635 26.0714 1 4.63602e-15 0.479414 108.411 1 90 0.582705 -22.8864 0.444171 -170.768 0.565761 74.4769 0.474382 -73.4049 0.582705 157.114 0.565761 -105.523
0.259502 0.444906 8.62916 0.475358 106.195 0.517518 25.8419 1 2.29941e-15 0.480412 108.053 1 90 0.579907 -22.892 0.444906 -171.371 0.563271 74.6738 0.475358 -73.8051 0.579907 157.108 0.563271 -105.326
0.265609 0.445589 8.02925 0.476294 105.801 0.519392 25.6223 1 5.1393e-16 0.481371 107.704 1 90 0.577177 -22.9011 0.445589 -171.971 0.560865 74.8711 0.476294 -74.1985 0.577177 157.099 0.560865 -105.129
0.271859 0.44622 7.43187 0.477194 105.415 0.521257 25.4125 1 1.61865e-16 0.482292 107.361 1 90 0.574514 -22.9142 0.44622 -172.568 0.55854 75.0685 0.477194 -74.5854 0.574514 157.086 0.55854 -104.931
0.278256 0.4468 6.83684 0.478057 105.034 0.523118 25.2125 1 2.34939e-15 0.483178 107.027 1 90 0.571915 -22.9316 0.4468 -173.163 0.556294 75.2659 0.478057 -74.9657 0.571915 157.068 0.556294 -104.734
0.284804 0.44733 6.244 0.478884 104.66 0.524977 25.022 1 5.96585e-15 0.484028 106.7 1 90 0.569377 -22.9535 0.44733 -173.756 0.554127 75.4629 0.478884 -75.3396 0.569377 157.047 0.554127 -104.537
0.291505 0.447811 5.65317 0.479678 104.293 0.526836 24.8411 1 8.65946e-16 0.484845 106.38 1 90 0.566898 -22.9803 0.447811 -174.347 0.552036 75.6594 0.479678 -75.7072 0.566898 157.02 0.552036 -104.341
0.298365 0.448243 5.06417 0.480439 103.932 0.528699 24.6695 1 -1.89966e-15 0.48563 106.068 1 90 0.564476 -23.0124 0.448243 -174.936 0.550018 75.855 0.480439 -76.0685 0.564476 156.988 0.550018 -104.145
0.305386 0.448627 4.47684 0.481169 103.576 0.530568 24.5072 1 1.42626e-15 0.486383 105.763 1 90 0.562108 -23.0499 0.448627 -175.523 0.548074 76.0496 0.481169 -76.4237 0.562108 156.95 0.548074 -103.95
0.312572 0.448963 3.89097 0.481868 103.227 0.532446 24.354 1 -6.59056e-15 0.487107 105.465 1 90 0.559791 -23.0933 0.448963 -176.109 0.546199 76.2429 0.481868 -76.7728 0.559791 156.907 0.546199 -103.757
0.319927 0.449251 3.30639 0.482538 102.884 0.534336 24.2098 1 2.27196e-15 0.487802 105.175 1 90 0.557524 -23.1427 0.449251 -176.694 0.544393 76.4348 0.482538 -77.1161 0.557524 156.857 0.544393 -103.565
0.327455 0.449492 2.7229 0.483179 102.547 0.53624 24.0743 1 -6.64553e-15 0.488469 104.891 1 90 0.555302 -23.1985 0.449492 -177.277 0.542654 76.6251 0.483179 -77.4535 0.555302 156.801 0.542654 -103.375
0.33516 0.449686 2.14032 0.483794 102.215 0.538162 23.9475 1 1.46267e-15 0.48911 104.614 1 90 0.553124 -23.261 0.449686 -177.86 0.540979 76.8135 0.483794 -77.7852 0.553124 156.739 0.540979 -103.186
0.343047 0.449834 1.55846 0.484382 101.889 0.540105 23.8291 1 -2.62111e-16 0.489725 104.345 1 90 0.550987 -23.3303 0.449834 -178.442 0.539368 76.9999 0.484382 -78.1114 0.550987 156.67 0.539368 -103
0.351119 0.449935 0.977116 0.484945 101.568 0.54207 23.719 1 -2.66815e-15 0.490316 104.082 1 90 0.548888 -23.4067 0.449935 -179.023 0.537817 77.1842 0.484945 -78.432 0.548888 156.593 0.537817 -102.816
0.359381 0.449989 0.396101 0.485484 101.253 0.544061 23.6169 1 -1.74611e-15 0.490883 103.826 1 90 0.546824 -23.4904 0.449989 -179.604 0.536325 77.3662 0.485484 -78.7473 0.546824 156.51 0.536325 -102.634
0.367838 0.449998 -0.184782 0.486 100.943 0.546082 23.5228 1 -1.22229e-15 0.491428 103.576 1 90 0.544793 -23.5818 0.449998 179.815 0.53489 77.5457 0.486 -79.0573 0.544793 156.418 0.53489 -102.454
0.376494 0.44996 -0.765727 0.486493 100.638 0.548133 23.4363 1 9.9381e-16 0.491951 103.333 1 90 0.542791 -23.6809 0.44996 179.234 0.53351 77.7226 0.486493 -79.3622 0.542791 156.319 0.53351 -102.277
0.385353 0.449876 -1.34693 0.486964 100.338 0.550219 23.3572 1 -1.97911e-15 0.492454 103.096 1 90 0.540817 -23.7881 0.449876 178.653 0.532185 77.8967 0.486964 -79.6621 0.540817 156.212 0.532185 -102.103
0.394421 0.449745 -1.92858 0.487415 100.043 0.552342 23.2854 1 -1.24679e-15 0.492937 102.866 1 90 0.538866 -23.9034 0.449745 178.071 0.53091 78.0681 0.487415 -79.9571 0.538866 156.097 0.53091 -101.932
0.403702 0.449568 -2.51088 0.487846 99.7528 0.554505 23.2205 1 -4.48397e-16 0.493401 102.642 1 90 0.536937 -24.0272 0.449568 177.489 0.529686 78.2365 0.487846 -80.2472 0.536937 155.973 0.529686 -101.764
0.413201 0.449344 -3.09401 0.488258 99.4673 0.55671 23.1623 1 4.15075e-16 0.493848 102.425 1 90 0.535027 -24.1595 0.449344 176.906 0.52851 78.4018 0.488258 -80.5327 0.535027 155.841 0.52851 -101.598
0.422924 0.449073 -3.67817 0.488651 99.1863 0.558961 23.1105 1 -1.02875e-14 0.494277 102.213 1 90 0.533132 -24.3005 0.449073 176.322 0.527381 78.564 0.488651 -80.8137 0.533132 155.699 0.527381 -101.436
0.432876 0.448755 -4.26355 0.489027 98.9098 0.561259 23.065 1 1.19419e-15 0.49469 102.008 1 90 0.53125 -24.4504 0.448755 175.736 0.526296 78.723 0.489027 -81.0902 0.53125 155.55 0.526296 -101.277
0.443062 0.448389 -4.85033 0.489386 98.6377 0.563608 23.0254 1 -2.44639e-16 0.495087 101.809 1 90 0.529378 -24.6094 0.448389 175.15 0.525255 78.8786 0.489386 -81.3623 0.529378 155.391 0.525255 -101.121
0.453488 0.447974 -5.4387 0.489728 98.3697 0.566011 22.9914 1 -4.17131e-16 0.495469 101.615 1 90 0.527513 -24.7776 0.447974 174.561 0.524255 79.0308 0.489728 -81.6303 0.527513 155.222 0.524255 -100.969
0.464159 0.447511 -6.02884 0.490055 98.1059 0.568468 22.9627 1 -1.47023e-15 0.495837 101.427 1 90 0.525653 -24.9551 0.447511 173.971 0.523296 79.1796 0.490055 -81.8941 0.525653 155.045 0.523296 -100.82
0.475081 0.446999 -6.62093 0.490366 97.8461 0.570985 22.939 1 2.36188e-15 0.496192 101.246 1 90 0.523795 -25.1421 0.446999 173.379 0.522375 79.3249 0.490366 -82.1539 0.523795 154.858 0.522375 -100.675
0.48626 0.446437 -7.21514 0.490663 97.5901 0.573561 22.92 1 1.87627e-15 0.496534 101.069 1 90 0.521935 -25.3386 0.446437 172.785 0.521491 79.4666 0.490663 -82.4099 0.521935 154.661 0.521491 -100.533
0.497702 0.445824 -7.81165 0.490946 97.3379 0.576201 22.9054 1 9.4252e-16 0.496864 100.899 1 90 0.520071 -25.5449 0.445824 172.188 0.520643 79.6046 0.490946 -82.6621 0.520071 154.455 0.520643 -100.395
0.509414 0.44516 -8.41062 0.491216 97.0893 0.578906 22.8949 1 1.43376e-16 0.497183 100.734 1 90 0.518201 -25.7609 0.44516 171.589 0.51983 79.739 0.491216 -82.9107 0.518201 154.239 0.51983 -100.261
0.521401 0.444445 -9.01222 0.491473 96.8442 0.581679 22.888 1 -1.11604e-15 0.497491 100.574 1 90 0.516321 -25.9868 0.444445 170.988 0.51905 79.8697 0.491473 -83.1558 0.516321 154.013 0.51905 -100.13
0.53367 0.443676 -9.6166 0.491717 96.6026 0.584521 22.8845 1 3.26336e-15 0.497788 100.42 1 90 0.514429 -26.2226 0.443676 170.383 0.518301 79.9966 0.491717 -83.3974 0.514429 153.777 0.518301 -100.003
0.546228 0.442855 -10.2239 0.491949 96.3643 0.587435 22.884 1 6.03044e-16 0.498076 100.271 1 90 0.512523 -26.4685 0.442855 169.776 0.517582 80.1197 0.491949 -83.6357 0.512523 153.531 0.517582 -99.8803
0.559081 0.441979 -10.8343 0.49217 96.1291 0.590423 22.8862 1 -1.21737e-14 0.498355 100.128 1 90 0.510598 -26.7245 0.441979 169.166 0.516893 80.239 0.49217 -83.8709 0.510598 153.276 0.516893 -99.761
0.572237 0.441047 -11.4479 0.49238 95.8971 0.593486 22.8906 1 -3.00892e-15 0.498625 99.9896 1 90 0.508654 -26.9906 0.441047 168.552 0.516232 80.3544 0.49238 -84.1029 0.508654 153.009 0.516232 -99.6456
0.585702 0.44006 -12.0649 0.49258 95.668 0.596626 22.8969 1 2.65563e-15 0.498888 99.8565 1 90 0.506686 -27.267 0.44006 167.935 0.515598 80.4659 0.49258 -84.332 0.506686 152.733 0.515598 -99.5341
0.599484 0.439016 -12.6853 0.492769 95.4419 0.599846 22.9047 1 1.27835e-14 0.499143 99.7285 1 90 0.504693 -27.5536 0.439016 167.315 0.514989 80.5736 0.492769 -84.5581 0.504693 152.446 0.514989 -99.4264
0.613591 0.437914 -13.3094 0.492948 95.2184 0.603145 22.9137 1 -9.30704e-16 0.499391 99.6056 1 90 0.502672 -27.8505 0.437914 166.691 0.514405 80.6773 0.492948 -84.7816 0.502672 152.15 0.514405 -99.3227
0.628029 0.436752 -13.9371 0.493118 94.9976 0.606526 22.9234 1 -1.26301e-14 0.499633 99.4876 1 90 0.500621 -28.1576 0.436752 166.063 0.513845 80.7771 0.493118 -85.0024 0.500621 151.842 0.513845 -99.2229
0.642807 0.435531 -14.5687 0.493279 94.7794 0.60999 22.9335 1 9.72696e-15 0.499868 99.3746 1 90 0.498536 -28.4751 0.435531 165.431 0.513307 80.873 0.493279 -85.2206 0.498536 151.525 0.513307 -99.127
0.657933 0.434249 -15.2041 0.493431 94.5636 0.613537 22.9435 1 -1.70627e-15 0.500099 99.2664 1 90 0.496415 -28.8028 0.434249 164.796 0.51279 80.9649 0.493431 -85.4364 0.496415 151.197 0.51279 -99.0351
0.673415 0.432905 -15.8436 0.493574 94.3501 0.617169 22.9531 1 -3.60269e-16 0.500324 99.1631 1 90 0.494256 -29.1409 0.432905 164.156 0.512294 81.0528 0.493574 -85.6499 0.494256 150.859 0.512294 -98.9472
0.689261 0.431498 -16.4871 0.493709 94.1388 0.620886 22.9619 1 9.65349e-15 0.500545 99.0645 1 90 0.492057 -29.4892 0.431498 163.513 0.511818 81.1368 0.493709 -85.8612 0.492057 150.511 0.511818 -98.8632
0.70548 0.430027 -17.1347 0.493836 93.9297 0.624688 22.9695 1 1.62851e-16 0.500761 98.9707 1 90 0.489815 -29.8477 0.430027 162.865 0.511361 81.2167 0.493836 -86.0703 0.489815 150.152 0.511361 -98.7833
0.722081 0.42849 -17.7866 0.493956 93.7226 0.628576 22.9756 1 1.02238e-15 0.500975 98.8816 1 90 0.487528 -30.2165 0.42849 162.213 0.510921 81.2927 0.493956 -86.2774 0.487528 149.784 0.510921 -98.7073
0.739072 0.426888 -18.4426 0.494068 93.5174 0.63255 22.9796 1 1.98956e-14 0.501184 98.7971 1 90 0.485194 -30.5953 0.426888 161.557 0.510498 81.3646 0.494068 -86.4826 0.485194 149.405 0.510498 -98.6354
0.756463 0.425219 -19.1029 0.494172 93.314 0.636609 22.9813 1 4.18924e-16 0.501392 98.7172 1 90 0.48281 -30.9843 0.425219 160.897 0.510092 81.4326 0.494172 -86.686 0.48281 149.016 0.510092 -98.5674
0.774264 0.423483 -19.7675 0.49427 93.1123 0.640754 22.9803 1 -2.01144e-14 0.501597 98.6419 1 90 0.480374 -31.3832 0.423483 160.232 0.509701 81.4966 0.49427 -86.8877 0.480374 148.617 0.509701 -98.5034
0.792483 0.421677 -20.4364 0.494361 92.9122 0.644982 22.9762 1 -4.48953e-16 0.5018 98.5711 1 90 0.477885 -31.7921 0.421677 159.564 0.509325 81.5565 0.494361 -87.0878 0.477885 148.208 0.509325 -98.4435
0.811131 0.419802 -21.1095 0.494445 92.7136 0.649294 22.9687 1 -1.93874e-14 0.502001 98.5047 1 90 0.475341 -32.2107 0.419802 158.89 0.508963 81.6124 0.494445 -87.2864 0.475341 147.789 0.508963 -98.3876
0.830218 0.417857 -21.787 0.494523 92.5164 0.653689 22.9574 1 -2.09328e-15 0.502202 98.4429 1 90 0.472739 -32.6391 0.417857 158.213 0.508614 81.6643 0.494523 -87.4836 0.472739 147.361 0.508614 -98.3357
0.849753 0.41584 -22.4686 0.494594 92.3205 0.658164 22.9421 1 -1.93999e-16 0.502402 98.3854 1 90 0.470079 -33.077 0.41584 157.531 0.508277 81.7122 0.494594 -87.6795 0.470079 146.923 0.508277 -98.2878
0.869749 0.413752 -23.1545 0.494659 92.1258 0.662719 22.9223 1 1.01588e-15 0.502602 98.3323 1 90 0.467358 -33.5243 0.413752 156.846 0.507953 81.756 0.494659 -87.8742 0.467358 146.476 0.507953 -98.244
0.890215 0.411591 -23.8445 0.494719 91.9323 0.667351 22.8978 1 -1.89354e-15 0.502802 98.2836 1 90 0.464574 -33.9809 0.411591 156.156 0.507639 81.7959 0.494719 -88.0677 0.464574 146.019 0.507639 -98.2041
0.911163 0.409357 -24.5386 0.494772 91.7397 0.672058 22.8682 1 2.1364e-15 0.503002 98.2392 1 90 0.461728 -34.4466 0.409357 155.461 0.507336 81.8316 0.494772 -88.2603 0.461728 145.553 0.507336 -98.1684
0.932603 0.40705 -25.2366 0.494819 91.548 0.676837 22.8334 1 -3.15953e-16 0.503204 98.1991 1 90 0.458816 -34.9212 0.40705 154.763 0.507044 81.8634 0.494819 -88.452 0.458816 145.079 0.507044 -98.1366
0.954548 0.404669 -25.9386 0.494861 91.3571 0.681687 22.7931 1 -5.35542e-16 0.503407 98.1633 1 90 0.455839 -35.4046 0.404669 154.061 0.50676 81.8911 0.494861 -88.6429 0.455839 144.595 0.50676 -98.1089
0.97701 0.402214 -26.6443 0.494897 91.1669 0.686604 22.747 1 8.42303e-16 0.503613 98.1317 1 90 0.452795 -35.8965 0.402214 153.356 0.506486 81.9147 0.494897 -88.8331 0.452795 144.104 0.506486 -98.0853
1 0.399684 -27.3537 0.494928 90.9774 0.691585 22.6949 1 -1.77527e-14 0.50382 98.1044 1 90 0.449683 -36.3967 0.399684 152.646 0.506219 81.9343 0.494928 -89.0226 0.449683 143.603 0.506219 -98.0657
1.02353 0.397081 -28.0666 0.494953 90.7883 0.696627 22.6366 1 9.99658e-16 0.50403 98.0812 1 90 0.446503 -36.905 0.397081 151.933 0.505961 81.9498 0.494953 -89.2117 0.446503 143.095 0.505961 -98.0502
1.04762 0.394403 -28.7828 0.494973 90.5996 0.701725 22.5719 1 -1.07882e-16 0.504244 98.0623 1 90 0.443254 -37.4212 0.394403 151.217 0.505709 81.9613 0.494973 -89.4004 0.443254 142.579 0.505709 -98.0387
1.07227 0.391651 -29.5023 0.494987 90.4113 0.706877 22.5007 1 -2.79645e-15 0.504461 98.0475 1 90 0.439936 -37.9449 0.391651 150.498 0.505465 81.9686 0.494987 -89.5887 0.439936 142.055 0.505465 -98.0314
1.0975 0.388826 -30.2247 0.494996 90.2232 0.712078 22.4229 1 2.76726e-16 0.504682 98.0368 1 90 0.436548 -38.476 0.388826 149.775 0.505226 81.9719 0.494996 -89.7768 0.436548 141.524 0.505226 -98.0281
1.12332 0.385927 -30.95 0.495 90.0351 0.717323 22.3383 1 -1.65303e-14 0.504908 98.0303 1 90 0.433091 -39.0141 0.385927 149.05 0.504993 81.971 0.495 -89.9649 0.433091 140.986 0.504993 -98.029
1.14976 0.382956 -31.6779 0.494998 89.8472 0.722609 22.2468 1 -2.45034e-16 0.505139 98.028 1 90 0.429564 -39.559 0.382956 148.322 0.504766 81.9661 0.494998 -90.1528 0.429564 140.441 0.504766 -98.0339
1.17681 0.379913 -32.4082 0.494991 89.6591 0.727931 22.1484 1 -7.56262e-16 0.505375 98.0297 1 90 0.425968 -40.1103 0.379913 147.592 0.504543 81.957 0.494991 -90.3409 0.425968 139.89 0.504543 -98.043
1.2045 0.376799 -33.1407 0.494979 89.4708 0.733283 22.0431 1 -1.30157e-16 0.505617 98.0355 1 90 0.422304 -40.6678 0.376799 146.859 0.504324 81.9437 0.494979 -90.5292 0.422304 139.332 0.504324 -98.0563
1.23285 0.373615 -33.8751 0.494961 89.2823 0.738662 21.9307 1 -1.59566e-14 0.505866 98.0454 1 90 0.418572 -41.2311 0.373615 146.125 0.50411 81.9264 0.494961 -90.7177 0.418572 138.769 0.50411 -98.0736
1.26186 0.370361 -34.6112 0.494938 89.0934 0.744062 21.8114 1 1.38792e-14 0.506122 98.0594 1 90 0.414773 -41.7998 0.370361 145.389 0.503898 81.9048 0.494938 -90.9066 0.414773 138.2 0.503898 -98.0952
1.29155 0.367041 -35.3487 0.494909 88.904 0.749478 21.6852 1 -3.52297e-16 0.506385 98.0775 1 90 0.410908 -42.3737 0.367041 144.651 0.50369 81.879 0.494909 -91.096 0.410908 137.626 0.50369 -98.121
1.32194 0.363654 -36.0873 0.494875 88.7141 0.754904 21.552 1 -5.162e-16 0.506656 98.0996 1 90 0.406978 -42.9524 0.363654 143.913 0.503484 81.849 0.494875 -91.2859 0.406978 137.048 0.503484 -98.151
1.35305 0.360203 -36.8268 0.494836 88.5235 0.760336 21.412 1 -1.37659e-14 0.506937 98.1258 1 90 0.402985 -43.5355 0.360203 143.173 0.50328 81.8148 0.494836 -91.4765 0.402985 136.465 0.50328 -98.1852
1.38489 0.356689 -37.5668 0.49479 88.3321 0.765768 21.2653 1 -5.47229e-16 0.507226 98.156 1 90 0.39893 -44.1226 0.356689 142.433 0.503078 81.7763 0.49479 -91.6679 0.39893 135.877 0.503078 -98.2237
1.41747 0.353115 -38.3071 0.494739 88.1399 0.771194 21.1119 1 7.37106e-16 0.507525 98.1903 1 90 0.394815 -44.7135 0.353115 141.693 0.502877 81.7335 0.494739 -91.8601 0.394815 135.287 0.502877 -98.2665
1.45083 0.349481 -39.0474 0.494682 87.9467 0.776611 20.952 1 5.61313e-16 0.507834 98.2286 1 90 0.390642 -45.3076 0.349481 140.953 0.502677 81.6864 0.494682 -92.0533 0.390642 134.692 0.502677 -98.3136
1.48497 0.345791 -39.7873 0.494619 87.7524 0.782011 20.7857 1 -2.77403e-14 0.508154 98.2709 1 90 0.386413 -45.9047 0.345791 140.213 0.502477 81.6349 0.494619 -92.2476 0.386413 134.095 0.502477 -98.3651
1.51991 0.342047 -40.5265 0.49455 87.557 0.78739 20.6133 1 -9.11185e-16 0.508486 98.3173 1 90 0.38213 -46.5044 0.342047 139.473 0.502277 81.5791 0.49455 -92.443 0.38213 133.496 0.502277 -98.4209
1.55568 0.338251 -41.2648 0.494475 87.3603 0.792743 20.4348 1 -6.23278e-16 0.508831 98.3677 1 90 0.377796 -47.1062 0.338251 138.735 0.502076 81.5189 0.494475 -92.6397 0.377796 132.894 0.502076 -98.4811
1.59228 0.334406 -42.0018 0.494393 87.1622 0.798065 20.2505 1 2.4131e-14 0.509188 98.4221 1 90 0.373413 -47.7098 0.334406 137.998 0.501875 81.4543 0.494393 -92.8378 0.373413 132.29 0.501875 -98.5457
1.62975 0.330514 -42.7371 0.494305 86.9627 0.80335 20.0606 1 6.12876e-16 0.509559 98.4806 1 90 0.368984 -48.3147 0.330514 137.263 0.501673 81.3851 0.494305 -93.0373 0.368984 131.685 0.501673 -98.6149
1.6681 0.326578 -43.4705 0.49421 86.7616 0.808595 19.8654 1 2.25016e-14 0.509944 98.543 1 90 0.364512 -48.9207 0.326578 136.529 0.501469 81.3115 0.49421 -93.2384 0.364512 131.079 0.501469 -98.6885
1.70735 0.322601 -44.2017 0.494108 86.5589 0.813793 19.6649 1 2.26091e-14 0.510345 98.6095 1 90 0.359999 -49.5273 0.322601 135.798 0.501262 81.2333 0.494108 -93.4411 0.359999 130.473 0.501262 -98.7667
1.74753 0.318585 -44.9302 0.493998 86.3544 0.81894 19.4596 1 6.39829e-17 0.510761 98.6799 1 90 0.355449 -50.134 0.318585 135.07 0.501053 81.1506 0.493998 -93.6456 0.355449 129.866 0.501053 -98.8494
1.78865 0.314535 -45.6558 0.493882 86.148 0.824033 19.2496 1 -8.5766e-17 0.511194 98.7544 1 90 0.350864 -50.7407 0.314535 134.344 0.500841 81.0632 0.493882 -93.852 0.350864 129.259 0.500841 -98.9368
1.83074 0.310453 -46.3782 0.493758 85.9396 0.829066 19.0352 1 -8.09942e-16 0.511645 98.8329 1 90 0.346248 -51.3467 0.310453 133.622 0.500626 80.9711 0.493758 -94.0604 0.346248 128.653 0.500626 -99.0289
1.87382 0.306341 -47.0971 0.493625 85.7292 0.834036 18.8167 1 -1.5426e-15 0.512114 98.9153 1 90 0.341605 -51.9519 0.306341 132.903 0.500407 80.8743 0.493625 -94.2708 0.341605 128.048 0.500407 -99.1257
1.91791 0.302204 -47.8121 0.493485 85.5165 0.838939 18.5944 1 1.06757e-15 0.512602 99.0018 1 90 0.336936 -52.5558 0.302204 132.188 0.500183 80.7728 0.493485 -94.4835 0.336936 127.444 0.500183 -99.2272
1.96304 0.298044 -48.5229 0.493337 85.3016 0.843772 18.3684 1 -1.81204e-16 0.513111 99.0922 1 90 0.332247 -53.1581 0.298044 131.477 0.499955 80.6664 0.493337 -94.6984 0.332247 126.842 0.499955 -99.3336
2.00923 0.293865 -49.2293 0.493179 85.0843 0.848531 18.1392 1 -8.46252e-16 0.513641 99.1866 1 90 0.327539 -53.7584 0.293865 130.771 0.499721 80.5552 0.493179 -94.9157 0.327539 126.242 0.499721 -99.4448
2.05651 0.289669 -49.931 0.493013 84.8645 0.853213 17.907 1 -1.80848e-15 0.514193 99.2849 1 90 0.322817 -54.3563 0.289669 130.069 0.499482 80.4391 0.493013 -95.1355 0.322817 125.644 0.499482 -99.5609
2.1049 0.285461 -50.6276 0.492837 84.642 0.857815 17.672 1 -1.44453e-15 0.514768 99.3872 1 90 0.318084 -54.9516 0.285461 129.372 0.499236 80.318 0.492837 -95.358 0.318084 125.048 0.499236 -99.682
2.15443 0.281243 -51.319 0.492652 84.4169 0.862334 17.4346 1 -1.27376e-15 0.515367 99.4934 1 90 0.313344 -55.5439 0.281243 128.681 0.498984 80.1919 0.492652 -95.5831 0.313344 124.456 0.498984 -99.8081
2.20513 0.277018 -52.0048 0.492456 84.1889 0.866769 17.1951 1 -1.87819e-14 0.515992 99.6034 1 90 0.308599 -56.1329 0.277018 127.995 0.498724 80.0607 0.492456 -95.8111 0.308599 123.867 0.498724 -99.9393
2.25702 0.27279 -52.6848 0.49225 83.958 0.871117 16.9536 1 6.18321e-16 0.516643 99.7174 1 90 0.303853 -56.7183 0.27279 127.315 0.498457 79.9244 0.49225 -96.042 0.303853 123.282 0.498457 -100.076
2.31013 0.268562 -53.3587 0.492033 83.724 0.875376 16.7106 1 -5.69865e-17 0.517321 99.8353 1 90 0.299109 -57.2998 0.268562 126.641 0.498182 79.7829 0.492033 -96.276 0.299109 122.7 0.498182 -100.217
