f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f 17m 17f 18m 18f jV0500m jV0500f jV0800m jV0800f jV1100m jV1100f jV1300m jV1300f jV1700m jV1700f jV1800m jV1800f 
2.15443 1.8801e-07 90 1 0 0.00343369 -179.997 1.00002 -7.34253e-08 1 0 0.00156717 1.9606e-05 0.891358 -3.52404e-08 0 0 0.00175046 -179.997 0.00152111 -179.997 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00309856 0.00171184 -179.997 0 0 0 0 0 0 4.82642e-15 90 8.23633e-18 -89.9969 4.69357e-14 -90 9.26908e-18 -89.9969 3.2137e-07 180 
2.20513 1.92434e-07 90 1 0 0.00343369 -179.997 1.00002 -7.51531e-08 1 0 0.00156717 2.00674e-05 0.891358 -3.60696e-08 0 0 0.00175046 -179.997 0.00152111 -179.997 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00317147 0.00171184 -179.997 0 0 0 0 0 0 4.93999e-15 90 8.43014e-18 -89.9968 4.80401e-14 -90 9.48719e-18 -89.9968 3.2137e-07 180 
2.25702 1.96962e-07 90 1 0 0.00343369 -179.997 1.00002 -7.69215e-08 1 0 0.00156717 2.05396e-05 0.891358 -3.69184e-08 0 0 0.00175046 -179.997 0.00152111 -179.997 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.0032461 0.00171184 -179.997 0 0 0 0 0 0 5.05623e-15 90 8.62851e-18 -89.9968 4.91706e-14 -90 9.71043e-18 -89.9968 3.2137e-07 180 
2.31013 2.01597e-07 90 1 0 0.00343369 -179.997 1.00002 -7.87316e-08 1 0 0.00156717 2.10229e-05 0.891358 -3.77871e-08 0 0 0.00175046 -179.997 0.00152111 -179.997 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00332248 0.00171184 -179.997 0 0 0 0 0 0 5.17521e-15 90 8.83155e-18 -89.9967 5.03276e-14 -90 9.93893e-18 -89.9967 3.2137e-07 180 
2.36449 2.06341e-07 90 1 0 0.00343369 -179.997 1.00002 -8.05842e-08 1 0 0.00156717 2.15176e-05 0.891358 -3.86763e-08 0 0 0.00175046 -179.997 0.00152111 -179.997 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00340067 0.00171184 -179.997 0 0 0 0 0 0 5.29699e-15 90 9.03937e-18 -89.9966 5.15119e-14 -90 1.01728e-17 -89.9966 3.2137e-07 180 
2.42013 2.11196e-07 90 1 0 0.00343369 -179.997 1.00002 -8.24804e-08 1 0 0.00156717 2.20239e-05 0.891358 -3.95863e-08 0 0 0.00175046 -179.997 0.00152111 -179.997 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00348069 0.00171184 -179.997 0 0 0 0 0 0 5.42163e-15 90 9.25207e-18 -89.9965 5.2724e-14 -90 1.04122e-17 -89.9965 3.2137e-07 180 
2.47708 2.16166e-07 90 1 0 0.00343369 -179.996 1.00002 -8.44213e-08 1 0 0.00156717 2.25421e-05 0.891358 -4.05179e-08 0 0 0.00175046 -179.996 0.00152111 -179.996 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00356259 0.00171184 -179.996 0 0 0 0 0 0 5.54921e-15 90 9.46978e-18 -89.9964 5.39646e-14 -90 1.06572e-17 -89.9964 3.2137e-07 180 
2.53536 2.21252e-07 90 1 0 0.00343369 -179.996 1.00002 -8.64078e-08 1 0 0.00156717 2.30726e-05 0.891358 -4.14713e-08 0 0 0.00175046 -179.996 0.00152111 -179.996 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00364642 0.00171184 -179.996 0 0 0 0 0 0 5.67979e-15 90 9.69262e-18 -89.9964 5.52345e-14 -90 1.0908e-17 -89.9964 3.2137e-07 180 
2.59502 2.26459e-07 90 1 0 0.00343369 -179.996 1.00002 -8.84411e-08 1 0 0.00156717 2.36155e-05 0.891358 -4.24471e-08 0 0 0.00175046 -179.996 0.00152111 -179.996 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00373223 0.00171184 -179.996 0 0 0 0 0 0 5.81344e-15 90 9.92069e-18 -89.9963 5.65342e-14 -90 1.11646e-17 -89.9963 3.2137e-07 180 
2.65609 2.31787e-07 90 1 0 0.00343369 -179.996 1.00002 -9.05222e-08 1 0 0.00156717 2.41712e-05 0.891358 -4.3446e-08 0 0 0.00175046 -179.996 0.00152111 -179.996 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00382005 0.00171184 -179.996 0 0 0 0 0 0 5.95024e-15 90 1.01541e-17 -89.9962 5.78645e-14 -90 1.14274e-17 -89.9962 3.2137e-07 180 
2.71859 2.37242e-07 90 1 0 0.00343369 -179.996 1.00002 -9.26523e-08 1 0 0.00156717 2.474e-05 0.891358 -4.44683e-08 0 0 0.00175046 -179.996 0.00152111 -179.996 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00390994 0.00171184 -179.996 0 0 0 0 0 0 6.09025e-15 90 1.03931e-17 -89.9961 5.92261e-14 -90 1.16962e-17 -89.9961 3.2137e-07 180 
2.78256 2.42824e-07 90 1 0 0.00343369 -179.996 1.00002 -9.48325e-08 1 0 0.00156717 2.53221e-05 0.891358 -4.55147e-08 0 0 0.00175046 -179.996 0.00152111 -179.996 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00400194 0.00171184 -179.996 0 0 0 0 0 0 6.23356e-15 90 1.06376e-17 -89.996 6.06198e-14 -90 1.19715e-17 -89.996 3.2137e-07 180 
2.84804 2.48538e-07 90 1 0 0.00343369 -179.996 1.00002 -9.7064e-08 1 0 0.00156717 2.5918e-05 0.891358 -4.65857e-08 0 0 0.00175046 -179.996 0.00152111 -179.996 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00409611 0.00171184 -179.996 0 0 0 0 0 0 6.38024e-15 90 1.08879e-17 -89.9959 6.20462e-14 -90 1.22532e-17 -89.9959 3.2137e-07 180 
2.91505 2.54386e-07 90 1 0 0.00343369 -179.996 1.00002 -9.9348e-08 1 0 0.00156717 2.65279e-05 0.891358 -4.76819e-08 0 0 0.00175046 -179.996 0.00152111 -179.996 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.0041925 0.00171184 -179.996 0 0 0 0 0 0 6.53038e-15 90 1.11442e-17 -89.9958 6.35062e-14 -90 1.25415e-17 -89.9958 3.2137e-07 180 
2.98365 2.60372e-07 90 1 0 0.00343369 -179.996 1.00002 -1.01686e-07 1 0 0.00156717 2.71521e-05 0.891358 -4.88039e-08 0 0 0.00175046 -179.996 0.00152111 -179.996 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00429115 0.00171184 -179.996 0 0 0 0 0 0 6.68404e-15 90 1.14064e-17 -89.9957 6.50006e-14 -90 1.28366e-17 -89.9957 3.2137e-07 180 
3.05386 2.66499e-07 90 1 0 0.00343369 -179.996 1.00002 -1.04079e-07 1 0 0.00156717 2.7791e-05 0.891358 -4.99523e-08 0 0 0.00175046 -179.996 0.00152111 -179.996 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00439213 0.00171184 -179.996 0 0 0 0 0 0 6.84133e-15 90 1.16748e-17 -89.9956 6.65301e-14 -90 1.31387e-17 -89.9956 3.2137e-07 180 
3.12572 2.7277e-07 90 1 0 0.00343369 -179.996 1.00002 -1.06528e-07 1 0 0.00156717 2.8445e-05 0.891358 -5.11277e-08 0 0 0.00175046 -179.996 0.00152111 -179.996 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00449548 0.00171184 -179.996 0 0 0 0 0 0 7.00231e-15 90 1.19495e-17 -89.9955 6.80956e-14 -90 1.34478e-17 -89.9955 3.2137e-07 180 
3.19927 2.79189e-07 90 1 0 0.00343369 -179.995 1.00002 -1.09034e-07 1 0 0.00156717 2.91143e-05 0.891358 -5.23308e-08 0 0 0.00175046 -179.995 0.00152111 -179.995 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00460126 0.00171184 -179.995 0 0 0 0 0 0 7.16708e-15 90 1.22307e-17 -89.9954 6.9698e-14 -90 1.37643e-17 -89.9954 3.2137e-07 180 
3.27455 2.85758e-07 90 1 0 0.00343369 -179.995 1.00002 -1.116e-07 1 0 0.00156717 2.97994e-05 0.891358 -5.35622e-08 0 0 0.00175046 -179.995 0.00152111 -179.995 0 0 0.001555 -180 1 0 0.00155489 180 0.00173704 0.00470954 0.00171184 -179.995 0 0 0 0 0 0 7.33573e-15 90 1.25185e-17 -89.9953 7.13381e-14 -90 1.40882e-17 -89.9953 3.2137e-07 180 
