f 1m 1f 2m 2f 3m 3f jL0301m jL0301f jV0200m jV0200f 
2593.33 1 90.0035 1 90 3.76638e-09 -89.9965 6.13708e-05 -179.996 6.13708e-05 -179.996
2603.34 1 90.0035 1 90 3.73747e-09 -89.9965 6.11348e-05 -179.996 6.11348e-05 -179.996
2613.35 1 90.0035 1 90 3.7089e-09 -89.9965 6.09007e-05 -179.997 6.09007e-05 -179.997
2623.36 1 90.0035 1 90 3.68065e-09 -89.9965 6.06683e-05 -179.997 6.06683e-05 -179.997
2633.37 1 90.0035 1 90 3.65272e-09 -89.9965 6.04378e-05 -179.997 6.04378e-05 -179.997
2643.38 1 90.0034 1 90 3.62511e-09 -89.9966 6.02089e-05 -179.997 6.02089e-05 -179.997
2653.39 1 90.0034 1 90 3.59782e-09 -89.9966 5.99818e-05 -179.997 5.99818e-05 -179.997
2663.4 1 90.0034 1 90 3.57083e-09 -89.9966 5.97564e-05 -179.997 5.97564e-05 -179.997
2673.41 1 90.0034 1 90 3.54414e-09 -89.9966 5.95327e-05 -179.997 5.95327e-05 -179.997
2683.41 1 90.0034 1 90 3.51775e-09 -89.9966 5.93106e-05 -179.997 5.93106e-05 -179.997
2693.42 1 90.0034 1 90 3.49165e-09 -89.9966 5.90902e-05 -179.997 5.90902e-05 -179.997
2703.43 1 90.0034 1 90 3.46585e-09 -89.9966 5.88714e-05 -179.997 5.88714e-05 -179.997
2713.44 1 90.0034 1 90 3.44032e-09 -89.9966 5.86543e-05 -179.997 5.86543e-05 -179.997
2723.45 1 90.0033 1 90 3.41508e-09 -89.9967 5.84387e-05 -179.997 5.84387e-05 -179.997
2733.46 1 90.0033 1 90 3.39012e-09 -89.9967 5.82247e-05 -179.997 5.82247e-05 -179.997
2743.47 1 90.0033 1 90 3.36543e-09 -89.9967 5.80123e-05 -179.997 5.80123e-05 -179.997
2753.48 1 90.0033 1 90 3.34101e-09 -89.9967 5.78014e-05 -179.997 5.78014e-05 -179.997
2763.49 1 90.0033 1 90 3.31685e-09 -89.9967 5.75921e-05 -179.997 5.75921e-05 -179.997
2773.5 1 90.0033 1 90 3.29295e-09 -89.9967 5.73842e-05 -179.997 5.73842e-05 -179.997
2783.5 1 90.0033 1 90 3.26931e-09 -89.9967 5.71779e-05 -179.997 5.71779e-05 -179.997
2793.51 1 90.0033 1 90 3.24593e-09 -89.9967 5.6973e-05 -179.997 5.6973e-05 -179.997
2803.52 1 90.0033 1 90 3.22279e-09 -89.9967 5.67696e-05 -179.997 5.67696e-05 -179.997
2813.53 1 90.0032 1 90 3.1999e-09 -89.9968 5.65677e-05 -179.997 5.65677e-05 -179.997
2823.54 1 90.0032 1 90 3.17726e-09 -89.9968 5.63672e-05 -179.997 5.63672e-05 -179.997
2833.55 1 90.0032 1 90 3.15485e-09 -89.9968 5.6168e-05 -179.997 5.6168e-05 -179.997
2843.56 1 90.0032 1 90 3.13268e-09 -89.9968 5.59703e-05 -179.997 5.59703e-05 -179.997
2853.57 1 90.0032 1 90 3.11074e-09 -89.9968 5.5774e-05 -179.997 5.5774e-05 -179.997
2863.58 1 90.0032 1 90 3.08903e-09 -89.9968 5.55791e-05 -179.997 5.55791e-05 -179.997
2873.59 1 90.0032 1 90 3.06755e-09 -89.9968 5.53855e-05 -179.997 5.53855e-05 -179.997
2883.59 1 90.0032 1 90 3.04629e-09 -89.9968 5.51932e-05 -179.997 5.51932e-05 -179.997
2893.6 1 90.0032 1 90 3.02526e-09 -89.9968 5.50023e-05 -179.997 5.50023e-05 -179.997
2903.61 1 90.0031 1 90 3.00444e-09 -89.9969 5.48127e-05 -179.997 5.48127e-05 -179.997
2913.62 1 90.0031 1 90 2.98383e-09 -89.9969 5.46244e-05 -179.997 5.46244e-05 -179.997
2923.63 1 90.0031 1 90 2.96343e-09 -89.9969 5.44374e-05 -179.997 5.44374e-05 -179.997
2933.64 1 90.0031 1 90 2.94325e-09 -89.9969 5.42517e-05 -179.997 5.42517e-05 -179.997
2943.65 1 90.0031 1 90 2.92327e-09 -89.9969 5.40672e-05 -179.997 5.40672e-05 -179.997
2953.66 1 90.0031 1 90 2.90349e-09 -89.9969 5.3884e-05 -179.997 5.3884e-05 -179.997
2963.67 1 90.0031 1 90 2.88391e-09 -89.9969 5.3702e-05 -179.997 5.3702e-05 -179.997
2973.68 1 90.0031 1 90 2.86453e-09 -89.9969 5.35213e-05 -179.997 5.35213e-05 -179.997
2983.68 1 90.0031 1 90 2.84534e-09 -89.9969 5.33417e-05 -179.997 5.33417e-05 -179.997
2993.69 1 90.003 1 90 2.82635e-09 -89.997 5.31634e-05 -179.997 5.31634e-05 -179.997
3003.7 1 90.003 1 90 2.80754e-09 -89.997 5.29863e-05 -179.997 5.29863e-05 -179.997
3013.71 1 90.003 1 90 2.78893e-09 -89.997 5.28103e-05 -179.997 5.28103e-05 -179.997
3023.72 1 90.003 1 90 2.77049e-09 -89.997 5.26355e-05 -179.997 5.26355e-05 -179.997
3033.73 1 90.003 1 90 2.75224e-09 -89.997 5.24618e-05 -179.997 5.24618e-05 -179.997
3043.74 1 90.003 1 90 2.73417e-09 -89.997 5.22893e-05 -179.997 5.22893e-05 -179.997
3053.75 1 90.003 1 90 2.71628e-09 -89.997 5.21179e-05 -179.997 5.21179e-05 -179.997
3063.76 1 90.003 1 90 2.69856e-09 -89.997 5.19476e-05 -179.997 5.19476e-05 -179.997
3073.77 1 90.003 1 90 2.68101e-09 -89.997 5.17785e-05 -179.997 5.17785e-05 -179.997
3083.77 1 90.003 1 90 2.66364e-09 -89.997 5.16104e-05 -179.997 5.16104e-05 -179.997
3093.78 1 90.0029 1 90 2.64643e-09 -89.9971 5.14435e-05 -179.997 5.14435e-05 -179.997
3103.79 1 90.0029 1 90 2.62939e-09 -89.9971 5.12776e-05 -179.997 5.12776e-05 -179.997
3113.8 1 90.0029 1 90 2.61251e-09 -89.9971 5.11127e-05 -179.997 5.11127e-05 -179.997
3123.81 1 90.0029 1 90 2.5958e-09 -89.9971 5.0949e-05 -179.997 5.0949e-05 -179.997
3133.82 1 90.0029 1 90 2.57924e-09 -89.9971 5.07862e-05 -179.997 5.07862e-05 -179.997
3143.83 1 90.0029 1 90 2.56285e-09 -89.9971 5.06246e-05 -179.997 5.06246e-05 -179.997
3153.84 1 90.0029 1 90 2.5466e-09 -89.9971 5.04639e-05 -179.997 5.04639e-05 -179.997
3163.85 1 90.0029 1 90 2.53052e-09 -89.9971 5.03043e-05 -179.997 5.03043e-05 -179.997
3173.86 1 90.0029 1 90 2.51458e-09 -89.9971 5.01456e-05 -179.997 5.01456e-05 -179.997
3183.86 1 90.0029 1 90 2.4988e-09 -89.9971 4.9988e-05 -179.997 4.9988e-05 -179.997
3193.87 1 90.0029 1 90 2.48316e-09 -89.9971 4.98313e-05 -179.997 4.98313e-05 -179.997
3203.88 1 90.0028 1 90 2.46767e-09 -89.9972 4.96756e-05 -179.997 4.96756e-05 -179.997
3213.89 1 90.0028 1 90 2.45232e-09 -89.9972 4.95209e-05 -179.997 4.95209e-05 -179.997
3223.9 1 90.0028 1 90 2.43712e-09 -89.9972 4.93672e-05 -179.997 4.93672e-05 -179.997
3233.91 1 90.0028 1 90 2.42206e-09 -89.9972 4.92144e-05 -179.997 4.92144e-05 -179.997
3243.92 1 90.0028 1 90 2.40713e-09 -89.9972 4.90626e-05 -179.997 4.90626e-05 -179.997
3253.93 1 90.0028 1 90 2.39235e-09 -89.9972 4.89116e-05 -179.997 4.89116e-05 -179.997
3263.94 1 90.0028 1 90 2.3777e-09 -89.9972 4.87616e-05 -179.997 4.87616e-05 -179.997
3273.95 1 90.0028 1 90 2.36318e-09 -89.9972 4.86126e-05 -179.997 4.86126e-05 -179.997
3283.95 1 90.0028 1 90 2.3488e-09 -89.9972 4.84644e-05 -179.997 4.84644e-05 -179.997
3293.96 1 90.0028 1 90 2.33455e-09 -89.9972 4.83171e-05 -179.997 4.83171e-05 -179.997
3303.97 1 90.0028 1 90 2.32042e-09 -89.9972 4.81708e-05 -179.997 4.81708e-05 -179.997
3313.98 1 90.0028 1 90 2.30643e-09 -89.9972 4.80253e-05 -179.997 4.80253e-05 -179.997
3323.99 1 90.0027 1 90 2.29256e-09 -89.9973 4.78807e-05 -179.997 4.78807e-05 -179.997
3334 1 90.0027 1 90 2.27882e-09 -89.9973 4.77369e-05 -179.997 4.77369e-05 -179.997
3344.01 1 90.0027 1 90 2.26519e-09 -89.9973 4.75941e-05 -179.997 4.75941e-05 -179.997
3354.02 1 90.0027 1 90 2.25169e-09 -89.9973 4.7452e-05 -179.997 4.7452e-05 -179.997
3364.03 1 90.0027 1 90 2.23832e-09 -89.9973 4.73108e-05 -179.997 4.73108e-05 -179.997
3374.04 1 90.0027 1 90 2.22506e-09 -89.9973 4.71705e-05 -179.997 4.71705e-05 -179.997
3384.05 1 90.0027 1 90 2.21191e-09 -89.9973 4.7031e-05 -179.997 4.7031e-05 -179.997
3394.05 1 90.0027 1 90 2.19889e-09 -89.9973 4.68923e-05 -179.997 4.68923e-05 -179.997
3404.06 1 90.0027 1 90 2.18597e-09 -89.9973 4.67544e-05 -179.997 4.67544e-05 -179.997
3414.07 1 90.0027 1 90 2.17318e-09 -89.9973 4.66173e-05 -179.997 4.66173e-05 -179.997
3424.08 1 90.0027 1 90 2.16049e-09 -89.9973 4.64811e-05 -179.997 4.64811e-05 -179.997
3434.09 1 90.0027 1 90 2.14791e-09 -89.9973 4.63456e-05 -179.997 4.63456e-05 -179.997
3444.1 1 90.0026 1 90 2.13545e-09 -89.9974 4.62109e-05 -179.997 4.62109e-05 -179.997
3454.11 1 90.0026 1 90 2.12309e-09 -89.9974 4.6077e-05 -179.997 4.6077e-05 -179.997
3464.12 1 90.0026 1 90 2.11084e-09 -89.9974 4.59439e-05 -179.997 4.59439e-05 -179.997
3474.13 1 90.0026 1 90 2.09869e-09 -89.9974 4.58115e-05 -179.997 4.58115e-05 -179.997
3484.14 1 90.0026 1 90 2.08665e-09 -89.9974 4.56799e-05 -179.997 4.56799e-05 -179.997
3494.14 1 90.0026 1 90 2.07472e-09 -89.9974 4.5549e-05 -179.997 4.5549e-05 -179.997
3504.15 1 90.0026 1 90 2.06288e-09 -89.9974 4.54189e-05 -179.997 4.54189e-05 -179.997
3514.16 1 90.0026 1 90 2.05115e-09 -89.9974 4.52896e-05 -179.997 4.52896e-05 -179.997
3524.17 1 90.0026 1 90 2.03951e-09 -89.9974 4.5161e-05 -179.997 4.5161e-05 -179.997
3534.18 1 90.0026 1 90 2.02798e-09 -89.9974 4.50331e-05 -179.997 4.50331e-05 -179.997
3544.19 1 90.0026 1 90 2.01654e-09 -89.9974 4.49059e-05 -179.997 4.49059e-05 -179.997
3554.2 1 90.0026 1 90 2.0052e-09 -89.9974 4.47794e-05 -179.997 4.47794e-05 -179.997
3564.21 1 90.0026 1 90 1.99395e-09 -89.9974 4.46537e-05 -179.997 4.46537e-05 -179.997
3574.22 1 90.0026 1 90 1.9828e-09 -89.9974 4.45286e-05 -179.997 4.45286e-05 -179.997
3584.23 1 90.0025 1 90 1.97174e-09 -89.9975 4.44043e-05 -179.997 4.44043e-05 -179.997
3594.23 1 90.0025 1 90 1.96077e-09 -89.9975 4.42806e-05 -179.997 4.42806e-05 -179.997
3604.24 1 90.0025 1 90 1.9499e-09 -89.9975 4.41577e-05 -179.997 4.41577e-05 -179.997
3614.25 1 90.0025 1 90 1.93911e-09 -89.9975 4.40354e-05 -179.997 4.40354e-05 -179.997
3624.26 1 90.0025 1 90 1.92842e-09 -89.9975 4.39138e-05 -179.997 4.39138e-05 -179.997
3634.27 1 90.0025 1 90 1.91781e-09 -89.9975 4.37928e-05 -179.997 4.37928e-05 -179.997
3644.28 1 90.0025 1 90 1.90729e-09 -89.9975 4.36725e-05 -179.997 4.36725e-05 -179.997
3654.29 1 90.0025 1 90 1.89686e-09 -89.9975 4.35529e-05 -179.998 4.35529e-05 -179.998
3664.3 1 90.0025 1 90 1.88651e-09 -89.9975 4.3434e-05 -179.998 4.3434e-05 -179.998
3674.31 1 90.0025 1 90 1.87624e-09 -89.9975 4.33156e-05 -179.998 4.33156e-05 -179.998
3684.32 1 90.0025 1 90 1.86606e-09 -89.9975 4.3198e-05 -179.998 4.3198e-05 -179.998
3694.32 1 90.0025 1 90 1.85597e-09 -89.9975 4.30809e-05 -179.998 4.30809e-05 -179.998
3704.33 1 90.0025 1 90 1.84595e-09 -89.9975 4.29645e-05 -179.998 4.29645e-05 -179.998
3714.34 1 90.0025 1 90 1.83602e-09 -89.9975 4.28488e-05 -179.998 4.28488e-05 -179.998
3724.35 1 90.0024 1 90 1.82616e-09 -89.9976 4.27336e-05 -179.998 4.27336e-05 -179.998
3734.36 1 90.0024 1 90 1.81638e-09 -89.9976 4.26191e-05 -179.998 4.26191e-05 -179.998
3744.37 1 90.0024 1 90 1.80669e-09 -89.9976 4.25051e-05 -179.998 4.25051e-05 -179.998
3754.38 1 90.0024 1 90 1.79707e-09 -89.9976 4.23918e-05 -179.998 4.23918e-05 -179.998
3764.39 1 90.0024 1 90 1.78752e-09 -89.9976 4.22791e-05 -179.998 4.22791e-05 -179.998
3774.4 1 90.0024 1 90 1.77806e-09 -89.9976 4.2167e-05 -179.998 4.2167e-05 -179.998
3784.41 1 90.0024 1 90 1.76866e-09 -89.9976 4.20555e-05 -179.998 4.20555e-05 -179.998
3794.41 1 90.0024 1 90 1.75934e-09 -89.9976 4.19445e-05 -179.998 4.19445e-05 -179.998
3804.42 1 90.0024 1 90 1.7501e-09 -89.9976 4.18342e-05 -179.998 4.18342e-05 -179.998
3814.43 1 90.0024 1 90 1.74093e-09 -89.9976 4.17244e-05 -179.998 4.17244e-05 -179.998
3824.44 1 90.0024 1 90 1.73183e-09 -89.9976 4.16152e-05 -179.998 4.16152e-05 -179.998
3834.45 1 90.0024 1 90 1.7228e-09 -89.9976 4.15066e-05 -179.998 4.15066e-05 -179.998
3844.46 1 90.0024 1 90 1.71384e-09 -89.9976 4.13985e-05 -179.998 4.13985e-05 -179.998
3854.47 1 90.0024 1 90 1.70495e-09 -89.9976 4.1291e-05 -179.998 4.1291e-05 -179.998
3864.48 1 90.0024 1 90 1.69613e-09 -89.9976 4.11841e-05 -179.998 4.11841e-05 -179.998
3874.49 1 90.0024 1 90 1.68738e-09 -89.9976 4.10777e-05 -179.998 4.10777e-05 -179.998
3884.5 1 90.0023 1 90 1.67869e-09 -89.9977 4.09718e-05 -179.998 4.09718e-05 -179.998
3894.5 1 90.0023 1 90 1.67007e-09 -89.9977 4.08665e-05 -179.998 4.08665e-05 -179.998
3904.51 1 90.0023 1 90 1.66152e-09 -89.9977 4.07618e-05 -179.998 4.07618e-05 -179.998
3914.52 1 90.0023 1 90 1.65304e-09 -89.9977 4.06576e-05 -179.998 4.06576e-05 -179.998
3924.53 1 90.0023 1 90 1.64462e-09 -89.9977 4.05539e-05 -179.998 4.05539e-05 -179.998
3934.54 1 90.0023 1 90 1.63626e-09 -89.9977 4.04507e-05 -179.998 4.04507e-05 -179.998
3944.55 1 90.0023 1 90 1.62797e-09 -89.9977 4.03481e-05 -179.998 4.03481e-05 -179.998
3954.56 1 90.0023 1 90 1.61974e-09 -89.9977 4.02459e-05 -179.998 4.02459e-05 -179.998
3964.57 1 90.0023 1 90 1.61157e-09 -89.9977 4.01443e-05 -179.998 4.01443e-05 -179.998
3974.58 1 90.0023 1 90 1.60346e-09 -89.9977 4.00432e-05 -179.998 4.00432e-05 -179.998
3984.59 1 90.0023 1 90 1.59542e-09 -89.9977 3.99427e-05 -179.998 3.99427e-05 -179.998
3994.59 1 90.0023 1 90 1.58743e-09 -89.9977 3.98426e-05 -179.998 3.98426e-05 -179.998
4004.6 1 90.0023 1 90 1.57951e-09 -89.9977 3.9743e-05 -179.998 3.9743e-05 -179.998
4014.61 1 90.0023 1 90 1.57164e-09 -89.9977 3.96439e-05 -179.998 3.96439e-05 -179.998
4024.62 1 90.0023 1 90 1.56383e-09 -89.9977 3.95453e-05 -179.998 3.95453e-05 -179.998
4034.63 1 90.0023 1 90 1.55608e-09 -89.9977 3.94472e-05 -179.998 3.94472e-05 -179.998
4044.64 1 90.0023 1 90 1.54839e-09 -89.9977 3.93496e-05 -179.998 3.93496e-05 -179.998
4054.65 1 90.0022 1 90 1.54076e-09 -89.9978 3.92525e-05 -179.998 3.92525e-05 -179.998
4064.66 1 90.0022 1 90 1.53318e-09 -89.9978 3.91558e-05 -179.998 3.91558e-05 -179.998
4074.67 1 90.0022 1 90 1.52565e-09 -89.9978 3.90596e-05 -179.998 3.90596e-05 -179.998
4084.68 1 90.0022 1 90 1.51819e-09 -89.9978 3.89639e-05 -179.998 3.89639e-05 -179.998
4094.68 1 90.0022 1 90 1.51077e-09 -89.9978 3.88687e-05 -179.998 3.88687e-05 -179.998
4104.69 1 90.0022 1 90 1.50341e-09 -89.9978 3.87739e-05 -179.998 3.87739e-05 -179.998
4114.7 1 90.0022 1 90 1.49611e-09 -89.9978 3.86796e-05 -179.998 3.86796e-05 -179.998
4124.71 1 90.0022 1 90 1.48886e-09 -89.9978 3.85857e-05 -179.998 3.85857e-05 -179.998
4134.72 1 90.0022 1 90 1.48166e-09 -89.9978 3.84923e-05 -179.998 3.84923e-05 -179.998
4144.73 1 90.0022 1 90 1.47451e-09 -89.9978 3.83994e-05 -179.998 3.83994e-05 -179.998
4154.74 1 90.0022 1 90 1.46741e-09 -89.9978 3.83068e-05 -179.998 3.83068e-05 -179.998
4164.75 1 90.0022 1 90 1.46037e-09 -89.9978 3.82148e-05 -179.998 3.82148e-05 -179.998
4174.76 1 90.0022 1 90 1.45338e-09 -89.9978 3.81232e-05 -179.998 3.81232e-05 -179.998
4184.77 1 90.0022 1 90 1.44643e-09 -89.9978 3.8032e-05 -179.998 3.8032e-05 -179.998
4194.77 1 90.0022 1 90 1.43954e-09 -89.9978 3.79412e-05 -179.998 3.79412e-05 -179.998
4204.78 1 90.0022 1 90 1.43269e-09 -89.9978 3.78509e-05 -179.998 3.78509e-05 -179.998
4214.79 1 90.0022 1 90 1.4259e-09 -89.9978 3.7761e-05 -179.998 3.7761e-05 -179.998
4224.8 1 90.0022 1 90 1.41915e-09 -89.9978 3.76716e-05 -179.998 3.76716e-05 -179.998
4234.81 1 90.0022 1 90 1.41245e-09 -89.9978 3.75825e-05 -179.998 3.75825e-05 -179.998
4244.82 1 90.0021 1 90 1.40579e-09 -89.9979 3.74939e-05 -179.998 3.74939e-05 -179.998
4254.83 1 90.0021 1 90 1.39919e-09 -89.9979 3.74057e-05 -179.998 3.74057e-05 -179.998
4264.84 1 90.0021 1 90 1.39263e-09 -89.9979 3.73179e-05 -179.998 3.73179e-05 -179.998
4274.85 1 90.0021 1 90 1.38611e-09 -89.9979 3.72306e-05 -179.998 3.72306e-05 -179.998
4284.86 1 90.0021 1 90 1.37965e-09 -89.9979 3.71436e-05 -179.998 3.71436e-05 -179.998
4294.86 1 90.0021 1 90 1.37322e-09 -89.9979 3.7057e-05 -179.998 3.7057e-05 -179.998
4304.87 1 90.0021 1 90 1.36685e-09 -89.9979 3.69709e-05 -179.998 3.69709e-05 -179.998
4314.88 1 90.0021 1 90 1.36051e-09 -89.9979 3.68851e-05 -179.998 3.68851e-05 -179.998
4324.89 1 90.0021 1 90 1.35422e-09 -89.9979 3.67998e-05 -179.998 3.67998e-05 -179.998
4334.9 1 90.0021 1 90 1.34798e-09 -89.9979 3.67148e-05 -179.998 3.67148e-05 -179.998
4344.91 1 90.0021 1 90 1.34177e-09 -89.9979 3.66302e-05 -179.998 3.66302e-05 -179.998
4354.92 1 90.0021 1 90 1.33561e-09 -89.9979 3.6546e-05 -179.998 3.6546e-05 -179.998
4364.93 1 90.0021 1 90 1.32949e-09 -89.9979 3.64622e-05 -179.998 3.64622e-05 -179.998
4374.94 1 90.0021 1 90 1.32342e-09 -89.9979 3.63788e-05 -179.998 3.63788e-05 -179.998
4384.95 1 90.0021 1 90 1.31738e-09 -89.9979 3.62958e-05 -179.998 3.62958e-05 -179.998
4394.95 1 90.0021 1 90 1.31139e-09 -89.9979 3.62131e-05 -179.998 3.62131e-05 -179.998
4404.96 1 90.0021 1 90 1.30544e-09 -89.9979 3.61308e-05 -179.998 3.61308e-05 -179.998
4414.97 1 90.0021 1 90 1.29952e-09 -89.9979 3.60489e-05 -179.998 3.60489e-05 -179.998
4424.98 1 90.0021 1 90 1.29365e-09 -89.9979 3.59674e-05 -179.998 3.59674e-05 -179.998
4434.99 1 90.0021 1 90 1.28782e-09 -89.9979 3.58862e-05 -179.998 3.58862e-05 -179.998
4445 1 90.0021 1 90 1.28203e-09 -89.9979 3.58054e-05 -179.998 3.58054e-05 -179.998
4455.01 1 90.002 1 90 1.27627e-09 -89.998 3.57249e-05 -179.998 3.57249e-05 -179.998
4465.02 1 90.002 1 90 1.27056e-09 -89.998 3.56449e-05 -179.998 3.56449e-05 -179.998
4475.03 1 90.002 1 90 1.26488e-09 -89.998 3.55651e-05 -179.998 3.55651e-05 -179.998
4485.04 1 90.002 1 90 1.25924e-09 -89.998 3.54858e-05 -179.998 3.54858e-05 -179.998
4495.05 1 90.002 1 90 1.25364e-09 -89.998 3.54068e-05 -179.998 3.54068e-05 -179.998
4505.05 1 90.002 1 90 1.24807e-09 -89.998 3.53281e-05 -179.998 3.53281e-05 -179.998
4515.06 1 90.002 1 90 1.24255e-09 -89.998 3.52498e-05 -179.998 3.52498e-05 -179.998
4525.07 1 90.002 1 90 1.23706e-09 -89.998 3.51718e-05 -179.998 3.51718e-05 -179.998
4535.08 1 90.002 1 90 1.2316e-09 -89.998 3.50942e-05 -179.998 3.50942e-05 -179.998
4545.09 1 90.002 1 90 1.22618e-09 -89.998 3.50169e-05 -179.998 3.50169e-05 -179.998
4555.1 1 90.002 1 90 1.2208e-09 -89.998 3.494e-05 -179.998 3.494e-05 -179.998
4565.11 1 90.002 1 90 1.21545e-09 -89.998 3.48633e-05 -179.998 3.48633e-05 -179.998
4575.12 1 90.002 1 90 1.21014e-09 -89.998 3.47871e-05 -179.998 3.47871e-05 -179.998
4585.13 1 90.002 1 90 1.20486e-09 -89.998 3.47111e-05 -179.998 3.47111e-05 -179.998
4595.14 1 90.002 1 90 1.19962e-09 -89.998 3.46355e-05 -179.998 3.46355e-05 -179.998
4605.14 1 90.002 1 90 1.19441e-09 -89.998 3.45603e-05 -179.998 3.45603e-05 -179.998
4615.15 1 90.002 1 90 1.18924e-09 -89.998 3.44853e-05 -179.998 3.44853e-05 -179.998
4625.16 1 90.002 1 90 1.18409e-09 -89.998 3.44107e-05 -179.998 3.44107e-05 -179.998
4635.17 1 90.002 1 90 1.17899e-09 -89.998 3.43364e-05 -179.998 3.43364e-05 -179.998
4645.18 1 90.002 1 90 1.17391e-09 -89.998 3.42624e-05 -179.998 3.42624e-05 -179.998
4655.19 1 90.002 1 90 1.16887e-09 -89.998 3.41887e-05 -179.998 3.41887e-05 -179.998
4665.2 1 90.002 1 90 1.16386e-09 -89.998 3.41154e-05 -179.998 3.41154e-05 -179.998
4675.21 1 90.002 1 90 1.15888e-09 -89.998 3.40423e-05 -179.998 3.40423e-05 -179.998
4685.22 1 90.0019 1 90 1.15393e-09 -89.9981 3.39696e-05 -179.998 3.39696e-05 -179.998
4695.23 1 90.0019 1 90 1.14902e-09 -89.9981 3.38972e-05 -179.998 3.38972e-05 -179.998
4705.23 1 90.0019 1 90 1.14414e-09 -89.9981 3.38251e-05 -179.998 3.38251e-05 -179.998
4715.24 1 90.0019 1 90 1.13928e-09 -89.9981 3.37533e-05 -179.998 3.37533e-05 -179.998
4725.25 1 90.0019 1 90 1.13446e-09 -89.9981 3.36818e-05 -179.998 3.36818e-05 -179.998
4735.26 1 90.0019 1 90 1.12967e-09 -89.9981 3.36106e-05 -179.998 3.36106e-05 -179.998
4745.27 1 90.0019 1 90 1.12491e-09 -89.9981 3.35397e-05 -179.998 3.35397e-05 -179.998
4755.28 1 90.0019 1 90 1.12018e-09 -89.9981 3.34691e-05 -179.998 3.34691e-05 -179.998
4765.29 1 90.0019 1 90 1.11548e-09 -89.9981 3.33988e-05 -179.998 3.33988e-05 -179.998
4775.3 1 90.0019 1 90 1.11081e-09 -89.9981 3.33288e-05 -179.998 3.33288e-05 -179.998
4785.31 1 90.0019 1 90 1.10617e-09 -89.9981 3.32591e-05 -179.998 3.32591e-05 -179.998
4795.32 1 90.0019 1 90 1.10155e-09 -89.9981 3.31897e-05 -179.998 3.31897e-05 -179.998
4805.32 1 90.0019 1 90 1.09697e-09 -89.9981 3.31205e-05 -179.998 3.31205e-05 -179.998
4815.33 1 90.0019 1 90 1.09241e-09 -89.9981 3.30517e-05 -179.998 3.30517e-05 -179.998
4825.34 1 90.0019 1 90 1.08789e-09 -89.9981 3.29831e-05 -179.998 3.29831e-05 -179.998
4835.35 1 90.0019 1 90 1.08339e-09 -89.9981 3.29149e-05 -179.998 3.29149e-05 -179.998
4845.36 1 90.0019 1 90 1.07892e-09 -89.9981 3.28469e-05 -179.998 3.28469e-05 -179.998
4855.37 1 90.0019 1 90 1.07447e-09 -89.9981 3.27792e-05 -179.998 3.27792e-05 -179.998
4865.38 1 90.0019 1 90 1.07006e-09 -89.9981 3.27117e-05 -179.998 3.27117e-05 -179.998
4875.39 1 90.0019 1 90 1.06567e-09 -89.9981 3.26446e-05 -179.998 3.26446e-05 -179.998
4885.4 1 90.0019 1 90 1.06131e-09 -89.9981 3.25777e-05 -179.998 3.25777e-05 -179.998
4895.41 1 90.0019 1 90 1.05697e-09 -89.9981 3.25111e-05 -179.998 3.25111e-05 -179.998
4905.41 1 90.0019 1 90 1.05266e-09 -89.9981 3.24447e-05 -179.998 3.24447e-05 -179.998
4915.42 1 90.0019 1 90 1.04838e-09 -89.9981 3.23787e-05 -179.998 3.23787e-05 -179.998
4925.43 1 90.0019 1 90 1.04412e-09 -89.9981 3.23129e-05 -179.998 3.23129e-05 -179.998
4935.44 1 90.0018 1 90 1.03989e-09 -89.9982 3.22474e-05 -179.998 3.22474e-05 -179.998
4945.45 1 90.0018 1 90 1.03569e-09 -89.9982 3.21821e-05 -179.998 3.21821e-05 -179.998
4955.46 1 90.0018 1 90 1.03151e-09 -89.9982 3.21171e-05 -179.998 3.21171e-05 -179.998
4965.47 1 90.0018 1 90 1.02735e-09 -89.9982 3.20524e-05 -179.998 3.20524e-05 -179.998
4975.48 1 90.0018 1 90 1.02322e-09 -89.9982 3.19879e-05 -179.998 3.19879e-05 -179.998
4985.49 1 90.0018 1 90 1.01912e-09 -89.9982 3.19237e-05 -179.998 3.19237e-05 -179.998
4995.5 1 90.0018 1 90 1.01504e-09 -89.9982 3.18597e-05 -179.998 3.18597e-05 -179.998
5005.5 1 90.0018 1 90 1.01098e-09 -89.9982 3.1796e-05 -179.998 3.1796e-05 -179.998
5015.51 1 90.0018 1 90 1.00695e-09 -89.9982 3.17325e-05 -179.998 3.17325e-05 -179.998
5025.52 1 90.0018 1 90 1.00295e-09 -89.9982 3.16693e-05 -179.998 3.16693e-05 -179.998
5035.53 1 90.0018 1 90 9.98964e-10 -89.9982 3.16064e-05 -179.998 3.16064e-05 -179.998
5045.54 1 90.0018 1 90 9.95004e-10 -89.9982 3.15437e-05 -179.998 3.15437e-05 -179.998
5055.55 1 90.0018 1 90 9.91068e-10 -89.9982 3.14812e-05 -179.998 3.14812e-05 -179.998
5065.56 1 90.0018 1 90 9.87156e-10 -89.9982 3.1419e-05 -179.998 3.1419e-05 -179.998
5075.57 1 90.0018 1 90 9.83266e-10 -89.9982 3.13571e-05 -179.998 3.13571e-05 -179.998
5085.58 1 90.0018 1 90 9.79399e-10 -89.9982 3.12954e-05 -179.998 3.12954e-05 -179.998
