f 1m 1f 2m 2f 3m 3f jL0301m jL0301f jV0200m jV0200f 
5095.59 1 90.0018 1 90 9.75556e-10 -89.9982 3.12339e-05 -179.998 3.12339e-05 -179.998
5105.59 1 90.0018 1 90 9.71734e-10 -89.9982 3.11727e-05 -179.998 3.11727e-05 -179.998
5115.6 1 90.0018 1 90 9.67936e-10 -89.9982 3.11117e-05 -179.998 3.11117e-05 -179.998
5125.61 1 90.0018 1 90 9.64159e-10 -89.9982 3.10509e-05 -179.998 3.10509e-05 -179.998
5135.62 1 90.0018 1 90 9.60405e-10 -89.9982 3.09904e-05 -179.998 3.09904e-05 -179.998
5145.63 1 90.0018 1 90 9.56672e-10 -89.9982 3.09301e-05 -179.998 3.09301e-05 -179.998
5155.64 1 90.0018 1 90 9.52961e-10 -89.9982 3.08701e-05 -179.998 3.08701e-05 -179.998
5165.65 1 90.0018 1 90 9.49272e-10 -89.9982 3.08103e-05 -179.998 3.08103e-05 -179.998
5175.66 1 90.0018 1 90 9.45604e-10 -89.9982 3.07507e-05 -179.998 3.07507e-05 -179.998
5185.67 1 90.0018 1 90 9.41957e-10 -89.9982 3.06913e-05 -179.998 3.06913e-05 -179.998
5195.68 1 90.0018 1 90 9.38331e-10 -89.9982 3.06322e-05 -179.998 3.06322e-05 -179.998
5205.68 1 90.0018 1 90 9.34726e-10 -89.9982 3.05733e-05 -179.998 3.05733e-05 -179.998
5215.69 1 90.0017 1 90 9.31142e-10 -89.9983 3.05146e-05 -179.998 3.05146e-05 -179.998
5225.7 1 90.0017 1 90 9.27579e-10 -89.9983 3.04562e-05 -179.998 3.04562e-05 -179.998
5235.71 1 90.0017 1 90 9.24036e-10 -89.9983 3.0398e-05 -179.998 3.0398e-05 -179.998
5245.72 1 90.0017 1 90 9.20513e-10 -89.9983 3.034e-05 -179.998 3.034e-05 -179.998
5255.73 1 90.0017 1 90 9.1701e-10 -89.9983 3.02822e-05 -179.998 3.02822e-05 -179.998
5265.74 1 90.0017 1 90 9.13528e-10 -89.9983 3.02246e-05 -179.998 3.02246e-05 -179.998
5275.75 1 90.0017 1 90 9.10065e-10 -89.9983 3.01673e-05 -179.998 3.01673e-05 -179.998
5285.76 1 90.0017 1 90 9.06621e-10 -89.9983 3.01102e-05 -179.998 3.01102e-05 -179.998
5295.77 1 90.0017 1 90 9.03198e-10 -89.9983 3.00532e-05 -179.998 3.00532e-05 -179.998
5305.77 1 90.0017 1 90 8.99793e-10 -89.9983 2.99966e-05 -179.998 2.99966e-05 -179.998
5315.78 1 90.0017 1 90 8.96408e-10 -89.9983 2.99401e-05 -179.998 2.99401e-05 -179.998
5325.79 1 90.0017 1 90 8.93042e-10 -89.9983 2.98838e-05 -179.998 2.98838e-05 -179.998
5335.8 1 90.0017 1 90 8.89694e-10 -89.9983 2.98277e-05 -179.998 2.98277e-05 -179.998
5345.81 1 90.0017 1 90 8.86366e-10 -89.9983 2.97719e-05 -179.998 2.97719e-05 -179.998
5355.82 1 90.0017 1 90 8.83056e-10 -89.9983 2.97163e-05 -179.998 2.97163e-05 -179.998
5365.83 1 90.0017 1 90 8.79765e-10 -89.9983 2.96608e-05 -179.998 2.96608e-05 -179.998
5375.84 1 90.0017 1 90 8.76492e-10 -89.9983 2.96056e-05 -179.998 2.96056e-05 -179.998
5385.85 1 90.0017 1 90 8.73237e-10 -89.9983 2.95506e-05 -179.998 2.95506e-05 -179.998
5395.86 1 90.0017 1 90 8.70001e-10 -89.9983 2.94958e-05 -179.998 2.94958e-05 -179.998
5405.86 1 90.0017 1 90 8.66782e-10 -89.9983 2.94412e-05 -179.998 2.94412e-05 -179.998
5415.87 1 90.0017 1 90 8.63581e-10 -89.9983 2.93868e-05 -179.998 2.93868e-05 -179.998
5425.88 1 90.0017 1 90 8.60398e-10 -89.9983 2.93325e-05 -179.998 2.93325e-05 -179.998
5435.89 1 90.0017 1 90 8.57233e-10 -89.9983 2.92785e-05 -179.998 2.92785e-05 -179.998
5445.9 1 90.0017 1 90 8.54084e-10 -89.9983 2.92247e-05 -179.998 2.92247e-05 -179.998
5455.91 1 90.0017 1 90 8.50954e-10 -89.9983 2.91711e-05 -179.998 2.91711e-05 -179.998
5465.92 1 90.0017 1 90 8.4784e-10 -89.9983 2.91177e-05 -179.998 2.91177e-05 -179.998
5475.93 1 90.0017 1 90 8.44743e-10 -89.9983 2.90645e-05 -179.998 2.90645e-05 -179.998
5485.94 1 90.0017 1 90 8.41664e-10 -89.9983 2.90114e-05 -179.998 2.90114e-05 -179.998
5495.95 1 90.0017 1 90 8.38601e-10 -89.9983 2.89586e-05 -179.998 2.89586e-05 -179.998
5505.95 1 90.0017 1 90 8.35555e-10 -89.9983 2.8906e-05 -179.998 2.8906e-05 -179.998
5515.96 1 90.0017 1 90 8.32525e-10 -89.9983 2.88535e-05 -179.998 2.88535e-05 -179.998
5525.97 1 90.0017 1 90 8.29512e-10 -89.9983 2.88013e-05 -179.998 2.88013e-05 -179.998
5535.98 1 90.0016 1 90 8.26515e-10 -89.9984 2.87492e-05 -179.998 2.87492e-05 -179.998
5545.99 1 90.0016 1 90 8.23535e-10 -89.9984 2.86973e-05 -179.998 2.86973e-05 -179.998
5556 1 90.0016 1 90 8.2057e-10 -89.9984 2.86456e-05 -179.998 2.86456e-05 -179.998
5566.01 1 90.0016 1 90 8.17622e-10 -89.9984 2.85941e-05 -179.998 2.85941e-05 -179.998
5576.02 1 90.0016 1 90 8.14689e-10 -89.9984 2.85428e-05 -179.998 2.85428e-05 -179.998
5586.03 1 90.0016 1 90 8.11772e-10 -89.9984 2.84916e-05 -179.998 2.84916e-05 -179.998
5596.04 1 90.0016 1 90 8.08871e-10 -89.9984 2.84407e-05 -179.998 2.84407e-05 -179.998
5606.05 1 90.0016 1 90 8.05985e-10 -89.9984 2.83899e-05 -179.998 2.83899e-05 -179.998
5616.05 1 90.0016 1 90 8.03115e-10 -89.9984 2.83393e-05 -179.998 2.83393e-05 -179.998
5626.06 1 90.0016 1 90 8.0026e-10 -89.9984 2.82889e-05 -179.998 2.82889e-05 -179.998
5636.07 1 90.0016 1 90 7.9742e-10 -89.9984 2.82386e-05 -179.998 2.82386e-05 -179.998
5646.08 1 90.0016 1 90 7.94595e-10 -89.9984 2.81886e-05 -179.998 2.81886e-05 -179.998
5656.09 1 90.0016 1 90 7.91786e-10 -89.9984 2.81387e-05 -179.998 2.81387e-05 -179.998
5666.1 1 90.0016 1 90 7.88991e-10 -89.9984 2.8089e-05 -179.998 2.8089e-05 -179.998
5676.11 1 90.0016 1 90 7.86211e-10 -89.9984 2.80394e-05 -179.998 2.80394e-05 -179.998
5686.12 1 90.0016 1 90 7.83445e-10 -89.9984 2.79901e-05 -179.998 2.79901e-05 -179.998
5696.13 1 90.0016 1 90 7.80694e-10 -89.9984 2.79409e-05 -179.998 2.79409e-05 -179.998
5706.14 1 90.0016 1 90 7.77958e-10 -89.9984 2.78919e-05 -179.998 2.78919e-05 -179.998
5716.14 1 90.0016 1 90 7.75236e-10 -89.9984 2.78431e-05 -179.998 2.78431e-05 -179.998
5726.15 1 90.0016 1 90 7.72528e-10 -89.9984 2.77944e-05 -179.998 2.77944e-05 -179.998
5736.16 1 90.0016 1 90 7.69835e-10 -89.9984 2.77459e-05 -179.998 2.77459e-05 -179.998
5746.17 1 90.0016 1 90 7.67155e-10 -89.9984 2.76976e-05 -179.998 2.76976e-05 -179.998
5756.18 1 90.0016 1 90 7.64489e-10 -89.9984 2.76494e-05 -179.998 2.76494e-05 -179.998
5766.19 1 90.0016 1 90 7.61838e-10 -89.9984 2.76014e-05 -179.998 2.76014e-05 -179.998
5776.2 1 90.0016 1 90 7.592e-10 -89.9984 2.75536e-05 -179.998 2.75536e-05 -179.998
5786.21 1 90.0016 1 90 7.56576e-10 -89.9984 2.75059e-05 -179.998 2.75059e-05 -179.998
5796.22 1 90.0016 1 90 7.53965e-10 -89.9984 2.74584e-05 -179.998 2.74584e-05 -179.998
5806.23 1 90.0016 1 90 7.51368e-10 -89.9984 2.74111e-05 -179.998 2.74111e-05 -179.998
5816.23 1 90.0016 1 90 7.48784e-10 -89.9984 2.73639e-05 -179.998 2.73639e-05 -179.998
5826.24 1 90.0016 1 90 7.46213e-10 -89.9984 2.73169e-05 -179.998 2.73169e-05 -179.998
5836.25 1 90.0016 1 90 7.43656e-10 -89.9984 2.72701e-05 -179.998 2.72701e-05 -179.998
5846.26 1 90.0016 1 90 7.41112e-10 -89.9984 2.72234e-05 -179.998 2.72234e-05 -179.998
5856.27 1 90.0016 1 90 7.38581e-10 -89.9984 2.71768e-05 -179.998 2.71768e-05 -179.998
5866.28 1 90.0016 1 90 7.36063e-10 -89.9984 2.71305e-05 -179.998 2.71305e-05 -179.998
5876.29 1 90.0016 1 90 7.33557e-10 -89.9984 2.70843e-05 -179.998 2.70843e-05 -179.998
5886.3 1 90.0015 1 90 7.31065e-10 -89.9985 2.70382e-05 -179.998 2.70382e-05 -179.998
5896.31 1 90.0015 1 90 7.28585e-10 -89.9985 2.69923e-05 -179.998 2.69923e-05 -179.998
5906.32 1 90.0015 1 90 7.26118e-10 -89.9985 2.69466e-05 -179.998 2.69466e-05 -179.998
5916.32 1 90.0015 1 90 7.23663e-10 -89.9985 2.6901e-05 -179.998 2.6901e-05 -179.998
5926.33 1 90.0015 1 90 7.21221e-10 -89.9985 2.68556e-05 -179.998 2.68556e-05 -179.998
5936.34 1 90.0015 1 90 7.18791e-10 -89.9985 2.68103e-05 -179.998 2.68103e-05 -179.998
5946.35 1 90.0015 1 90 7.16373e-10 -89.9985 2.67651e-05 -179.998 2.67651e-05 -179.998
5956.36 1 90.0015 1 90 7.13967e-10 -89.9985 2.67202e-05 -179.998 2.67202e-05 -179.998
5966.37 1 90.0015 1 90 7.11574e-10 -89.9985 2.66753e-05 -179.998 2.66753e-05 -179.998
5976.38 1 90.0015 1 90 7.09192e-10 -89.9985 2.66307e-05 -179.998 2.66307e-05 -179.998
5986.39 1 90.0015 1 90 7.06823e-10 -89.9985 2.65861e-05 -179.998 2.65861e-05 -179.998
5996.4 1 90.0015 1 90 7.04465e-10 -89.9985 2.65418e-05 -179.998 2.65418e-05 -179.998
6006.41 1 90.0015 1 90 7.02119e-10 -89.9985 2.64975e-05 -179.998 2.64975e-05 -179.998
6016.41 1 90.0015 1 90 6.99785e-10 -89.9985 2.64535e-05 -179.998 2.64535e-05 -179.998
6026.42 1 90.0015 1 90 6.97463e-10 -89.9985 2.64095e-05 -179.998 2.64095e-05 -179.998
6036.43 1 90.0015 1 90 6.95152e-10 -89.9985 2.63657e-05 -179.998 2.63657e-05 -179.998
6046.44 1 90.0015 1 90 6.92852e-10 -89.9985 2.63221e-05 -179.998 2.63221e-05 -179.998
6056.45 1 90.0015 1 90 6.90564e-10 -89.9985 2.62786e-05 -179.998 2.62786e-05 -179.998
6066.46 1 90.0015 1 90 6.88287e-10 -89.9985 2.62352e-05 -179.998 2.62352e-05 -179.998
6076.47 1 90.0015 1 90 6.86022e-10 -89.9985 2.6192e-05 -179.998 2.6192e-05 -179.998
6086.48 1 90.0015 1 90 6.83767e-10 -89.9985 2.61489e-05 -179.999 2.61489e-05 -179.999
6096.49 1 90.0015 1 90 6.81524e-10 -89.9985 2.6106e-05 -179.999 2.6106e-05 -179.999
6106.5 1 90.0015 1 90 6.79292e-10 -89.9985 2.60632e-05 -179.999 2.60632e-05 -179.999
6116.5 1 90.0015 1 90 6.7707e-10 -89.9985 2.60206e-05 -179.999 2.60206e-05 -179.999
6126.51 1 90.0015 1 90 6.7486e-10 -89.9985 2.59781e-05 -179.999 2.59781e-05 -179.999
6136.52 1 90.0015 1 90 6.7266e-10 -89.9985 2.59357e-05 -179.999 2.59357e-05 -179.999
6146.53 1 90.0015 1 90 6.70471e-10 -89.9985 2.58935e-05 -179.999 2.58935e-05 -179.999
6156.54 1 90.0015 1 90 6.68293e-10 -89.9985 2.58514e-05 -179.999 2.58514e-05 -179.999
6166.55 1 90.0015 1 90 6.66125e-10 -89.9985 2.58094e-05 -179.999 2.58094e-05 -179.999
6176.56 1 90.0015 1 90 6.63968e-10 -89.9985 2.57676e-05 -179.999 2.57676e-05 -179.999
6186.57 1 90.0015 1 90 6.61821e-10 -89.9985 2.57259e-05 -179.999 2.57259e-05 -179.999
6196.58 1 90.0015 1 90 6.59685e-10 -89.9985 2.56843e-05 -179.999 2.56843e-05 -179.999
6206.59 1 90.0015 1 90 6.57559e-10 -89.9985 2.56429e-05 -179.999 2.56429e-05 -179.999
6216.59 1 90.0015 1 90 6.55443e-10 -89.9985 2.56016e-05 -179.999 2.56016e-05 -179.999
6226.6 1 90.0015 1 90 6.53338e-10 -89.9985 2.55605e-05 -179.999 2.55605e-05 -179.999
6236.61 1 90.0015 1 90 6.51242e-10 -89.9985 2.55195e-05 -179.999 2.55195e-05 -179.999
6246.62 1 90.0015 1 90 6.49157e-10 -89.9985 2.54786e-05 -179.999 2.54786e-05 -179.999
6256.63 1 90.0015 1 90 6.47082e-10 -89.9985 2.54378e-05 -179.999 2.54378e-05 -179.999
6266.64 1 90.0015 1 90 6.45016e-10 -89.9985 2.53972e-05 -179.999 2.53972e-05 -179.999
6276.65 1 90.0015 1 90 6.42961e-10 -89.9985 2.53567e-05 -179.999 2.53567e-05 -179.999
6286.66 1 90.0015 1 90 6.40915e-10 -89.9985 2.53163e-05 -179.999 2.53163e-05 -179.999
6296.67 1 90.0014 1 90 6.38879e-10 -89.9986 2.52761e-05 -179.999 2.52761e-05 -179.999
6306.68 1 90.0014 1 90 6.36853e-10 -89.9986 2.52359e-05 -179.999 2.52359e-05 -179.999
6316.68 1 90.0014 1 90 6.34836e-10 -89.9986 2.5196e-05 -179.999 2.5196e-05 -179.999
6326.69 1 90.0014 1 90 6.32829e-10 -89.9986 2.51561e-05 -179.999 2.51561e-05 -179.999
6336.7 1 90.0014 1 90 6.30832e-10 -89.9986 2.51164e-05 -179.999 2.51164e-05 -179.999
6346.71 1 90.0014 1 90 6.28844e-10 -89.9986 2.50768e-05 -179.999 2.50768e-05 -179.999
6356.72 1 90.0014 1 90 6.26865e-10 -89.9986 2.50373e-05 -179.999 2.50373e-05 -179.999
6366.73 1 90.0014 1 90 6.24896e-10 -89.9986 2.49979e-05 -179.999 2.49979e-05 -179.999
6376.74 1 90.0014 1 90 6.22935e-10 -89.9986 2.49587e-05 -179.999 2.49587e-05 -179.999
6386.75 1 90.0014 1 90 6.20984e-10 -89.9986 2.49196e-05 -179.999 2.49196e-05 -179.999
6396.76 1 90.0014 1 90 6.19043e-10 -89.9986 2.48806e-05 -179.999 2.48806e-05 -179.999
6406.77 1 90.0014 1 90 6.1711e-10 -89.9986 2.48417e-05 -179.999 2.48417e-05 -179.999
6416.77 1 90.0014 1 90 6.15186e-10 -89.9986 2.48029e-05 -179.999 2.48029e-05 -179.999
6426.78 1 90.0014 1 90 6.13272e-10 -89.9986 2.47643e-05 -179.999 2.47643e-05 -179.999
6436.79 1 90.0014 1 90 6.11366e-10 -89.9986 2.47258e-05 -179.999 2.47258e-05 -179.999
6446.8 1 90.0014 1 90 6.09469e-10 -89.9986 2.46874e-05 -179.999 2.46874e-05 -179.999
6456.81 1 90.0014 1 90 6.07581e-10 -89.9986 2.46492e-05 -179.999 2.46492e-05 -179.999
6466.82 1 90.0014 1 90 6.05702e-10 -89.9986 2.4611e-05 -179.999 2.4611e-05 -179.999
6476.83 1 90.0014 1 90 6.03831e-10 -89.9986 2.4573e-05 -179.999 2.4573e-05 -179.999
6486.84 1 90.0014 1 90 6.01969e-10 -89.9986 2.45351e-05 -179.999 2.45351e-05 -179.999
6496.85 1 90.0014 1 90 6.00116e-10 -89.9986 2.44973e-05 -179.999 2.44973e-05 -179.999
6506.86 1 90.0014 1 90 5.98271e-10 -89.9986 2.44596e-05 -179.999 2.44596e-05 -179.999
6516.86 1 90.0014 1 90 5.96435e-10 -89.9986 2.4422e-05 -179.999 2.4422e-05 -179.999
6526.87 1 90.0014 1 90 5.94607e-10 -89.9986 2.43846e-05 -179.999 2.43846e-05 -179.999
6536.88 1 90.0014 1 90 5.92787e-10 -89.9986 2.43472e-05 -179.999 2.43472e-05 -179.999
6546.89 1 90.0014 1 90 5.90976e-10 -89.9986 2.431e-05 -179.999 2.431e-05 -179.999
6556.9 1 90.0014 1 90 5.89173e-10 -89.9986 2.42729e-05 -179.999 2.42729e-05 -179.999
6566.91 1 90.0014 1 90 5.87379e-10 -89.9986 2.42359e-05 -179.999 2.42359e-05 -179.999
6576.92 1 90.0014 1 90 5.85592e-10 -89.9986 2.4199e-05 -179.999 2.4199e-05 -179.999
6586.93 1 90.0014 1 90 5.83814e-10 -89.9986 2.41622e-05 -179.999 2.41622e-05 -179.999
6596.94 1 90.0014 1 90 5.82044e-10 -89.9986 2.41256e-05 -179.999 2.41256e-05 -179.999
6606.95 1 90.0014 1 90 5.80282e-10 -89.9986 2.4089e-05 -179.999 2.4089e-05 -179.999
6616.95 1 90.0014 1 90 5.78527e-10 -89.9986 2.40526e-05 -179.999 2.40526e-05 -179.999
6626.96 1 90.0014 1 90 5.76781e-10 -89.9986 2.40163e-05 -179.999 2.40163e-05 -179.999
6636.97 1 90.0014 1 90 5.75043e-10 -89.9986 2.398e-05 -179.999 2.398e-05 -179.999
6646.98 1 90.0014 1 90 5.73312e-10 -89.9986 2.39439e-05 -179.999 2.39439e-05 -179.999
6656.99 1 90.0014 1 90 5.7159e-10 -89.9986 2.39079e-05 -179.999 2.39079e-05 -179.999
6667 1 90.0014 1 90 5.69875e-10 -89.9986 2.3872e-05 -179.999 2.3872e-05 -179.999
6677.01 1 90.0014 1 90 5.68167e-10 -89.9986 2.38363e-05 -179.999 2.38363e-05 -179.999
6687.02 1 90.0014 1 90 5.66468e-10 -89.9986 2.38006e-05 -179.999 2.38006e-05 -179.999
6697.03 1 90.0014 1 90 5.64776e-10 -89.9986 2.3765e-05 -179.999 2.3765e-05 -179.999
6707.04 1 90.0014 1 90 5.63092e-10 -89.9986 2.37295e-05 -179.999 2.37295e-05 -179.999
6717.05 1 90.0014 1 90 5.61415e-10 -89.9986 2.36942e-05 -179.999 2.36942e-05 -179.999
6727.05 1 90.0014 1 90 5.59745e-10 -89.9986 2.36589e-05 -179.999 2.36589e-05 -179.999
6737.06 1 90.0014 1 90 5.58083e-10 -89.9986 2.36238e-05 -179.999 2.36238e-05 -179.999
6747.07 1 90.0014 1 90 5.56429e-10 -89.9986 2.35887e-05 -179.999 2.35887e-05 -179.999
6757.08 1 90.0013 1 90 5.54782e-10 -89.9987 2.35538e-05 -179.999 2.35538e-05 -179.999
6767.09 1 90.0013 1 90 5.53142e-10 -89.9987 2.3519e-05 -179.999 2.3519e-05 -179.999
6777.1 1 90.0013 1 90 5.51509e-10 -89.9987 2.34842e-05 -179.999 2.34842e-05 -179.999
6787.11 1 90.0013 1 90 5.49884e-10 -89.9987 2.34496e-05 -179.999 2.34496e-05 -179.999
6797.12 1 90.0013 1 90 5.48265e-10 -89.9987 2.34151e-05 -179.999 2.34151e-05 -179.999
6807.13 1 90.0013 1 90 5.46654e-10 -89.9987 2.33806e-05 -179.999 2.33806e-05 -179.999
6817.14 1 90.0013 1 90 5.4505e-10 -89.9987 2.33463e-05 -179.999 2.33463e-05 -179.999
6827.14 1 90.0013 1 90 5.43453e-10 -89.9987 2.33121e-05 -179.999 2.33121e-05 -179.999
6837.15 1 90.0013 1 90 5.41863e-10 -89.9987 2.3278e-05 -179.999 2.3278e-05 -179.999
6847.16 1 90.0013 1 90 5.4028e-10 -89.9987 2.32439e-05 -179.999 2.32439e-05 -179.999
6857.17 1 90.0013 1 90 5.38704e-10 -89.9987 2.321e-05 -179.999 2.321e-05 -179.999
6867.18 1 90.0013 1 90 5.37135e-10 -89.9987 2.31762e-05 -179.999 2.31762e-05 -179.999
6877.19 1 90.0013 1 90 5.35573e-10 -89.9987 2.31424e-05 -179.999 2.31424e-05 -179.999
6887.2 1 90.0013 1 90 5.34017e-10 -89.9987 2.31088e-05 -179.999 2.31088e-05 -179.999
6897.21 1 90.0013 1 90 5.32468e-10 -89.9987 2.30753e-05 -179.999 2.30753e-05 -179.999
6907.22 1 90.0013 1 90 5.30926e-10 -89.9987 2.30418e-05 -179.999 2.30418e-05 -179.999
6917.23 1 90.0013 1 90 5.29391e-10 -89.9987 2.30085e-05 -179.999 2.30085e-05 -179.999
6927.23 1 90.0013 1 90 5.27862e-10 -89.9987 2.29753e-05 -179.999 2.29753e-05 -179.999
6937.24 1 90.0013 1 90 5.2634e-10 -89.9987 2.29421e-05 -179.999 2.29421e-05 -179.999
6947.25 1 90.0013 1 90 5.24825e-10 -89.9987 2.2909e-05 -179.999 2.2909e-05 -179.999
6957.26 1 90.0013 1 90 5.23316e-10 -89.9987 2.28761e-05 -179.999 2.28761e-05 -179.999
6967.27 1 90.0013 1 90 5.21813e-10 -89.9987 2.28432e-05 -179.999 2.28432e-05 -179.999
6977.28 1 90.0013 1 90 5.20317e-10 -89.9987 2.28105e-05 -179.999 2.28105e-05 -179.999
6987.29 1 90.0013 1 90 5.18827e-10 -89.9987 2.27778e-05 -179.999 2.27778e-05 -179.999
6997.3 1 90.0013 1 90 5.17344e-10 -89.9987 2.27452e-05 -179.999 2.27452e-05 -179.999
7007.31 1 90.0013 1 90 5.15867e-10 -89.9987 2.27127e-05 -179.999 2.27127e-05 -179.999
7017.32 1 90.0013 1 90 5.14397e-10 -89.9987 2.26803e-05 -179.999 2.26803e-05 -179.999
7027.32 1 90.0013 1 90 5.12933e-10 -89.9987 2.2648e-05 -179.999 2.2648e-05 -179.999
7037.33 1 90.0013 1 90 5.11475e-10 -89.9987 2.26158e-05 -179.999 2.26158e-05 -179.999
7047.34 1 90.0013 1 90 5.10023e-10 -89.9987 2.25837e-05 -179.999 2.25837e-05 -179.999
7057.35 1 90.0013 1 90 5.08577e-10 -89.9987 2.25517e-05 -179.999 2.25517e-05 -179.999
7067.36 1 90.0013 1 90 5.07138e-10 -89.9987 2.25197e-05 -179.999 2.25197e-05 -179.999
7077.37 1 90.0013 1 90 5.05704e-10 -89.9987 2.24879e-05 -179.999 2.24879e-05 -179.999
7087.38 1 90.0013 1 90 5.04277e-10 -89.9987 2.24561e-05 -179.999 2.24561e-05 -179.999
7097.39 1 90.0013 1 90 5.02856e-10 -89.9987 2.24244e-05 -179.999 2.24244e-05 -179.999
7107.4 1 90.0013 1 90 5.0144e-10 -89.9987 2.23929e-05 -179.999 2.23929e-05 -179.999
7117.41 1 90.0013 1 90 5.00031e-10 -89.9987 2.23614e-05 -179.999 2.23614e-05 -179.999
7127.41 1 90.0013 1 90 4.98628e-10 -89.9987 2.233e-05 -179.999 2.233e-05 -179.999
7137.42 1 90.0013 1 90 4.9723e-10 -89.9987 2.22987e-05 -179.999 2.22987e-05 -179.999
7147.43 1 90.0013 1 90 4.95838e-10 -89.9987 2.22674e-05 -179.999 2.22674e-05 -179.999
7157.44 1 90.0013 1 90 4.94453e-10 -89.9987 2.22363e-05 -179.999 2.22363e-05 -179.999
7167.45 1 90.0013 1 90 4.93073e-10 -89.9987 2.22052e-05 -179.999 2.22052e-05 -179.999
7177.46 1 90.0013 1 90 4.91698e-10 -89.9987 2.21743e-05 -179.999 2.21743e-05 -179.999
7187.47 1 90.0013 1 90 4.9033e-10 -89.9987 2.21434e-05 -179.999 2.21434e-05 -179.999
7197.48 1 90.0013 1 90 4.88967e-10 -89.9987 2.21126e-05 -179.999 2.21126e-05 -179.999
7207.49 1 90.0013 1 90 4.8761e-10 -89.9987 2.20819e-05 -179.999 2.20819e-05 -179.999
7217.5 1 90.0013 1 90 4.86259e-10 -89.9987 2.20513e-05 -179.999 2.20513e-05 -179.999
7227.5 1 90.0013 1 90 4.84913e-10 -89.9987 2.20207e-05 -179.999 2.20207e-05 -179.999
7237.51 1 90.0013 1 90 4.83572e-10 -89.9987 2.19903e-05 -179.999 2.19903e-05 -179.999
7247.52 1 90.0013 1 90 4.82238e-10 -89.9987 2.19599e-05 -179.999 2.19599e-05 -179.999
7257.53 1 90.0013 1 90 4.80908e-10 -89.9987 2.19296e-05 -179.999 2.19296e-05 -179.999
7267.54 1 90.0013 1 90 4.79585e-10 -89.9987 2.18994e-05 -179.999 2.18994e-05 -179.999
7277.55 1 90.0013 1 90 4.78266e-10 -89.9987 2.18693e-05 -179.999 2.18693e-05 -179.999
7287.56 1 90.0013 1 90 4.76954e-10 -89.9987 2.18393e-05 -179.999 2.18393e-05 -179.999
7297.57 1 90.0012 1 90 4.75646e-10 -89.9988 2.18093e-05 -179.999 2.18093e-05 -179.999
7307.58 1 90.0012 1 90 4.74344e-10 -89.9988 2.17794e-05 -179.999 2.17794e-05 -179.999
7317.59 1 90.0012 1 90 4.73047e-10 -89.9988 2.17497e-05 -179.999 2.17497e-05 -179.999
7327.59 1 90.0012 1 90 4.71756e-10 -89.9988 2.17199e-05 -179.999 2.17199e-05 -179.999
7337.6 1 90.0012 1 90 4.7047e-10 -89.9988 2.16903e-05 -179.999 2.16903e-05 -179.999
7347.61 1 90.0012 1 90 4.69189e-10 -89.9988 2.16608e-05 -179.999 2.16608e-05 -179.999
7357.62 1 90.0012 1 90 4.67913e-10 -89.9988 2.16313e-05 -179.999 2.16313e-05 -179.999
7367.63 1 90.0012 1 90 4.66643e-10 -89.9988 2.16019e-05 -179.999 2.16019e-05 -179.999
7377.64 1 90.0012 1 90 4.65378e-10 -89.9988 2.15726e-05 -179.999 2.15726e-05 -179.999
7387.65 1 90.0012 1 90 4.64117e-10 -89.9988 2.15434e-05 -179.999 2.15434e-05 -179.999
7397.66 1 90.0012 1 90 4.62862e-10 -89.9988 2.15142e-05 -179.999 2.15142e-05 -179.999
7407.67 1 90.0012 1 90 4.61612e-10 -89.9988 2.14852e-05 -179.999 2.14852e-05 -179.999
7417.68 1 90.0012 1 90 4.60367e-10 -89.9988 2.14562e-05 -179.999 2.14562e-05 -179.999
7427.68 1 90.0012 1 90 4.59128e-10 -89.9988 2.14273e-05 -179.999 2.14273e-05 -179.999
7437.69 1 90.0012 1 90 4.57893e-10 -89.9988 2.13984e-05 -179.999 2.13984e-05 -179.999
7447.7 1 90.0012 1 90 4.56663e-10 -89.9988 2.13697e-05 -179.999 2.13697e-05 -179.999
7457.71 1 90.0012 1 90 4.55438e-10 -89.9988 2.1341e-05 -179.999 2.1341e-05 -179.999
7467.72 1 90.0012 1 90 4.54218e-10 -89.9988 2.13124e-05 -179.999 2.13124e-05 -179.999
7477.73 1 90.0012 1 90 4.53003e-10 -89.9988 2.12839e-05 -179.999 2.12839e-05 -179.999
7487.74 1 90.0012 1 90 4.51792e-10 -89.9988 2.12554e-05 -179.999 2.12554e-05 -179.999
7497.75 1 90.0012 1 90 4.50587e-10 -89.9988 2.1227e-05 -179.999 2.1227e-05 -179.999
7507.76 1 90.0012 1 90 4.49386e-10 -89.9988 2.11987e-05 -179.999 2.11987e-05 -179.999
7517.77 1 90.0012 1 90 4.48191e-10 -89.9988 2.11705e-05 -179.999 2.11705e-05 -179.999
7527.77 1 90.0012 1 90 4.46999e-10 -89.9988 2.11424e-05 -179.999 2.11424e-05 -179.999
7537.78 1 90.0012 1 90 4.45813e-10 -89.9988 2.11143e-05 -179.999 2.11143e-05 -179.999
7547.79 1 90.0012 1 90 4.44632e-10 -89.9988 2.10863e-05 -179.999 2.10863e-05 -179.999
7557.8 1 90.0012 1 90 4.43455e-10 -89.9988 2.10584e-05 -179.999 2.10584e-05 -179.999
7567.81 1 90.0012 1 90 4.42282e-10 -89.9988 2.10305e-05 -179.999 2.10305e-05 -179.999
7577.82 1 90.0012 1 90 4.41115e-10 -89.9988 2.10027e-05 -179.999 2.10027e-05 -179.999
