f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f jV0400m jV0400f jV0600m jV0600f jV0200m jV0200f jV0800m jV0800f 
900 25496.9 154.091 0 0 0.630498 -7.93424 0 0 0.316836 -162.026 1 0 261.406 -25.908 0 0 5.76727e-06 -115.909 9.61308e-12 -79.6298 2.54969 154.091 3.18711 -25.9084
