           t	          E1	          E2	          E3	          E4	     J_V0300	     J_V0400	
       0.415	         0.5	           1	           2	        -4.4	        -0.5	           0	
       0.415	         0.5	           1	           2	       -4.38	        -0.5	           0	
       0.416	         0.5	           1	           2	       -4.37	        -0.5	           0	
       0.416	         0.5	           1	           2	       -4.35	        -0.5	           0	
       0.416	         0.5	           1	           2	       -4.34	        -0.5	           0	
       0.417	         0.5	           1	           2	       -4.32	        -0.5	           0	
       0.417	         0.5	           1	           2	        -4.3	        -0.5	           0	
       0.418	         0.5	           1	           2	       -4.29	        -0.5	           0	
       0.418	         0.5	           1	           2	       -4.27	        -0.5	           0	
       0.419	         0.5	           1	           2	       -4.25	        -0.5	           0	
       0.419	         0.5	           1	           2	       -4.24	        -0.5	           0	
        0.42	         0.5	           1	           2	       -4.22	        -0.5	           0	
        0.42	         0.5	           1	           2	        -4.2	        -0.5	           0	
       0.421	         0.5	           1	           2	       -4.19	        -0.5	           0	
       0.421	         0.5	           1	           2	       -4.17	        -0.5	           0	
       0.422	         0.5	           1	           2	       -4.15	        -0.5	           0	
       0.422	         0.5	           1	           2	       -4.14	        -0.5	           0	
       0.423	         0.5	           1	           2	       -4.12	        -0.5	           0	
       0.423	         0.5	           1	           2	        -4.1	        -0.5	           0	
       0.424	         0.5	           1	           2	       -4.08	        -0.5	           0	
       0.424	         0.5	           1	           2	       -4.06	        -0.5	           0	
       0.425	         0.5	           1	           2	       -4.05	        -0.5	           0	
       0.425	         0.5	           1	           2	       -4.03	        -0.5	           0	
       0.426	         0.5	           1	           2	       -4.01	        -0.5	           0	
       0.426	         0.5	           1	           2	       -3.99	        -0.5	           0	
       0.427	         0.5	           1	           2	       -3.97	        -0.5	           0	
       0.427	         0.5	           1	           2	       -3.95	        -0.5	           0	
       0.428	         0.5	           1	           2	       -3.93	        -0.5	           0	
       0.428	         0.5	           1	           2	       -3.91	        -0.5	           0	
       0.429	         0.5	           1	           2	       -3.89	        -0.5	           0	
       0.429	         0.5	           1	           2	       -3.87	        -0.5	           0	
        0.43	         0.5	           1	           2	       -3.85	        -0.5	           0	
        0.43	         0.5	           1	           2	       -3.83	        -0.5	           0	
       0.431	         0.5	           1	           2	       -3.81	        -0.5	           0	
       0.431	         0.5	           1	           2	       -3.79	        -0.5	           0	
       0.432	         0.5	           1	           2	       -3.77	        -0.5	           0	
       0.432	         0.5	           1	           2	       -3.75	        -0.5	           0	
       0.433	         0.5	           1	           2	       -3.73	        -0.5	           0	
       0.433	         0.5	           1	           2	       -3.71	        -0.5	           0	
       0.434	         0.5	           1	           2	       -3.69	        -0.5	           0	
       0.434	         0.5	           1	           2	       -3.67	        -0.5	           0	
       0.435	         0.5	           1	           2	       -3.64	        -0.5	           0	
       0.435	         0.5	           1	           2	       -3.62	        -0.5	           0	
       0.436	         0.5	           1	           2	        -3.6	        -0.5	           0	
       0.436	         0.5	           1	           2	       -3.58	        -0.5	           0	
       0.437	         0.5	           1	           2	       -3.56	        -0.5	           0	
       0.438	         0.5	           1	           2	       -3.54	        -0.5	           0	
       0.438	         0.5	           1	           2	       -3.51	        -0.5	           0	
       0.439	         0.5	           1	           2	       -3.49	        -0.5	           0	
       0.439	         0.5	           1	           2	       -3.47	        -0.5	           0	
        0.44	         0.5	           1	           2	       -3.45	        -0.5	           0	
        0.44	         0.5	           1	           2	       -3.42	        -0.5	           0	
       0.441	         0.5	           1	           2	        -3.4	        -0.5	           0	
       0.441	         0.5	           1	           2	       -3.38	        -0.5	           0	
       0.442	         0.5	           1	           2	       -3.35	        -0.5	           0	
       0.442	         0.5	           1	           2	       -3.33	        -0.5	           0	
       0.443	         0.5	           1	           2	       -3.31	        -0.5	           0	
       0.443	         0.5	           1	           2	       -3.28	        -0.5	           0	
       0.444	         0.5	           1	           2	       -3.26	        -0.5	           0	
       0.444	         0.5	           1	           2	       -3.24	        -0.5	           0	
       0.445	         0.5	           1	           2	       -3.21	        -0.5	           0	
       0.445	         0.5	           1	           2	       -3.19	        -0.5	           0	
       0.446	         0.5	           1	           2	       -3.16	        -0.5	           0	
       0.446	         0.5	           1	           2	       -3.14	        -0.5	           0	
       0.447	         0.5	           1	           2	       -3.11	        -0.5	           0	
       0.447	         0.5	           1	           2	       -3.09	        -0.5	           0	
       0.448	         0.5	           1	           2	       -3.06	        -0.5	           0	
       0.448	         0.5	           1	           2	       -3.04	        -0.5	           0	
       0.449	         0.5	           1	           2	       -3.01	        -0.5	           0	
       0.449	         0.5	           1	           2	       -2.99	        -0.5	           0	
        0.45	         0.5	           1	           2	       -2.96	        -0.5	           0	
        0.45	         0.5	           1	           2	       -2.94	        -0.5	           0	
       0.451	         0.5	           1	           2	       -2.91	        -0.5	           0	
       0.451	         0.5	           1	           2	       -2.89	        -0.5	           0	
       0.452	         0.5	           1	           2	       -2.86	        -0.5	           0	
       0.452	         0.5	           1	           2	       -2.84	        -0.5	           0	
       0.453	         0.5	           1	           2	       -2.81	        -0.5	           0	
       0.453	         0.5	           1	           2	       -2.78	        -0.5	           0	
       0.454	         0.5	           1	           2	       -2.76	        -0.5	           0	
       0.454	         0.5	           1	           2	       -2.73	        -0.5	           0	
       0.455	         0.5	           1	           2	       -2.71	        -0.5	           0	
       0.455	         0.5	           1	           2	       -2.68	        -0.5	           0	
       0.456	         0.5	           1	           2	       -2.65	        -0.5	           0	
       0.456	         0.5	           1	           2	       -2.63	        -0.5	           0	
       0.457	         0.5	           1	           2	        -2.6	        -0.5	           0	
       0.457	         0.5	           1	           2	       -2.57	        -0.5	           0	
       0.458	         0.5	           1	           2	       -2.55	        -0.5	           0	
       0.458	         0.5	           1	           2	       -2.52	        -0.5	           0	
       0.459	         0.5	           1	           2	       -2.49	        -0.5	           0	
       0.459	         0.5	           1	           2	       -2.46	        -0.5	           0	
        0.46	         0.5	           1	           2	       -2.44	        -0.5	           0	
        0.46	         0.5	           1	           2	       -2.41	        -0.5	           0	
       0.461	         0.5	           1	           2	       -2.38	        -0.5	           0	
       0.461	         0.5	           1	           2	       -2.35	        -0.5	           0	
       0.462	         0.5	           1	           2	       -2.33	        -0.5	           0	
       0.462	         0.5	           1	           2	        -2.3	        -0.5	           0	
       0.463	         0.5	           1	           2	       -2.27	        -0.5	           0	
       0.463	         0.5	           1	           2	       -2.24	        -0.5	           0	
       0.464	         0.5	           1	           2	       -2.21	        -0.5	           0	
       0.464	         0.5	           1	           2	       -2.19	        -0.5	           0	
       0.465	         0.5	           1	           2	       -2.16	        -0.5	           0	
       0.465	         0.5	           1	           2	       -2.13	        -0.5	           0	
       0.466	         0.5	           1	           2	        -2.1	        -0.5	           0	
       0.466	         0.5	           1	           2	       -2.07	        -0.5	           0	
       0.467	         0.5	           1	           2	       -2.04	        -0.5	           0	
       0.467	         0.5	           1	           2	       -2.01	        -0.5	           0	
       0.468	         0.5	           1	           2	       -1.99	        -0.5	           0	
       0.468	         0.5	           1	           2	       -1.96	        -0.5	           0	
       0.469	         0.5	           1	           2	       -1.93	        -0.5	           0	
       0.469	         0.5	           1	           2	        -1.9	        -0.5	           0	
        0.47	         0.5	           1	           2	       -1.87	        -0.5	           0	
        0.47	         0.5	           1	           2	       -1.84	        -0.5	           0	
       0.471	         0.5	           1	           2	       -1.81	        -0.5	           0	
       0.471	         0.5	           1	           2	       -1.78	        -0.5	           0	
       0.472	         0.5	           1	           2	       -1.75	        -0.5	           0	
       0.472	         0.5	           1	           2	       -1.72	        -0.5	           0	
       0.473	         0.5	           1	           2	       -1.69	        -0.5	           0	
       0.473	         0.5	           1	           2	       -1.66	        -0.5	           0	
       0.474	         0.5	           1	           2	       -1.63	        -0.5	           0	
       0.474	         0.5	           1	           2	        -1.6	        -0.5	           0	
       0.475	         0.5	           1	           2	       -1.57	        -0.5	           0	
       0.475	         0.5	           1	           2	       -1.55	        -0.5	           0	
       0.476	         0.5	           1	           2	       -1.52	        -0.5	           0	
       0.476	         0.5	           1	           2	       -1.49	        -0.5	           0	
       0.477	         0.5	           1	           2	       -1.46	        -0.5	           0	
       0.477	         0.5	           1	           2	       -1.43	        -0.5	           0	
       0.478	         0.5	           1	           2	       -1.39	        -0.5	           0	
       0.478	         0.5	           1	           2	       -1.36	        -0.5	           0	
       0.479	         0.5	           1	           2	       -1.33	        -0.5	           0	
       0.479	         0.5	           1	           2	        -1.3	        -0.5	           0	
        0.48	         0.5	           1	           2	       -1.27	        -0.5	           0	
        0.48	         0.5	           1	           2	       -1.24	        -0.5	           0	
        0.48	         0.5	           1	           2	       -1.21	        -0.5	           0	
       0.481	         0.5	           1	           2	       -1.18	        -0.5	           0	
       0.481	         0.5	           1	           2	       -1.15	        -0.5	           0	
       0.482	         0.5	           1	           2	       -1.12	        -0.5	           0	
       0.482	         0.5	           1	           2	       -1.09	        -0.5	           0	
       0.483	         0.5	           1	           2	       -1.06	        -0.5	           0	
       0.483	         0.5	           1	           2	       -1.03	        -0.5	           0	
       0.484	         0.5	           1	           2	      -0.999	        -0.5	           0	
       0.484	         0.5	           1	           2	      -0.968	        -0.5	           0	
       0.485	         0.5	           1	           2	      -0.937	        -0.5	           0	
       0.485	         0.5	           1	           2	      -0.906	        -0.5	           0	
       0.486	         0.5	           1	           2	      -0.875	        -0.5	           0	
       0.486	         0.5	           1	           2	      -0.844	        -0.5	           0	
       0.487	         0.5	           1	           2	      -0.813	        -0.5	           0	
       0.487	         0.5	           1	           2	      -0.782	        -0.5	           0	
       0.488	         0.5	           1	           2	      -0.751	        -0.5	           0	
       0.488	         0.5	           1	           2	       -0.72	        -0.5	           0	
       0.489	         0.5	           1	           2	      -0.689	        -0.5	           0	
       0.489	         0.5	           1	           2	      -0.658	        -0.5	           0	
        0.49	         0.5	           1	           2	      -0.627	        -0.5	           0	
        0.49	         0.5	           1	           2	      -0.595	        -0.5	           0	
       0.491	         0.5	           1	           2	      -0.564	        -0.5	           0	
       0.491	         0.5	           1	           2	      -0.533	        -0.5	           0	
       0.492	         0.5	           1	           2	      -0.502	        -0.5	           0	
       0.492	         0.5	           1	           2	      -0.471	        -0.5	           0	
       0.493	         0.5	           1	           2	      -0.439	        -0.5	           0	
       0.493	         0.5	           1	           2	      -0.408	        -0.5	           0	
       0.494	         0.5	           1	           2	      -0.377	        -0.5	           0	
       0.494	         0.5	           1	           2	      -0.345	        -0.5	           0	
       0.495	         0.5	           1	           2	      -0.314	        -0.5	           0	
       0.495	         0.5	           1	           2	      -0.283	        -0.5	           0	
       0.496	         0.5	           1	           2	      -0.251	        -0.5	           0	
       0.496	         0.5	           1	           2	       -0.22	        -0.5	           0	
       0.497	         0.5	           1	           2	      -0.188	        -0.5	           0	
       0.497	         0.5	           1	           2	      -0.157	        -0.5	           0	
       0.498	         0.5	           1	           2	      -0.126	        -0.5	           0	
       0.498	         0.5	           1	           2	     -0.0942	        -0.5	           0	
       0.499	         0.5	           1	           2	     -0.0628	        -0.5	           0	
       0.499	         0.5	           1	           2	     -0.0314	        -0.5	           0	
         0.5	         0.5	           1	           2	   -6.54e-06	        -0.5	           0	
       0.501	         0.5	           1	           2	      0.0314	        -0.5	           0	
       0.501	         0.5	           1	           2	      0.0628	        -0.5	           0	
       0.502	         0.5	           1	           2	      0.0942	        -0.5	           0	
       0.502	         0.5	           1	           2	       0.126	        -0.5	           0	
       0.503	         0.5	           1	           2	       0.157	        -0.5	           0	
       0.503	         0.5	           1	           2	       0.188	        -0.5	           0	
       0.504	         0.5	           1	           2	        0.22	        -0.5	           0	
       0.504	         0.5	           1	           2	       0.251	        -0.5	           0	
       0.505	         0.5	           1	           2	       0.283	        -0.5	           0	
       0.505	         0.5	           1	           2	       0.314	        -0.5	           0	
       0.506	         0.5	           1	           2	       0.345	        -0.5	           0	
       0.506	         0.5	           1	           2	       0.377	        -0.5	           0	
       0.507	         0.5	           1	           2	       0.408	        -0.5	           0	
       0.507	         0.5	           1	           2	       0.439	        -0.5	           0	
       0.508	         0.5	           1	           2	       0.471	        -0.5	           0	
       0.508	         0.5	           1	           2	       0.502	        -0.5	           0	
       0.509	         0.5	           1	           2	       0.533	        -0.5	           0	
       0.509	         0.5	           1	           2	       0.564	        -0.5	           0	
        0.51	         0.5	           1	           2	       0.595	        -0.5	           0	
        0.51	         0.5	           1	           2	       0.627	        -0.5	           0	
       0.511	         0.5	           1	           2	       0.658	        -0.5	           0	
       0.511	         0.5	           1	           2	       0.689	        -0.5	           0	
       0.512	         0.5	           1	           2	        0.72	        -0.5	           0	
       0.512	         0.5	           1	           2	       0.751	        -0.5	           0	
       0.512	         0.5	           1	           2	       0.782	        -0.5	           0	
       0.513	         0.5	           1	           2	       0.813	        -0.5	           0	
       0.513	         0.5	           1	           2	       0.844	        -0.5	           0	
       0.514	         0.5	           1	           2	       0.875	        -0.5	           0	
       0.514	         0.5	           1	           2	       0.906	        -0.5	           0	
       0.515	         0.5	           1	           2	       0.937	        -0.5	           0	
       0.515	         0.5	           1	           2	       0.968	        -0.5	           0	
       0.516	         0.5	           1	           2	       0.999	        -0.5	           0	
       0.516	         0.5	           1	           2	        1.03	        -0.5	           0	
       0.517	      0.0005	    0.000999	           2	        1.06	          -1	           0	
       0.517	      0.0005	    0.000999	           2	        1.09	          -1	           0	
       0.518	      0.0005	    0.000999	           2	        1.12	          -1	           0	
       0.518	      0.0005	    0.000999	           2	        1.15	          -1	           0	
       0.519	      0.0005	    0.000999	           2	        1.18	          -1	           0	
       0.519	      0.0005	    0.000999	           2	        1.21	          -1	           0	
        0.52	      0.0005	    0.000999	           2	        1.24	          -1	           0	
        0.52	      0.0005	    0.000999	           2	        1.27	          -1	           0	
       0.521	      0.0005	    0.000999	           2	         1.3	          -1	           0	
       0.521	      0.0005	    0.000999	           2	        1.33	          -1	           0	
       0.522	      0.0005	    0.000999	           2	        1.36	          -1	           0	
       0.522	      0.0005	    0.000999	           2	        1.39	          -1	           0	
       0.523	      0.0005	    0.000999	           2	        1.43	          -1	           0	
       0.523	      0.0005	    0.000999	           2	        1.46	          -1	           0	
       0.524	      0.0005	    0.000999	           2	        1.49	          -1	           0	
       0.524	      0.0005	    0.000999	           2	        1.52	          -1	           0	
       0.525	      0.0005	    0.000999	           2	        1.55	          -1	           0	
       0.525	      0.0005	    0.000999	           2	        1.57	          -1	           0	
       0.526	      0.0005	    0.000999	           2	         1.6	          -1	           0	
       0.526	      0.0005	    0.000999	           2	        1.63	          -1	           0	
       0.527	      0.0005	    0.000999	           2	        1.66	          -1	           0	
       0.527	      0.0005	    0.000999	           2	        1.69	          -1	           0	
       0.528	      0.0005	    0.000999	           2	        1.72	          -1	           0	
       0.528	      0.0005	    0.000999	           2	        1.75	          -1	           0	
       0.529	      0.0005	    0.000999	           2	        1.78	          -1	           0	
       0.529	      0.0005	    0.000999	           2	        1.81	          -1	           0	
        0.53	      0.0005	    0.000999	           2	        1.84	          -1	           0	
        0.53	      0.0005	    0.000999	           2	        1.87	          -1	           0	
       0.531	      0.0005	    0.000999	           2	         1.9	          -1	           0	
       0.531	      0.0005	    0.000999	           2	        1.93	          -1	           0	
       0.532	      0.0005	    0.000999	           2	        1.96	          -1	           0	
       0.532	      0.0005	    0.000999	           2	        1.99	          -1	           0	
       0.533	      0.0005	    0.000999	           2	        2.01	          -1	           0	
       0.533	      0.0005	    0.000999	           2	        2.04	          -1	           0	
       0.534	      0.0005	    0.000999	           2	        2.07	          -1	           0	
       0.534	      0.0005	    0.000999	           2	         2.1	          -1	           0	
       0.535	      0.0005	    0.000999	           2	        2.13	          -1	           0	
       0.535	      0.0005	    0.000999	           2	        2.16	          -1	           0	
       0.536	      0.0005	    0.000999	           2	        2.19	          -1	           0	
       0.536	      0.0005	    0.000999	           2	        2.21	          -1	           0	
       0.537	      0.0005	    0.000999	           2	        2.24	          -1	           0	
       0.537	      0.0005	    0.000999	           2	        2.27	          -1	           0	
       0.538	      0.0005	    0.000999	           2	         2.3	          -1	           0	
       0.538	      0.0005	    0.000999	           2	        2.33	          -1	           0	
       0.539	      0.0005	    0.000999	           2	        2.35	          -1	           0	
       0.539	      0.0005	    0.000999	           2	        2.38	          -1	           0	
        0.54	      0.0005	    0.000999	           2	        2.41	          -1	           0	
        0.54	      0.0005	    0.000999	           2	        2.44	          -1	           0	
       0.541	      0.0005	    0.000999	           2	        2.46	          -1	           0	
       0.541	      0.0005	    0.000999	           2	        2.49	          -1	           0	
       0.542	      0.0005	    0.000999	           2	        2.52	          -1	           0	
       0.542	      0.0005	    0.000999	           2	        2.55	          -1	           0	
       0.543	      0.0005	    0.000999	           2	        2.57	          -1	           0	
       0.543	      0.0005	    0.000999	           2	         2.6	          -1	           0	
       0.544	      0.0005	    0.000999	           2	        2.63	          -1	           0	
       0.544	      0.0005	    0.000999	           2	        2.65	          -1	           0	
       0.545	      0.0005	    0.000999	           2	        2.68	          -1	           0	
       0.545	      0.0005	    0.000999	           2	        2.71	          -1	           0	
       0.546	      0.0005	    0.000999	           2	        2.73	          -1	           0	
       0.546	      0.0005	    0.000999	           2	        2.76	          -1	           0	
       0.547	      0.0005	    0.000999	           2	        2.78	          -1	           0	
       0.547	      0.0005	    0.000999	           2	        2.81	          -1	           0	
       0.548	      0.0005	    0.000999	           2	        2.84	          -1	           0	
       0.548	      0.0005	    0.000999	           2	        2.86	          -1	           0	
       0.549	      0.0005	    0.000999	           2	        2.89	          -1	           0	
       0.549	      0.0005	    0.000999	           2	        2.91	          -1	           0	
        0.55	      0.0005	    0.000999	           2	        2.94	          -1	           0	
        0.55	      0.0005	    0.000999	           2	        2.96	          -1	           0	
       0.551	      0.0005	    0.000999	           2	        2.99	          -1	           0	
       0.551	      0.0005	    0.000999	           2	        3.01	          -1	           0	
       0.552	      0.0005	    0.000999	           2	        3.04	          -1	           0	
       0.552	      0.0005	    0.000999	           2	        3.06	          -1	           0	
       0.553	      0.0005	    0.000999	           2	        3.09	          -1	           0	
       0.553	      0.0005	    0.000999	           2	        3.11	          -1	           0	
       0.554	      0.0005	    0.000999	           2	        3.14	          -1	           0	
       0.554	      0.0005	    0.000999	           2	        3.16	          -1	           0	
       0.555	      0.0005	    0.000999	           2	        3.19	          -1	           0	
       0.555	      0.0005	    0.000999	           2	        3.21	          -1	           0	
       0.556	      0.0005	    0.000999	           2	        3.24	          -1	           0	
       0.556	      0.0005	    0.000999	           2	        3.26	          -1	           0	
       0.557	      0.0005	    0.000999	           2	        3.28	          -1	           0	
       0.557	      0.0005	    0.000999	           2	        3.31	          -1	           0	
       0.558	      0.0005	    0.000999	           2	        3.33	          -1	           0	
       0.558	      0.0005	    0.000999	           2	        3.35	          -1	           0	
       0.559	      0.0005	    0.000999	           2	        3.38	          -1	           0	
       0.559	      0.0005	    0.000999	           2	         3.4	          -1	           0	
        0.56	      0.0005	    0.000999	           2	        3.42	          -1	           0	
        0.56	      0.0005	    0.000999	           2	        3.45	          -1	           0	
       0.561	      0.0005	    0.000999	           2	        3.47	          -1	           0	
       0.561	      0.0005	    0.000999	           2	        3.49	          -1	           0	
       0.562	      0.0005	    0.000999	           2	        3.51	          -1	           0	
       0.563	      0.0005	    0.000999	           2	        3.54	          -1	           0	
       0.563	      0.0005	    0.000999	           2	        3.56	          -1	           0	
       0.564	      0.0005	    0.000999	           2	        3.58	          -1	           0	
       0.564	      0.0005	    0.000999	           2	         3.6	          -1	           0	
       0.565	      0.0005	    0.000999	           2	        3.62	          -1	           0	
       0.565	      0.0005	    0.000999	           2	        3.64	          -1	           0	
       0.566	      0.0005	    0.000999	           2	        3.67	          -1	           0	
       0.566	      0.0005	    0.000999	           2	        3.69	          -1	           0	
       0.567	      0.0005	    0.000999	           2	        3.71	          -1	           0	
       0.567	      0.0005	    0.000999	           2	        3.73	          -1	           0	
       0.568	      0.0005	    0.000999	           2	        3.75	          -1	           0	
       0.568	      0.0005	    0.000999	           2	        3.77	          -1	           0	
       0.569	      0.0005	    0.000999	           2	        3.79	          -1	           0	
       0.569	      0.0005	    0.000999	           2	        3.81	          -1	           0	
        0.57	      0.0005	    0.000999	           2	        3.83	          -1	           0	
        0.57	      0.0005	    0.000999	           2	        3.85	          -1	           0	
       0.571	      0.0005	    0.000999	           2	        3.87	          -1	           0	
       0.571	      0.0005	    0.000999	           2	        3.89	          -1	           0	
       0.572	      0.0005	    0.000999	           2	        3.91	          -1	           0	
       0.572	      0.0005	    0.000999	           2	        3.93	          -1	           0	
       0.573	      0.0005	    0.000999	           2	        3.95	          -1	           0	
       0.573	      0.0005	    0.000999	           2	        3.97	          -1	           0	
       0.574	      0.0005	    0.000999	           2	        3.99	          -1	           0	
       0.574	      0.0005	    0.000999	           2	        4.01	          -1	           0	
       0.575	      0.0005	    0.000999	           2	        4.03	          -1	           0	
       0.575	      0.0005	    0.000999	           2	        4.05	          -1	           0	
       0.576	      0.0005	    0.000999	           2	        4.06	          -1	           0	
       0.576	      0.0005	    0.000999	           2	        4.08	          -1	           0	
       0.577	      0.0005	    0.000999	           2	         4.1	          -1	           0	
       0.577	      0.0005	    0.000999	           2	        4.12	          -1	           0	
       0.578	      0.0005	    0.000999	           2	        4.14	          -1	           0	
       0.578	      0.0005	    0.000999	           2	        4.15	          -1	           0	
       0.579	      0.0005	    0.000999	           2	        4.17	          -1	           0	
       0.579	      0.0005	    0.000999	           2	        4.19	          -1	           0	
        0.58	      0.0005	    0.000999	           2	         4.2	          -1	           0	
        0.58	      0.0005	    0.000999	           2	        4.22	          -1	           0	
       0.581	      0.0005	    0.000999	           2	        4.24	          -1	           0	
       0.581	      0.0005	    0.000999	           2	        4.25	          -1	           0	
       0.582	      0.0005	    0.000999	           2	        4.27	          -1	           0	
       0.582	      0.0005	    0.000999	           2	        4.29	          -1	           0	
       0.583	      0.0005	    0.000999	           2	         4.3	          -1	           0	
       0.583	      0.0005	    0.000999	           2	        4.32	          -1	           0	
       0.584	      0.0005	    0.000999	           2	        4.34	          -1	           0	
       0.584	      0.0005	    0.000999	           2	        4.35	          -1	           0	
       0.585	      0.0005	    0.000999	           2	        4.37	          -1	           0	
       0.585	      0.0005	    0.000999	           2	        4.38	          -1	           0	
       0.586	      0.0005	    0.000999	           2	         4.4	          -1	           0	
       0.586	      0.0005	    0.000999	           2	        4.41	          -1	           0	
       0.587	      0.0005	    0.000999	           2	        4.43	          -1	           0	
       0.587	      0.0005	    0.000999	           2	        4.44	          -1	           0	
       0.588	      0.0005	    0.000999	           2	        4.46	          -1	           0	
       0.588	      0.0005	    0.000999	           2	        4.47	          -1	           0	
       0.589	      0.0005	    0.000999	           2	        4.48	          -1	           0	
       0.589	      0.0005	    0.000999	           2	         4.5	          -1	           0	
        0.59	      0.0005	    0.000999	           2	        4.51	          -1	           0	
        0.59	      0.0005	    0.000999	           2	        4.52	          -1	           0	
       0.591	      0.0005	    0.000999	           2	        4.54	          -1	           0	
       0.591	      0.0005	    0.000999	           2	        4.55	          -1	           0	
       0.592	      0.0005	    0.000999	           2	        4.56	          -1	           0	
       0.592	      0.0005	    0.000999	           2	        4.58	          -1	           0	
       0.593	      0.0005	    0.000999	           2	        4.59	          -1	           0	
       0.593	      0.0005	    0.000999	           2	         4.6	          -1	           0	
       0.594	      0.0005	    0.000999	           2	        4.61	          -1	           0	
       0.594	      0.0005	    0.000999	           2	        4.63	          -1	           0	
       0.595	      0.0005	    0.000999	           2	        4.64	          -1	           0	
       0.595	      0.0005	    0.000999	           2	        4.65	          -1	           0	
       0.596	      0.0005	    0.000999	           2	        4.66	          -1	           0	
       0.596	      0.0005	    0.000999	           2	        4.67	          -1	           0	
       0.597	      0.0005	    0.000999	           2	        4.68	          -1	           0	
       0.597	      0.0005	    0.000999	           2	        4.69	          -1	           0	
       0.598	      0.0005	    0.000999	           2	         4.7	          -1	           0	
       0.598	      0.0005	    0.000999	           2	        4.71	          -1	           0	
       0.599	      0.0005	    0.000999	           2	        4.73	          -1	           0	
       0.599	      0.0005	    0.000999	           2	        4.74	          -1	           0	
         0.6	      0.0005	    0.000999	           2	        4.75	          -1	           0	
         0.6	      0.0005	    0.000999	           2	        4.76	          -1	           0	
       0.601	      0.0005	    0.000999	           2	        4.76	          -1	           0	
       0.601	      0.0005	    0.000999	           2	        4.77	          -1	           0	
       0.602	      0.0005	    0.000999	           2	        4.78	          -1	           0	
       0.602	      0.0005	    0.000999	           2	        4.79	          -1	           0	
       0.603	      0.0005	    0.000999	           2	         4.8	          -1	           0	
       0.603	      0.0005	    0.000999	           2	        4.81	          -1	           0	
       0.604	      0.0005	    0.000999	           2	        4.82	          -1	           0	
       0.604	      0.0005	    0.000999	           2	        4.83	          -1	           0	
       0.605	      0.0005	    0.000999	           2	        4.84	          -1	           0	
       0.605	      0.0005	    0.000999	           2	        4.84	          -1	           0	
       0.606	      0.0005	    0.000999	           2	        4.85	          -1	           0	
       0.606	      0.0005	    0.000999	           2	        4.86	          -1	           0	
       0.607	      0.0005	    0.000999	           2	        4.87	          -1	           0	
       0.607	      0.0005	    0.000999	           2	        4.87	          -1	           0	
       0.608	      0.0005	    0.000999	           2	        4.88	          -1	           0	
       0.608	      0.0005	    0.000999	           2	        4.89	          -1	           0	
       0.609	      0.0005	    0.000999	           2	        4.89	          -1	           0	
       0.609	      0.0005	    0.000999	           2	         4.9	          -1	           0	
        0.61	      0.0005	    0.000999	           2	        4.91	          -1	           0	
        0.61	      0.0005	    0.000999	           2	        4.91	          -1	           0	
       0.611	      0.0005	    0.000999	           2	        4.92	          -1	           0	
       0.611	      0.0005	    0.000999	           2	        4.92	          -1	           0	
       0.612	      0.0005	    0.000999	           2	        4.93	          -1	           0	
       0.612	      0.0005	    0.000999	           2	        4.93	          -1	           0	
       0.613	      0.0005	    0.000999	           2	        4.94	          -1	           0	
       0.613	      0.0005	    0.000999	           2	        4.94	          -1	           0	
       0.614	      0.0005	    0.000999	           2	        4.95	          -1	           0	
       0.614	      0.0005	    0.000999	           2	        4.95	          -1	           0	
       0.615	      0.0005	    0.000999	           2	        4.96	          -1	           0	
       0.615	      0.0005	    0.000999	           2	        4.96	          -1	           0	
       0.616	      0.0005	    0.000999	           2	        4.96	          -1	           0	
       0.616	      0.0005	    0.000999	           2	        4.97	          -1	           0	
       0.617	      0.0005	    0.000999	           2	        4.97	          -1	           0	
       0.617	      0.0005	    0.000999	           2	        4.97	          -1	           0	
       0.618	      0.0005	    0.000999	           2	        4.98	          -1	           0	
       0.618	      0.0005	    0.000999	           2	        4.98	          -1	           0	
       0.619	      0.0005	    0.000999	           2	        4.98	          -1	           0	
       0.619	      0.0005	    0.000999	           2	        4.99	          -1	           0	
        0.62	      0.0005	    0.000999	           2	        4.99	          -1	           0	
        0.62	      0.0005	    0.000999	           2	        4.99	          -1	           0	
       0.621	      0.0005	    0.000999	           2	        4.99	          -1	           0	
       0.621	      0.0005	    0.000999	           2	        4.99	          -1	           0	
       0.622	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.622	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.623	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.623	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.624	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.624	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.625	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.625	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.626	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.626	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.627	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.627	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.628	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.628	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.629	      0.0005	    0.000999	           2	           5	          -1	           0	
       0.629	      0.0005	    0.000999	           2	        4.99	          -1	           0	
        0.63	      0.0005	    0.000999	           2	        4.99	          -1	           0	
