           t	          E1	          E2	          E3	          E4	     J_V0300	     J_V0400	
         1.6	      0.0005	    0.000999	           2	        4.77	          -1	           0	
         1.6	      0.0005	    0.000999	           2	        4.78	          -1	           0	
         1.6	      0.0005	    0.000999	           2	        4.79	          -1	           0	
         1.6	      0.0005	    0.000999	           2	         4.8	          -1	           0	
         1.6	      0.0005	    0.000999	           2	        4.81	          -1	           0	
         1.6	      0.0005	    0.000999	           2	        4.82	          -1	           0	
         1.6	      0.0005	    0.000999	           2	        4.83	          -1	           0	
         1.6	      0.0005	    0.000999	           2	        4.84	          -1	           0	
         1.6	      0.0005	    0.000999	           2	        4.84	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.85	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.86	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.87	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.87	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.88	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.89	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.89	          -1	           0	
        1.61	      0.0005	    0.000999	           2	         4.9	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.91	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.91	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.92	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.92	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.93	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.93	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.94	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.94	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.95	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.95	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.96	          -1	           0	
        1.61	      0.0005	    0.000999	           2	        4.96	          -1	           0	
        1.62	      0.0005	    0.000999	           2	        4.96	          -1	           0	
        1.62	      0.0005	    0.000999	           2	        4.97	          -1	           0	
        1.62	      0.0005	    0.000999	           2	        4.97	          -1	           0	
        1.62	      0.0005	    0.000999	           2	        4.97	          -1	           0	
        1.62	      0.0005	    0.000999	           2	        4.98	          -1	           0	
        1.62	      0.0005	    0.000999	           2	        4.98	          -1	           0	
        1.62	      0.0005	    0.000999	           2	        4.98	          -1	           0	
        1.62	      0.0005	    0.000999	           2	        4.99	          -1	           0	
        1.62	      0.0005	    0.000999	           2	        4.99	          -1	           0	
        1.62	      0.0005	    0.000999	           2	        4.99	          -1	           0	
        1.62	      0.0005	    0.000999	           2	        4.99	          -1	           0	
        1.62	      0.0005	    0.000999	           2	        4.99	          -1	           0	
        1.62	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.62	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.62	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.62	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.62	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.62	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.62	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.63	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.63	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.63	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.63	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.63	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.63	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.63	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.63	      0.0005	    0.000999	           2	           5	          -1	           0	
        1.63	      0.0005	    0.000999	           2	        4.99	          -1	           0	
        1.63	      0.0005	    0.000999	           2	        4.99	          -1	           0	
        1.63	      0.0005	    0.000999	           2	        4.99	          -1	           0	
        1.63	      0.0005	    0.000999	           2	        4.99	          -1	           0	
        1.63	      0.0005	    0.000999	           2	        4.99	          -1	           0	
        1.63	      0.0005	    0.000999	           2	        4.98	          -1	           0	
        1.63	      0.0005	    0.000999	           2	        4.98	          -1	           0	
        1.63	      0.0005	    0.000999	           2	        4.98	          -1	           0	
        1.63	      0.0005	    0.000999	           2	        4.97	          -1	           0	
        1.63	      0.0005	    0.000999	           2	        4.97	          -1	           0	
        1.63	      0.0005	    0.000999	           2	        4.97	          -1	           0	
        1.63	      0.0005	    0.000999	           2	        4.96	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.96	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.96	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.95	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.95	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.94	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.94	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.93	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.93	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.92	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.92	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.91	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.91	          -1	           0	
        1.64	      0.0005	    0.000999	           2	         4.9	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.89	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.89	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.88	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.87	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.87	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.86	          -1	           0	
        1.64	      0.0005	    0.000999	           2	        4.85	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.84	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.84	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.83	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.82	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.81	          -1	           0	
        1.65	      0.0005	    0.000999	           2	         4.8	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.79	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.78	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.77	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.76	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.76	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.75	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.74	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.73	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.71	          -1	           0	
        1.65	      0.0005	    0.000999	           2	         4.7	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.69	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.68	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.67	          -1	           0	
        1.65	      0.0005	    0.000999	           2	        4.66	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.65	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.64	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.63	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.61	          -1	           0	
        1.66	      0.0005	    0.000999	           2	         4.6	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.59	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.58	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.56	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.55	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.54	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.52	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.51	          -1	           0	
        1.66	      0.0005	    0.000999	           2	         4.5	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.48	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.47	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.46	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.44	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.43	          -1	           0	
        1.66	      0.0005	    0.000999	           2	        4.41	          -1	           0	
        1.66	      0.0005	    0.000999	           2	         4.4	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.38	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.37	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.35	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.34	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.32	          -1	           0	
        1.67	      0.0005	    0.000999	           2	         4.3	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.29	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.27	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.25	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.24	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.22	          -1	           0	
        1.67	      0.0005	    0.000999	           2	         4.2	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.19	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.17	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.15	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.14	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.12	          -1	           0	
        1.67	      0.0005	    0.000999	           2	         4.1	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.08	          -1	           0	
        1.67	      0.0005	    0.000999	           2	        4.06	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        4.05	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        4.03	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        4.01	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.99	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.97	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.95	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.93	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.91	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.89	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.87	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.85	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.83	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.81	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.79	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.77	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.75	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.73	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.71	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.69	          -1	           0	
        1.68	      0.0005	    0.000999	           2	        3.67	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.64	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.62	          -1	           0	
        1.69	      0.0005	    0.000999	           2	         3.6	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.58	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.56	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.54	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.51	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.49	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.47	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.45	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.42	          -1	           0	
        1.69	      0.0005	    0.000999	           2	         3.4	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.38	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.35	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.33	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.31	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.28	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.26	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.24	          -1	           0	
        1.69	      0.0005	    0.000999	           2	        3.21	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        3.19	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        3.16	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        3.14	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        3.11	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        3.09	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        3.06	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        3.04	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        3.01	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        2.99	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        2.96	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        2.94	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        2.91	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        2.89	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        2.86	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        2.84	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        2.81	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        2.78	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        2.76	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        2.73	          -1	           0	
         1.7	      0.0005	    0.000999	           2	        2.71	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.68	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.65	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.63	          -1	           0	
        1.71	      0.0005	    0.000999	           2	         2.6	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.57	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.55	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.52	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.49	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.46	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.44	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.41	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.38	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.35	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.33	          -1	           0	
        1.71	      0.0005	    0.000999	           2	         2.3	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.27	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.24	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.21	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.19	          -1	           0	
        1.71	      0.0005	    0.000999	           2	        2.16	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        2.13	          -1	           0	
        1.72	      0.0005	    0.000999	           2	         2.1	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        2.07	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        2.04	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        2.01	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        1.99	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        1.96	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        1.93	          -1	           0	
        1.72	      0.0005	    0.000999	           2	         1.9	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        1.87	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        1.84	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        1.81	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        1.78	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        1.75	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        1.72	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        1.69	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        1.66	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        1.63	          -1	           0	
        1.72	      0.0005	    0.000999	           2	         1.6	          -1	           0	
        1.72	      0.0005	    0.000999	           2	        1.57	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.55	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.52	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.49	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.46	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.43	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.39	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.36	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.33	          -1	           0	
        1.73	      0.0005	    0.000999	           2	         1.3	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.27	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.24	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.21	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.18	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.15	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.12	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.09	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.06	          -1	           0	
        1.73	      0.0005	    0.000999	           2	        1.03	          -1	           0	
        1.73	      0.0005	    0.000999	           2	       0.999	          -1	           0	
        1.73	         0.5	           1	           2	       0.968	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.937	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.906	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.875	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.844	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.813	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.782	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.751	        -0.5	           0	
        1.74	         0.5	           1	           2	        0.72	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.689	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.658	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.627	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.596	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.564	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.533	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.502	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.471	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.439	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.408	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.377	        -0.5	           0	
        1.74	         0.5	           1	           2	       0.345	        -0.5	           0	
        1.75	         0.5	           1	           2	       0.314	        -0.5	           0	
        1.75	         0.5	           1	           2	       0.283	        -0.5	           0	
        1.75	         0.5	           1	           2	       0.251	        -0.5	           0	
        1.75	         0.5	           1	           2	        0.22	        -0.5	           0	
        1.75	         0.5	           1	           2	       0.188	        -0.5	           0	
        1.75	         0.5	           1	           2	       0.157	        -0.5	           0	
        1.75	         0.5	           1	           2	       0.126	        -0.5	           0	
        1.75	         0.5	           1	           2	      0.0943	        -0.5	           0	
        1.75	         0.5	           1	           2	      0.0629	        -0.5	           0	
        1.75	         0.5	           1	           2	      0.0314	        -0.5	           0	
        1.75	         0.5	           1	           2	    2.29e-05	        -0.5	           0	
        1.75	         0.5	           1	           2	     -0.0314	        -0.5	           0	
        1.75	         0.5	           1	           2	     -0.0628	        -0.5	           0	
        1.75	         0.5	           1	           2	     -0.0942	        -0.5	           0	
        1.75	         0.5	           1	           2	      -0.126	        -0.5	           0	
        1.75	         0.5	           1	           2	      -0.157	        -0.5	           0	
        1.75	         0.5	           1	           2	      -0.188	        -0.5	           0	
        1.75	         0.5	           1	           2	       -0.22	        -0.5	           0	
        1.75	         0.5	           1	           2	      -0.251	        -0.5	           0	
        1.75	         0.5	           1	           2	      -0.283	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.314	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.345	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.377	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.408	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.439	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.471	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.502	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.533	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.564	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.595	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.627	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.658	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.689	        -0.5	           0	
        1.76	         0.5	           1	           2	       -0.72	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.751	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.782	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.813	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.844	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.875	        -0.5	           0	
        1.76	         0.5	           1	           2	      -0.906	        -0.5	           0	
        1.77	         0.5	           1	           2	      -0.937	        -0.5	           0	
        1.77	         0.5	           1	           2	      -0.968	        -0.5	           0	
        1.77	         0.5	           1	           2	      -0.999	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.03	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.06	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.09	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.12	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.15	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.18	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.21	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.24	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.27	        -0.5	           0	
        1.77	         0.5	           1	           2	        -1.3	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.33	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.36	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.39	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.43	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.46	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.49	        -0.5	           0	
        1.77	         0.5	           1	           2	       -1.52	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.55	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.57	        -0.5	           0	
        1.78	         0.5	           1	           2	        -1.6	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.63	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.66	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.69	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.72	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.75	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.78	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.81	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.84	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.87	        -0.5	           0	
        1.78	         0.5	           1	           2	        -1.9	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.93	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.96	        -0.5	           0	
        1.78	         0.5	           1	           2	       -1.99	        -0.5	           0	
        1.78	         0.5	           1	           2	       -2.01	        -0.5	           0	
        1.78	         0.5	           1	           2	       -2.04	        -0.5	           0	
        1.78	         0.5	           1	           2	       -2.07	        -0.5	           0	
        1.78	         0.5	           1	           2	        -2.1	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.13	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.16	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.19	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.21	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.24	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.27	        -0.5	           0	
        1.79	         0.5	           1	           2	        -2.3	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.33	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.35	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.38	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.41	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.44	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.46	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.49	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.52	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.55	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.57	        -0.5	           0	
        1.79	         0.5	           1	           2	        -2.6	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.63	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.65	        -0.5	           0	
        1.79	         0.5	           1	           2	       -2.68	        -0.5	           0	
         1.8	         0.5	           1	           2	       -2.71	        -0.5	           0	
         1.8	         0.5	           1	           2	       -2.73	        -0.5	           0	
         1.8	         0.5	           1	           2	       -2.76	        -0.5	           0	
         1.8	         0.5	           1	           2	       -2.78	        -0.5	           0	
         1.8	         0.5	           1	           2	       -2.81	        -0.5	           0	
         1.8	         0.5	           1	           2	       -2.84	        -0.5	           0	
         1.8	         0.5	           1	           2	       -2.86	        -0.5	           0	
         1.8	         0.5	           1	           2	       -2.89	        -0.5	           0	
         1.8	         0.5	           1	           2	       -2.91	        -0.5	           0	
         1.8	         0.5	           1	           2	       -2.94	        -0.5	           0	
         1.8	         0.5	           1	           2	       -2.96	        -0.5	           0	
         1.8	         0.5	           1	           2	       -2.99	        -0.5	           0	
         1.8	         0.5	           1	           2	       -3.01	        -0.5	           0	
         1.8	         0.5	           1	           2	       -3.04	        -0.5	           0	
         1.8	         0.5	           1	           2	       -3.06	        -0.5	           0	
         1.8	         0.5	           1	           2	       -3.09	        -0.5	           0	
         1.8	         0.5	           1	           2	       -3.11	        -0.5	           0	
         1.8	         0.5	           1	           2	       -3.14	        -0.5	           0	
         1.8	         0.5	           1	           2	       -3.16	        -0.5	           0	
         1.8	         0.5	           1	           2	       -3.19	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.21	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.24	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.26	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.28	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.31	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.33	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.35	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.38	        -0.5	           0	
        1.81	         0.5	           1	           2	        -3.4	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.42	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.45	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.47	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.49	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.51	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.54	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.56	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.58	        -0.5	           0	
        1.81	         0.5	           1	           2	        -3.6	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.62	        -0.5	           0	
        1.81	         0.5	           1	           2	       -3.64	        -0.5	           0	
