          E1          E2       J_V01
 0.175617456	0.0878087282	-0.0439043641	
 0.955144882	 0.477572441	-0.238786221	
  1.71115339	 0.855576694	-0.427788347	
  2.42502785	  1.21251392	-0.606256962	
  3.07918978	  1.53959489	-0.769797444	
  3.65753222	  1.82876611	-0.914383054	
  4.14581394	  2.07290697	 -1.03645349	
  4.53201199	  2.26600599	   -1.133003	
  4.80661678	  2.40330839	  -1.2016542	
  4.96286726	  2.48143363	 -1.24071681	
  4.99691486	  2.49845743	 -1.24922872	
  4.90792227	  2.45396113	 -1.22698057	
  4.69808054	  2.34904027	 -1.17452013	
  4.37255621	   2.1862781	 -1.09313905	
  3.93936515	  1.96968257	-0.984841287	
  3.40917397	  1.70458698	-0.852293491	
  2.79503751	  1.39751875	-0.698759377	
  2.11207819	  1.05603909	-0.528019547	
  1.37711227	 0.688556135	-0.344278067	
 0.608237445	 0.304118723	-0.152059361	
-0.175614193	-0.0878070965	0.0439035483	
-0.955141664	-0.477570832	 0.238785416	
 -1.71115041	-0.855575204	 0.427787602	
 -2.42502499	 -1.21251249	 0.606256247	
 -3.07918739	  -1.5395937	 0.769796848	
 -3.65752983	 -1.82876492	 0.914382458	
 -4.14581203	 -2.07290602	  1.03645301	
 -4.53201056	 -2.26600528	  1.13300264	
 -4.80661583	 -2.40330791	  1.20165396	
 -4.96286678	 -2.48143339	   1.2407167	
 -4.99691486	 -2.49845743	  1.24922872	
 -4.90792274	 -2.45396137	  1.22698069	
 -4.69808149	 -2.34904075	  1.17452037	
 -4.37255764	 -2.18627882	  1.09313941	
 -3.93936706	 -1.96968353	 0.984841764	
 -3.40917635	 -1.70458817	 0.852294087	
 -2.79504037	 -1.39752018	 0.698760092	
 -2.11208105	 -1.05604053	 0.528020263	
 -1.37711549	-0.688557744	 0.344278872	
-0.608240724	-0.304120362	 0.152060181	
  0.17561093	0.0878054649	-0.0439027324	
 0.955138445	 0.477569222	-0.238784611	
  1.71114731	 0.855573654	-0.427786827	
  2.42502213	  1.21251106	-0.606255531	
  3.07918477	  1.53959239	-0.769796193	
  3.65752769	  1.82876384	-0.914381921	
  4.14581013	  2.07290506	 -1.03645253	
  4.53200912	  2.26600456	 -1.13300228	
  4.80661488	  2.40330744	 -1.20165372	
  4.96286631	  2.48143315	 -1.24071658	
  4.99691534	  2.49845767	 -1.24922884	
   4.9079237	  2.45396185	 -1.22698092	
  4.69808245	  2.34904122	 -1.17452061	
  4.37255955	  2.18627977	 -1.09313989	
   3.9393692	   1.9696846	  -0.9848423	
  3.40917873	  1.70458937	-0.852294683	
  2.79504299	   1.3975215	-0.698760748	
  2.11208391	  1.05604196	-0.528020978	
  1.37711859	 0.688559294	-0.344279647	
 0.608243942	 0.304121971	-0.152060986	
-0.175607666	-0.0878038332	0.0439019166	
-0.955135226	-0.477567613	 0.238783807	
 -1.71114421	-0.855572104	 0.427786052	
 -2.42501926	 -1.21250963	 0.606254816	
 -3.07918215	 -1.53959107	 0.769795537	
 -3.65752554	 -1.82876277	 0.914381385	
 -4.14580822	 -2.07290411	  1.03645205	
 -4.53200769	 -2.26600385	  1.13300192	
  -4.8066144	  -2.4033072	   1.2016536	
 -4.96286583	 -2.48143291	  1.24071646	
 -4.99691534	 -2.49845767	  1.24922884	
 -4.90792418	 -2.45396209	  1.22698104	
 -4.69808388	 -2.34904194	  1.17452097	
 -4.37256098	 -2.18628049	  1.09314024	
 -3.93937111	 -1.96968555	 0.984842777	
 -3.40918112	 -1.70459056	  0.85229528	
 -2.79504561	 -1.39752281	 0.698761404	
 -2.11208701	 -1.05604351	 0.528021753	
 -1.37712169	-0.688560843	 0.344280422	
-0.608247221	 -0.30412361	 0.152061805	
 0.175604403	0.0878022015	-0.0439011008	
 0.955132008	 0.477566004	-0.238783002	
  1.71114111	 0.855570555	-0.427785277	
   2.4250164	   1.2125082	-0.606254101	
  3.07917953	  1.53958976	-0.769794881	
  3.65752316	  1.82876158	-0.914380789	
  4.14580679	  2.07290339	  -1.0364517	
  4.53200626	  2.26600313	 -1.13300157	
  4.80661345	  2.40330672	 -1.20165336	
  4.96286535	  2.48143268	 -1.24071634	
  4.99691534	  2.49845767	 -1.24922884	
  4.90792465	  2.45396233	 -1.22698116	
  4.69808483	  2.34904242	 -1.17452121	
  4.37256241	   2.1862812	  -1.0931406	
  3.93937325	  1.96968663	-0.984843314	
   3.4091835	  1.70459175	-0.852295876	
  2.79504848	  1.39752424	-0.698762119	
  2.11208987	  1.05604494	-0.528022468	
  1.37712491	 0.688562453	-0.344281226	
 0.608250439	  0.30412522	 -0.15206261	
-0.175601125	-0.0878005624	0.0439002812	
-0.955128849	-0.477564424	 0.238782212	
 -1.71113813	-0.855569065	 0.427784532	
 -2.42501354	 -1.21250677	 0.606253386	
  -3.0791769	 -1.53958845	 0.769794226	
 -3.65752101	  -1.8287605	 0.914380252	
 -4.14580488	 -2.07290244	  1.03645122	
 -4.53200483	 -2.26600242	  1.13300121	
 -4.80661249	 -2.40330625	  1.20165312	
