f 1m 1f 2m 2f jV0200m jV0200f 
3853.53 9.99663 1.48655 10 -0 9.99663 -178.513
3944.21 9.99679 1.45239 10 -0 9.99679 -178.548
4037.02 9.99693 1.41901 10 -0 9.99693 -178.581
4132.01 9.99707 1.3864 10 -0 9.99707 -178.614
4229.24 9.99721 1.35454 10 -0 9.99721 -178.645
4328.76 9.99733 1.32341 10 -0 9.99733 -178.677
4430.62 9.99745 1.293 10 -0 9.99745 -178.707
4534.88 9.99757 1.26328 10 -0 9.99757 -178.737
4641.59 9.99768 1.23425 10 -0 9.99768 -178.766
4750.81 9.99779 1.20588 10 -0 9.99779 -178.794
4862.6 9.99789 1.17817 10 -0 9.99789 -178.822
4977.02 9.99798 1.15109 10 -0 9.99798 -178.849
5094.14 9.99807 1.12463 10 -0 9.99807 -178.875
5214.01 9.99816 1.09878 10 -0 9.99816 -178.901
5336.7 9.99824 1.07353 10 -0 9.99824 -178.926
5462.28 9.99832 1.04885 10 -0 9.99832 -178.951
5590.81 9.9984 1.02474 10 -0 9.9984 -178.975
5722.37 9.99847 1.00119 10 -0 9.99847 -178.999
5857.02 9.99854 0.978176 10 -0 9.99854 -179.022
5994.84 9.99861 0.955692 10 -0 9.99861 -179.044
6135.91 9.99867 0.933725 10 -0 9.99867 -179.066
6280.29 9.99873 0.912262 10 -0 9.99873 -179.088
6428.07 9.99879 0.891293 10 -0 9.99879 -179.109
6579.33 9.99885 0.870805 10 -0 9.99885 -179.129
6734.15 9.9989 0.850788 10 -0 9.9989 -179.149
6892.61 9.99895 0.831231 10 -0 9.99895 -179.169
7054.8 9.999 0.812124 10 -0 9.999 -179.188
7220.81 9.99904 0.793455 10 -0 9.99904 -179.207
7390.72 9.99908 0.775216 10 -0 9.99908 -179.225
7564.63 9.99913 0.757396 10 -0 9.99913 -179.243
7742.64 9.99917 0.739985 10 -0 9.99917 -179.26
7924.83 9.9992 0.722975 10 -0 9.9992 -179.277
8111.31 9.99924 0.706355 10 -0 9.99924 -179.294
8302.18 9.99927 0.690118 10 -0 9.99927 -179.31
8497.53 9.99931 0.674253 10 -0 9.99931 -179.326
8697.49 9.99934 0.658754 10 -0 9.99934 -179.341
8902.15 9.99937 0.64361 10 -0 9.99937 -179.356
9111.63 9.9994 0.628815 10 -0 9.9994 -179.371
9326.03 9.99943 0.614359 10 -0 9.99943 -179.386
9545.48 9.99945 0.600236 10 -0 9.99945 -179.4
9770.1 9.99948 0.586438 10 -0 9.99948 -179.414
10000 9.9995 0.572956 10 -0 9.9995 -179.427
