f 1m 1f 2m 2f jV0200m jV0200f 
8178.36 0 0 0 0 0 0
8188.37 0 0 0 0 0 0
8198.38 0 0 0 0 0 0
8208.39 0 0 0 0 0 0
8218.4 0 0 0 0 0 0
8228.41 0 0 0 0 0 0
8238.41 0 0 0 0 0 0
8248.42 0 0 0 0 0 0
8258.43 0 0 0 0 0 0
8268.44 0 0 0 0 0 0
8278.45 0 0 0 0 0 0
8288.46 0 0 0 0 0 0
8298.47 0 0 0 0 0 0
8308.48 0 0 0 0 0 0
8318.49 0 0 0 0 0 0
8328.5 0 0 0 0 0 0
8338.5 0 0 0 0 0 0
8348.51 0 0 0 0 0 0
8358.52 0 0 0 0 0 0
8368.53 0 0 0 0 0 0
8378.54 0 0 0 0 0 0
8388.55 0 0 0 0 0 0
8398.56 0 0 0 0 0 0
8408.57 0 0 0 0 0 0
8418.58 0 0 0 0 0 0
8428.59 0 0 0 0 0 0
8438.59 0 0 0 0 0 0
8448.6 0 0 0 0 0 0
8458.61 0 0 0 0 0 0
8468.62 0 0 0 0 0 0
8478.63 0 0 0 0 0 0
8488.64 0 0 0 0 0 0
8498.65 0 0 0 0 0 0
8508.66 0 0 0 0 0 0
8518.67 0 0 0 0 0 0
8528.68 0 0 0 0 0 0
8538.68 0 0 0 0 0 0
8548.69 0 0 0 0 0 0
8558.7 0 0 0 0 0 0
8568.71 0 0 0 0 0 0
8578.72 0 0 0 0 0 0
8588.73 0 0 0 0 0 0
8598.74 0 0 0 0 0 0
8608.75 0 0 0 0 0 0
8618.76 0 0 0 0 0 0
8628.77 0 0 0 0 0 0
8638.77 0 0 0 0 0 0
8648.78 0 0 0 0 0 0
8658.79 0 0 0 0 0 0
8668.8 0 0 0 0 0 0
8678.81 0 0 0 0 0 0
8688.82 0 0 0 0 0 0
8698.83 0 0 0 0 0 0
8708.84 0 0 0 0 0 0
8718.85 0 0 0 0 0 0
8728.86 0 0 0 0 0 0
8738.86 0 0 0 0 0 0
8748.87 0 0 0 0 0 0
8758.88 0 0 0 0 0 0
8768.89 0 0 0 0 0 0
8778.9 0 0 0 0 0 0
8788.91 0 0 0 0 0 0
8798.92 0 0 0 0 0 0
8808.93 0 0 0 0 0 0
8818.94 0 0 0 0 0 0
8828.95 0 0 0 0 0 0
8838.95 0 0 0 0 0 0
8848.96 0 0 0 0 0 0
8858.97 0 0 0 0 0 0
8868.98 0 0 0 0 0 0
8878.99 0 0 0 0 0 0
8889 0 0 0 0 0 0
8899.01 0 0 0 0 0 0
8909.02 0 0 0 0 0 0
8919.03 0 0 0 0 0 0
8929.04 0 0 0 0 0 0
8939.05 0 0 0 0 0 0
8949.05 0 0 0 0 0 0
8959.06 0 0 0 0 0 0
8969.07 0 0 0 0 0 0
8979.08 0 0 0 0 0 0
8989.09 0 0 0 0 0 0
8999.1 0 0 0 0 0 0
9009.11 0 0 0 0 0 0
9019.12 0 0 0 0 0 0
9029.13 0 0 0 0 0 0
9039.14 0 0 0 0 0 0
9049.14 0 0 0 0 0 0
9059.15 0 0 0 0 0 0
9069.16 0 0 0 0 0 0
9079.17 0 0 0 0 0 0
9089.18 0 0 0 0 0 0
9099.19 0 0 0 0 0 0
9109.2 0 0 0 0 0 0
9119.21 0 0 0 0 0 0
9129.22 0 0 0 0 0 0
9139.23 0 0 0 0 0 0
9149.23 0 0 0 0 0 0
9159.24 0 0 0 0 0 0
9169.25 0 0 0 0 0 0
9179.26 0 0 0 0 0 0
9189.27 0 0 0 0 0 0
9199.28 0 0 0 0 0 0
9209.29 0 0 0 0 0 0
9219.3 0 0 0 0 0 0
9229.31 0 0 0 0 0 0
9239.32 0 0 0 0 0 0
9249.32 0 0 0 0 0 0
9259.33 0 0 0 0 0 0
9269.34 0 0 0 0 0 0
9279.35 0 0 0 0 0 0
9289.36 0 0 0 0 0 0
9299.37 0 0 0 0 0 0
9309.38 0 0 0 0 0 0
9319.39 0 0 0 0 0 0
9329.4 0 0 0 0 0 0
9339.41 0 0 0 0 0 0
9349.41 0 0 0 0 0 0
9359.42 0 0 0 0 0 0
9369.43 0 0 0 0 0 0
9379.44 0 0 0 0 0 0
9389.45 0 0 0 0 0 0
9399.46 0 0 0 0 0 0
9409.47 0 0 0 0 0 0
9419.48 0 0 0 0 0 0
9429.49 0 0 0 0 0 0
9439.5 0 0 0 0 0 0
9449.5 0 0 0 0 0 0
9459.51 0 0 0 0 0 0
9469.52 0 0 0 0 0 0
9479.53 0 0 0 0 0 0
9489.54 0 0 0 0 0 0
9499.55 0 0 0 0 0 0
9509.56 0 0 0 0 0 0
9519.57 0 0 0 0 0 0
9529.58 0 0 0 0 0 0
9539.59 0 0 0 0 0 0
9549.59 0 0 0 0 0 0
9559.6 0 0 0 0 0 0
9569.61 0 0 0 0 0 0
9579.62 0 0 0 0 0 0
9589.63 0 0 0 0 0 0
9599.64 0 0 0 0 0 0
9609.65 0 0 0 0 0 0
9619.66 0 0 0 0 0 0
9629.67 0 0 0 0 0 0
9639.68 0 0 0 0 0 0
9649.68 0 0 0 0 0 0
9659.69 0 0 0 0 0 0
9669.7 0 0 0 0 0 0
9679.71 0 0 0 0 0 0
9689.72 0 0 0 0 0 0
9699.73 0 0 0 0 0 0
9709.74 0 0 0 0 0 0
9719.75 0 0 0 0 0 0
9729.76 0 0 0 0 0 0
9739.77 0 0 0 0 0 0
9749.77 0 0 0 0 0 0
9759.78 0 0 0 0 0 0
9769.79 0 0 0 0 0 0
9779.8 0 0 0 0 0 0
9789.81 0 0 0 0 0 0
9799.82 0 0 0 0 0 0
9809.83 0 0 0 0 0 0
9819.84 0 0 0 0 0 0
9829.85 0 0 0 0 0 0
9839.86 0 0 0 0 0 0
9849.86 0 0 0 0 0 0
9859.87 0 0 0 0 0 0
9869.88 0 0 0 0 0 0
9879.89 0 0 0 0 0 0
9889.9 0 0 0 0 0 0
9899.91 0 0 0 0 0 0
9909.92 0 0 0 0 0 0
9919.93 0 0 0 0 0 0
9929.94 0 0 0 0 0 0
9939.95 0 0 0 0 0 0
9949.95 0 0 0 0 0 0
9959.96 0 0 0 0 0 0
9969.97 0 0 0 0 0 0
9979.98 0 0 0 0 0 0
9989.99 0 0 0 0 0 0
10000 0 0 0 0 0 0
