f 1m 1f 2m 2f 3m 3f jV0300m jV0300f 
5.5738e+08 1241.36 -5.77941 53.0479 79.1797 0 00.99315 -3.01387 
6.02003e+08 1239.95 -6.2351 57.1928 78.3209 0 00.992031 -3.24699 
6.50199e+08 1238.31 -6.7255 61.6437 77.3958 0 00.990733 -3.49669 
7.02254e+08 1236.41 -7.25294 66.4185 76.3998 0 00.98923 -3.76378 
7.58477e+08 1234.21 -7.81983 71.5353 75.3279 0 00.987491 -4.04902 
8.192e+08 1231.67 -8.42865 77.0116 74.1749 0 00.98548 -4.35305 
8.84785e+08 1228.72 -9.08191 82.8639 72.9356 0 00.983161 -4.67641 
9.55621e+08 1225.33 -9.78214 89.1074 71.6043 0 00.980488 -5.01942 
1.03213e+09 1221.42 -10.5318 95.7551 70.1755 0 00.977416 -5.38217 
1.11476e+09 1216.92 -11.3334 102.817 68.6436 0 00.973892 -5.76444 
1.20401e+09 1211.76 -12.1891 110.3 67.0027 0 00.969861 -6.16559 
1.3004e+09 1205.86 -13.101 118.204 65.2474 0 00.965263 -6.58447 
1.40451e+09 1199.13 -14.0709 126.525 63.3725 0 00.960038 -7.01933 
1.51695e+09 1191.47 -15.1002 135.251 61.3728 0 00.954122 -7.46767 
1.6384e+09 1182.79 -16.1898 144.358 59.244 0 00.947455 -7.92612 
1.76957e+09 1173 -17.3402 153.817 56.9822 0 00.93998 -8.39032 
1.91124e+09 1162.01 -18.551 163.582 54.5845 0 00.931647 -8.85478 
2.06425e+09 1149.72 -19.8213 173.597 52.0489 0 00.922417 -9.31278 
2.22952e+09 1136.06 -21.1493 183.791 49.3747 0 00.912268 -9.75634 
2.40801e+09 1120.96 -22.5323 194.079 46.5624 0 00.901198 -10.1761 
2.6008e+09 1104.39 -23.967 204.363 43.614 0 00.88923 -10.5617 
2.80902e+09 1086.33 -25.4493 214.53 40.5333 0 00.876421 -10.9013 
3.03391e+09 1066.77 -26.9744 224.458 37.3252 0 00.862859 -11.1828 
3.2768e+09 1045.75 -28.5373 234.015 33.9967 0 00.84867 -11.3932 
3.53914e+09 1023.34 -30.1326 243.064 30.556 0 00.834019 -11.5203 
3.82248e+09 999.607 -31.7552 251.467 27.0127 0 00.819103 -11.5524 
4.12851e+09 974.675 -33.4001 259.088 23.3776 0 00.804153 -11.4796 
4.45904e+09 948.666 -35.063 265.8 19.6622 0 00.789419 -11.2948 
4.81603e+09 921.714 -36.7405 271.486 15.8792 0 00.775165 -10.9941 
5.2016e+09 893.96 -38.4299 276.046 12.0412 0 00.761655 -10.578 
5.61803e+09 865.54 -40.1293 279.397 8.16163 0 00.749137 -10.0514 
6.06781e+09 836.581 -41.8376 281.478 4.25385 0 00.737833 -9.42446 
6.5536e+09 807.201 -43.5541 282.25 0.331387 0 00.727923 -8.71162 
7.07828e+09 777.504 -45.2785 281.7 -3.59222 0 00.719538 -7.93151 
7.64496e+09 747.583 -47.0098 279.837 -7.5034 0 00.71275 -7.10559 
8.25702e+09 717.522 -48.7469 276.697 -11.3886 0 00.70757 -6.25681 
8.91807e+09 687.402 -50.4877 272.335 -15.2345 0 00.703954 -5.40808 
9.63205e+09 657.301 -52.2293 266.832 -19.0277 0 00.701801 -4.58074 
